r[m]	M[Msun]	rho[g/cm^3]	P[N/m^2]	n_e[pm^-3]	n_p[pm^-3]	muF_e[MeV]	B
0.009999999999999981	-3.455931986933809e-39	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010039324497952026	7.548158880104228e-27	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010078803637517949	1.5337079928615417e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010118438026818213	2.3339287581960876e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010158228276364565	3.152661792236247e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010198174999069554	3.9870207177603003e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010238278810256105	4.8340480056299744e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010278540327666702	5.690713791640629e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010318960171473237	6.553914676495681e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.01035953896428627	7.420472508655622e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.01040027733116475	8.287133149857263e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010441175899625758	9.150565223065103e-26	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010482235299653935	1.0007592800698295e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010523456163711304	1.0878931580530753e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010564839126747133	1.177742249920148e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010606384826207436	1.269973243911114e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010648093902045117	1.3642445111947053e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010689966996729533	1.4602059670726932e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.01073200475525652	1.5574989302008231e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010774207825158465	1.655755979799073e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010816576856514	1.7546008108237638e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010859112501958168	1.8536480870763553e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010901815416692596	1.9525032922207187e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010944686258495281	2.0507625786802483e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.010987725687731079	2.149333642635057e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.01103093436736156	2.2511992838482187e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.011074312962955362	2.35632845946989e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.011117862142698567	2.4645337323460548e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.011161582577404735	2.575622710850472e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.011205474940525362	2.6893979649093426e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.011249539908160402	2.8056569408173908e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.011293778159068346	2.92419187482797e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.01133819037467706	3.0447897055040413e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.01138277723909395	3.1672319848098305e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.011427539439116636	3.2912947879295206e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
0.011472477664243683	3.416748621795077e-25	2.99190143262287e8	9.468486730620225e24	89.42925637570158	269.83132423224265	2.2665376162133337	0.9964601668189793
