r[m]	M[Msun]	rho[g/cm^3]	P[N/m^2]	n_e[pm^-3]	n_p[pm^-3]	muF_e[MeV]	B
0.009999999999999985	-9.063416961841976e-39	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010038725988593922	2.4390472584186312e-26	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010077601947407117	4.944881425783083e-26	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010116628457214108	7.499538026237955e-26	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010155806101038424	1.0084623876673875e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010195135464161528	1.2681310100277778e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010234617134131404	1.527032504205643e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010274251700771411	1.7880358683241547e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010314039756188942	2.056295531853573e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.0103539818947845	2.329903297286214e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010394078713260424	2.6068409098711534e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010434330810629843	2.8850423060392108e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010474738788225666	3.1623928360132093e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010515303249709396	3.44255779803143e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010556024801080397	3.731537946109066e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010596904050684792	4.0283185246825274e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.01063794160922462	4.331832333694784e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010679138089766801	4.6409861205504655e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010720494107752538	4.954660152801355e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010762010281006354	5.271707784817835e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010803687229745406	5.590955018372624e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010845525576588565	5.9112000570536325e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010887525946565986	6.231212854431229e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010929688967128275	6.549734655891631e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.010972015268155902	6.866710093340932e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011014505481968657	7.191802275870666e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011057160243334913	7.526350239585608e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011099980189481383	7.869090451866974e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.01114296596010246	8.218728492192035e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.01118611819736986	8.573938545292627e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011229437545942038	8.933362887180499e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011272924652974085	9.295611363951913e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011316580168127222	9.659260863270427e-25	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011360404743578594	1.0022854778438352e-24	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011404399034030826	1.0384902464955674e-24	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
0.011448563696722083	1.0744505447797396e-24	9.827246662255853e8	4.702093467431139e25	293.7098685960518	885.8228296937996	3.5792132330941553	0.9945873935236131
