r[m]	M[Msun]	rho[g/cm^3]	P[N/m^2]	n_e[pm^-3]	n_p[pm^-3]	muF_e[MeV]	B
0.009999999999999985	-9.681988445884604e-40	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.01003980687371497	2.6630559244520995e-27	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010079772206149414	5.414862152934844e-27	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010119896628078016	8.247892513673172e-27	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010160180772786237	1.1154426072759539e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010200625276080611	1.4126543821914998e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010241230776298495	1.7156125318129647e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.01028199791431827	2.0234845274609486e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010322927333569572	2.3354170102345452e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.01036401968004317	2.6505354401613446e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010405275602301482	2.967943740281007e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010446695751488525	3.2867239355851295e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010488280781340323	3.605935786752767e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010530031348195338	3.9246164186082386e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010571948111004538	4.241779943227988e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010614031731342155	4.5564170776327535e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010656282873415796	4.8746446131734e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010698702204077077	5.2034299474717e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.01074129039283227	5.541817334326092e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.01078404811185262	5.888820823185527e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.01082697603598506	6.243429295986451e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010870074842763025	6.604606040774797e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010913345212416813	6.97128831914534e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.010956787827884687	7.3423869274252e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011000403374823338	7.716785751506325e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011044192541618845	8.093341315251206e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011088156019397666	8.470882322381937e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011132294502037244	8.848209191761919e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011176608686177309	9.224093585990869e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011221099271230557	9.5972779332126e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011265766959393832	9.972246278469423e-26	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.01131061245565934	1.0360301382726345e-25	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.01135563646782545	1.0761290100270765e-25	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011400839706508254	1.1174656189857157e-25	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
0.011446222885152435	1.159982797234281e-25	1.0423272417927107e8	2.2356738864271884e24	30.97226327173747	31.341927199461807	1.4731767601481718	0.9976403662233972
