r/R	D3	D5
1.00000e-03	6.52912e+41	3.50596e+53
2.13878e-02	2.98756e+44	1.57913e+56
4.17755e-02	1.10935e+45	5.81652e+56
6.21633e-02	2.40518e+45	1.23219e+57
8.25510e-02	3.99037e+45	2.04237e+57
1.02939e-01	5.90455e+45	2.91301e+57
1.23327e-01	7.93201e+45	3.79530e+57
1.43714e-01	9.98606e+45	4.66247e+57
1.64102e-01	1.19692e+46	5.28426e+57
1.84490e-01	1.36716e+46	5.76194e+57
2.04878e-01	1.50707e+46	6.12123e+57
2.25265e-01	1.61990e+46	6.25512e+57
2.45653e-01	1.71498e+46	6.19528e+57
2.66041e-01	1.77459e+46	6.02356e+57
2.86429e-01	1.77693e+46	5.71357e+57
3.06816e-01	1.77015e+46	5.28815e+57
3.27204e-01	1.71696e+46	4.83398e+57
3.47592e-01	1.65721e+46	4.37073e+57
3.67980e-01	1.55086e+46	3.88029e+57
3.88367e-01	1.44694e+46	3.37801e+57
4.08755e-01	1.31095e+46	2.92617e+57
4.29143e-01	1.17829e+46	2.51116e+57
4.49531e-01	1.04127e+46	2.10489e+57
4.69918e-01	9.00947e+45	1.76297e+57
4.90306e-01	7.70368e+45	1.46053e+57
5.10694e-01	6.49170e+45	1.18891e+57
5.31082e-01	5.38562e+45	9.74058e+56
5.51469e-01	4.37428e+45	7.83768e+56
5.71857e-01	3.54869e+45	6.24676e+56
5.92245e-01	2.81494e+45	4.94636e+56
6.12633e-01	2.23320e+45	3.91615e+56
6.33020e-01	1.74430e+45	3.05856e+56
6.53408e-01	1.34811e+45	2.38625e+56
6.73796e-01	1.02399e+45	1.83609e+56
6.94184e-01	7.70964e+44	1.39611e+56
7.14571e-01	5.72147e+44	1.06312e+56
7.34959e-01	4.17396e+44	7.97535e+55
7.55347e-01	2.98766e+44	5.88449e+55
7.75735e-01	2.10194e+44	4.29574e+55
7.96122e-01	1.43551e+44	3.09042e+55
8.16510e-01	9.55718e+43	2.18143e+55
8.36898e-01	6.13866e+43	1.50631e+55
8.57286e-01	3.76978e+43	1.00805e+55
8.77673e-01	2.18194e+43	6.51299e+54
8.98061e-01	1.16086e+43	3.97337e+54
9.18449e-01	5.50621e+42	2.25752e+54
9.38837e-01	2.17186e+42	1.13165e+54
9.59224e-01	6.11751e+41	4.54717e+53
9.79612e-01	7.66989e+40	1.06041e+53
1.00000e+00	1.49961e+31	1.51826e+45
