r/R	D3	D5
1.00000e-03	7.98268e+37	3.63364e+49
2.13878e-02	3.72178e+40	1.65217e+52
4.17755e-02	1.37810e+41	6.28220e+52
6.21633e-02	3.02306e+41	1.38065e+53
8.25510e-02	5.26500e+41	2.38502e+53
1.02939e-01	7.99897e+41	3.73640e+53
1.23327e-01	1.12270e+42	5.29450e+53
1.43714e-01	1.46183e+42	6.90775e+53
1.64102e-01	1.82459e+42	8.83499e+53
1.84490e-01	2.23332e+42	1.08010e+54
2.04878e-01	2.63550e+42	1.29563e+54
2.25265e-01	2.97659e+42	1.53104e+54
2.45653e-01	3.31636e+42	1.75098e+54
2.66041e-01	3.59710e+42	1.93963e+54
2.86429e-01	3.85123e+42	2.13096e+54
3.06816e-01	4.11386e+42	2.33477e+54
3.27204e-01	4.24232e+42	2.47721e+54
3.47592e-01	4.35465e+42	2.63138e+54
3.67980e-01	4.42852e+42	2.75109e+54
3.88367e-01	4.39447e+42	2.86077e+54
4.08755e-01	4.24436e+42	2.90305e+54
4.29143e-01	4.17676e+42	2.94308e+54
4.49531e-01	3.97778e+42	2.93644e+54
4.69918e-01	3.78539e+42	2.87758e+54
4.90306e-01	3.51458e+42	2.80921e+54
5.10694e-01	3.24776e+42	2.73559e+54
5.31082e-01	2.96650e+42	2.63237e+54
5.51469e-01	2.67528e+42	2.48366e+54
5.71857e-01	2.38756e+42	2.34801e+54
5.92245e-01	2.08337e+42	2.15670e+54
6.12633e-01	1.82525e+42	2.01737e+54
6.33020e-01	1.54332e+42	1.85910e+54
6.53408e-01	1.31511e+42	1.67258e+54
6.73796e-01	1.08748e+42	1.48789e+54
6.94184e-01	8.90072e+41	1.33004e+54
7.14571e-01	7.22199e+41	1.17053e+54
7.34959e-01	5.70217e+41	1.01161e+54
7.55347e-01	4.42613e+41	8.64915e+53
7.75735e-01	3.43234e+41	7.27627e+53
7.96122e-01	2.51761e+41	6.00044e+53
8.16510e-01	1.81705e+41	4.87781e+53
8.36898e-01	1.25111e+41	3.85643e+53
8.57286e-01	8.22185e+40	2.88024e+53
8.77673e-01	5.16343e+40	2.15956e+53
8.98061e-01	2.96452e+40	1.48689e+53
9.18449e-01	1.50340e+40	9.66758e+52
9.38837e-01	6.43337e+39	5.47360e+52
9.59224e-01	1.95617e+39	2.49743e+52
9.79612e-01	2.73171e+38	6.73115e+51
1.00000e+00	4.41482e+29	6.73009e+44
