r/R	D3	D5
1.00000e-03	1.56975e+39	2.43054e+52
2.13878e-02	7.19180e+41	1.10210e+55
4.17755e-02	2.72881e+42	4.13584e+55
6.21633e-02	5.92368e+42	8.68884e+55
8.25510e-02	9.82894e+42	1.43683e+56
1.02939e-01	1.42323e+43	2.11433e+56
1.23327e-01	1.95540e+43	2.75675e+56
1.43714e-01	2.46299e+43	3.37193e+56
1.64102e-01	2.89168e+43	3.90351e+56
1.84490e-01	3.30737e+43	4.23214e+56
2.04878e-01	3.80307e+43	4.57798e+56
2.25265e-01	4.07512e+43	4.70348e+56
2.45653e-01	4.33591e+43	4.80146e+56
2.66041e-01	4.72303e+43	4.76306e+56
2.86429e-01	4.69886e+43	4.65001e+56
3.06816e-01	4.80222e+43	4.44570e+56
3.27204e-01	4.84648e+43	4.19049e+56
3.47592e-01	4.83679e+43	3.85691e+56
3.67980e-01	4.74308e+43	3.61513e+56
3.88367e-01	4.55049e+43	3.31556e+56
4.08755e-01	4.52452e+43	3.00439e+56
4.29143e-01	4.37345e+43	2.71963e+56
4.49531e-01	4.26404e+43	2.39575e+56
4.69918e-01	4.01228e+43	2.16746e+56
4.90306e-01	3.82302e+43	1.88518e+56
5.10694e-01	3.69631e+43	1.67579e+56
5.31082e-01	3.45051e+43	1.44899e+56
5.51469e-01	3.22866e+43	1.24586e+56
5.71857e-01	3.06473e+43	1.08056e+56
5.92245e-01	2.80768e+43	9.38931e+55
6.12633e-01	2.67803e+43	7.91620e+55
6.33020e-01	2.45182e+43	6.67021e+55
6.53408e-01	2.29861e+43	5.61196e+55
6.73796e-01	2.09918e+43	4.75725e+55
6.94184e-01	1.93344e+43	3.90252e+55
7.14571e-01	1.77553e+43	3.23394e+55
7.34959e-01	1.60859e+43	2.62849e+55
7.55347e-01	1.43361e+43	2.14680e+55
7.75735e-01	1.28033e+43	1.68325e+55
7.96122e-01	1.14066e+43	1.31622e+55
8.16510e-01	9.76151e+42	1.02241e+55
8.36898e-01	8.31351e+42	7.79290e+54
8.57286e-01	6.93240e+42	5.77154e+54
8.77673e-01	5.55044e+42	4.08234e+54
8.98061e-01	4.22386e+42	2.74984e+54
9.18449e-01	2.75769e+42	1.69840e+54
9.38837e-01	1.30584e+42	9.08362e+53
9.59224e-01	4.24050e+41	3.82519e+53
9.79612e-01	5.99570e+40	9.37965e+52
1.00000e+00	2.39070e+31	2.63807e+45
