r/R	D3	D5
1.00000e-03	1.72822e+41	1.78779e+52
2.13878e-02	7.80935e+43	8.08347e+54
4.17755e-02	2.87180e+44	3.01905e+55
6.21633e-02	6.00045e+44	6.17600e+55
8.25510e-02	9.69436e+44	9.99946e+55
1.02939e-01	1.35932e+45	1.40592e+56
1.23327e-01	1.71663e+45	1.77225e+56
1.43714e-01	2.00765e+45	2.09551e+56
1.64102e-01	2.23328e+45	2.31163e+56
1.84490e-01	2.36393e+45	2.43131e+56
2.04878e-01	2.37098e+45	2.45652e+56
2.25265e-01	2.34788e+45	2.41221e+56
2.45653e-01	2.22545e+45	2.27373e+56
2.66041e-01	2.05265e+45	2.17477e+56
2.86429e-01	1.83936e+45	1.92187e+56
3.06816e-01	1.62902e+45	1.71054e+56
3.27204e-01	1.41297e+45	1.50022e+56
3.47592e-01	1.25250e+45	1.28678e+56
3.67980e-01	1.02805e+45	1.11231e+56
3.88367e-01	8.67738e+44	9.41636e+55
4.08755e-01	7.35487e+44	8.06445e+55
4.29143e-01	5.96931e+44	6.65620e+55
4.49531e-01	4.87946e+44	5.51972e+55
4.69918e-01	3.98776e+44	4.55841e+55
4.90306e-01	3.35631e+44	3.85640e+55
5.10694e-01	2.71367e+44	3.22638e+55
5.31082e-01	2.25426e+44	2.70687e+55
5.51469e-01	1.82735e+44	2.35312e+55
5.71857e-01	1.50648e+44	1.96832e+55
5.92245e-01	1.23970e+44	1.67959e+55
6.12633e-01	1.02760e+44	1.46518e+55
6.33020e-01	8.36157e+43	1.22009e+55
6.53408e-01	6.61840e+43	1.01599e+55
6.73796e-01	5.13064e+43	8.27952e+54
6.94184e-01	3.92576e+43	6.59643e+54
7.14571e-01	2.96063e+43	5.13319e+54
7.34959e-01	2.17510e+43	4.02932e+54
7.55347e-01	1.55965e+43	3.04233e+54
7.75735e-01	1.10076e+43	2.27173e+54
7.96122e-01	7.36495e+42	1.66830e+54
8.16510e-01	4.92228e+42	1.21172e+54
8.36898e-01	3.11634e+42	8.48931e+53
8.57286e-01	1.90100e+42	5.77620e+53
8.77673e-01	1.08676e+42	3.78681e+53
8.98061e-01	5.70019e+41	2.36778e+53
9.18449e-01	2.64515e+41	1.34886e+53
9.38837e-01	1.01184e+41	6.82810e+52
9.59224e-01	2.78833e+40	2.80221e+52
9.79612e-01	3.20176e+39	6.39192e+51
1.00000e+00	1.43643e+30	1.44414e+44
