r/R	D3	D5
1.00000e-03	1.93728e+38	6.57731e+49
2.13878e-02	8.85379e+40	2.98865e+52
4.17755e-02	3.34745e+41	1.13173e+53
6.21633e-02	7.27000e+41	2.48862e+53
8.25510e-02	1.24897e+42	4.29335e+53
1.02939e-01	1.88627e+42	6.48438e+53
1.23327e-01	2.54722e+42	9.22619e+53
1.43714e-01	3.39194e+42	1.18267e+54
1.64102e-01	4.09996e+42	1.48961e+54
1.84490e-01	4.89727e+42	1.79261e+54
2.04878e-01	5.64798e+42	2.10497e+54
2.25265e-01	6.34791e+42	2.40083e+54
2.45653e-01	6.99670e+42	2.69215e+54
2.66041e-01	7.54166e+42	2.96229e+54
2.86429e-01	7.99343e+42	3.21339e+54
3.06816e-01	8.30938e+42	3.45398e+54
3.27204e-01	8.52106e+42	3.60349e+54
3.47592e-01	8.64755e+42	3.77321e+54
3.67980e-01	8.62827e+42	3.85491e+54
3.88367e-01	8.52487e+42	3.94020e+54
4.08755e-01	8.33248e+42	3.99307e+54
4.29143e-01	8.00821e+42	3.96121e+54
4.49531e-01	7.64159e+42	3.91018e+54
4.69918e-01	7.27987e+42	3.83715e+54
4.90306e-01	6.77644e+42	3.76432e+54
5.10694e-01	6.30666e+42	3.63611e+54
5.31082e-01	5.78062e+42	3.51035e+54
5.51469e-01	5.25417e+42	3.34051e+54
5.71857e-01	4.72572e+42	3.18151e+54
5.92245e-01	4.18441e+42	3.00063e+54
6.12633e-01	3.69754e+42	2.78596e+54
6.33020e-01	3.24774e+42	2.59754e+54
6.53408e-01	2.80222e+42	2.38841e+54
6.73796e-01	2.44326e+42	2.18525e+54
6.94184e-01	2.05165e+42	2.00771e+54
7.14571e-01	1.70002e+42	1.79881e+54
7.34959e-01	1.38979e+42	1.60388e+54
7.55347e-01	1.12143e+42	1.41820e+54
7.75735e-01	8.81134e+41	1.23402e+54
7.96122e-01	6.70946e+41	1.05634e+54
8.16510e-01	5.01752e+41	8.89822e+53
8.36898e-01	3.60238e+41	7.33017e+53
8.57286e-01	2.45736e+41	5.78723e+53
8.77673e-01	1.56405e+41	4.36737e+53
8.98061e-01	9.16186e+40	3.12046e+53
9.18449e-01	4.75122e+40	2.05327e+53
9.38837e-01	2.04141e+40	1.18869e+53
9.59224e-01	6.18569e+39	5.34927e+52
9.79612e-01	7.84861e+38	1.33744e+52
1.00000e+00	7.44473e+29	1.11093e+45
