r/R	D3	D5
1.00000e-03	1.48900e+42	1.63572e+53
2.13878e-02	6.71773e+44	7.40292e+55
4.17755e-02	2.47520e+45	2.71293e+56
6.21633e-02	5.15772e+45	5.65529e+56
8.25510e-02	8.39526e+45	9.21098e+56
1.02939e-01	1.17702e+46	1.28508e+57
1.23327e-01	1.48645e+46	1.64395e+57
1.43714e-01	1.74945e+46	1.92910e+57
1.64102e-01	1.93044e+46	2.11454e+57
1.84490e-01	2.03942e+46	2.24190e+57
2.04878e-01	2.06591e+46	2.26461e+57
2.25265e-01	2.02055e+46	2.21651e+57
2.45653e-01	1.91987e+46	2.10287e+57
2.66041e-01	1.79898e+46	1.95814e+57
2.86429e-01	1.61393e+46	1.75532e+57
3.06816e-01	1.42478e+46	1.56737e+57
3.27204e-01	1.24491e+46	1.36273e+57
3.47592e-01	1.06152e+46	1.17699e+57
3.67980e-01	8.98818e+45	1.00007e+57
3.88367e-01	7.52369e+45	8.36793e+56
4.08755e-01	6.23020e+45	6.93460e+56
4.29143e-01	5.14846e+45	5.70535e+56
4.49531e-01	4.10807e+45	4.65317e+56
4.69918e-01	3.34942e+45	3.76315e+56
4.90306e-01	2.64658e+45	3.01531e+56
5.10694e-01	2.09172e+45	2.41417e+56
5.31082e-01	1.64402e+45	1.93051e+56
5.51469e-01	1.29869e+45	1.50145e+56
5.71857e-01	9.95461e+44	1.18668e+56
5.92245e-01	7.67485e+44	9.25132e+55
6.12633e-01	5.84983e+44	7.18596e+55
6.33020e-01	4.45446e+44	5.55882e+55
6.53408e-01	3.34752e+44	4.28833e+55
6.73796e-01	2.51107e+44	3.26751e+55
6.94184e-01	1.84452e+44	2.50141e+55
7.14571e-01	1.36006e+44	1.87747e+55
7.34959e-01	9.74922e+43	1.41106e+55
7.55347e-01	6.94718e+43	1.04350e+55
7.75735e-01	4.84076e+43	7.66002e+54
7.96122e-01	3.32441e+43	5.58433e+54
8.16510e-01	2.22513e+43	4.02242e+54
8.36898e-01	1.43642e+43	2.83289e+54
8.57286e-01	9.03296e+42	1.96931e+54
8.77673e-01	5.36986e+42	1.33425e+54
8.98061e-01	3.01075e+42	8.53268e+53
9.18449e-01	1.50002e+42	5.19509e+53
9.38837e-01	6.47686e+41	2.97727e+53
9.59224e-01	2.10284e+41	1.41672e+53
9.79612e-01	3.12365e+40	4.52161e+52
1.00000e+00	1.26467e+31	1.28612e+45
