r/R	D3	D5
1.00000e-03	1.61554e+39	2.47905e+52
2.13878e-02	7.30282e+41	1.11545e+55
4.17755e-02	2.75591e+42	4.17551e+55
6.21633e-02	5.87045e+42	8.77976e+55
8.25510e-02	9.87745e+42	1.48111e+56
1.02939e-01	1.48574e+43	2.10673e+56
1.23327e-01	1.96430e+43	2.71216e+56
1.43714e-01	2.46340e+43	3.37095e+56
1.64102e-01	2.99362e+43	3.85767e+56
1.84490e-01	3.41372e+43	4.29828e+56
2.04878e-01	3.84672e+43	4.58932e+56
2.25265e-01	4.28344e+43	4.79957e+56
2.45653e-01	4.51041e+43	4.85800e+56
2.66041e-01	4.65319e+43	4.80530e+56
2.86429e-01	4.80200e+43	4.59772e+56
3.06816e-01	4.79201e+43	4.50299e+56
3.27204e-01	4.87603e+43	4.17203e+56
3.47592e-01	4.73472e+43	3.92314e+56
3.67980e-01	4.84441e+43	3.62193e+56
3.88367e-01	4.64550e+43	3.32907e+56
4.08755e-01	4.49262e+43	3.00020e+56
4.29143e-01	4.37230e+43	2.70396e+56
4.49531e-01	4.26613e+43	2.42576e+56
4.69918e-01	4.06616e+43	2.14068e+56
4.90306e-01	3.83625e+43	1.90082e+56
5.10694e-01	3.67173e+43	1.67311e+56
5.31082e-01	3.46051e+43	1.45483e+56
5.51469e-01	3.26433e+43	1.25514e+56
5.71857e-01	3.08389e+43	1.08709e+56
5.92245e-01	2.85051e+43	9.25162e+55
6.12633e-01	2.67838e+43	7.92946e+55
6.33020e-01	2.47982e+43	6.67017e+55
6.53408e-01	2.29313e+43	5.63216e+55
6.73796e-01	2.12356e+43	4.71353e+55
6.94184e-01	1.94080e+43	3.90351e+55
7.14571e-01	1.76554e+43	3.22229e+55
7.34959e-01	1.63684e+43	2.62721e+55
7.55347e-01	1.44663e+43	2.12620e+55
7.75735e-01	1.28168e+43	1.69355e+55
7.96122e-01	1.12448e+43	1.32856e+55
8.16510e-01	9.82038e+42	1.02814e+55
8.36898e-01	8.40561e+42	7.77792e+54
8.57286e-01	6.95796e+42	5.75457e+54
8.77673e-01	5.58398e+42	4.08979e+54
8.98061e-01	4.19725e+42	2.76655e+54
9.18449e-01	2.76724e+42	1.71718e+54
9.38837e-01	1.31629e+42	9.09383e+53
9.59224e-01	4.26134e+41	3.84338e+53
9.79612e-01	6.00077e+40	9.36137e+52
1.00000e+00	2.39202e+31	2.64077e+45
