r/R	D3	D5
1.00000e-03	1.50682e+40	3.01948e+51
2.13878e-02	6.83729e+42	1.37681e+54
4.17755e-02	2.56098e+43	5.18263e+54
6.21633e-02	5.54656e+43	1.11283e+55
8.25510e-02	9.44311e+43	1.89611e+55
1.02939e-01	1.41191e+44	2.82823e+55
1.23327e-01	1.91133e+44	3.83086e+55
1.43714e-01	2.45415e+44	4.90326e+55
1.64102e-01	2.94995e+44	5.99871e+55
1.84490e-01	3.43152e+44	6.96122e+55
2.04878e-01	3.89763e+44	7.85285e+55
2.25265e-01	4.27016e+44	8.65691e+55
2.45653e-01	4.57484e+44	9.30527e+55
2.66041e-01	4.80140e+44	9.78954e+55
2.86429e-01	4.93628e+44	1.00678e+56
3.06816e-01	5.01139e+44	1.02395e+56
3.27204e-01	4.96507e+44	1.03700e+56
3.47592e-01	4.79624e+44	1.02359e+56
3.67980e-01	4.66652e+44	9.97842e+55
3.88367e-01	4.44756e+44	9.64280e+55
4.08755e-01	4.21047e+44	9.16708e+55
4.29143e-01	3.90481e+44	8.67096e+55
4.49531e-01	3.60911e+44	8.13486e+55
4.69918e-01	3.27364e+44	7.54697e+55
4.90306e-01	2.93671e+44	6.97355e+55
5.10694e-01	2.62237e+44	6.40247e+55
5.31082e-01	2.30528e+44	5.80643e+55
5.51469e-01	2.00917e+44	5.26991e+55
5.71857e-01	1.73017e+44	4.71979e+55
5.92245e-01	1.48378e+44	4.19090e+55
6.12633e-01	1.25010e+44	3.71281e+55
6.33020e-01	1.04965e+44	3.25835e+55
6.53408e-01	8.64665e+43	2.83849e+55
6.73796e-01	7.10032e+43	2.45141e+55
6.94184e-01	5.69755e+43	2.10614e+55
7.14571e-01	4.51370e+43	1.79176e+55
7.34959e-01	3.54184e+43	1.50617e+55
7.55347e-01	2.71511e+43	1.25049e+55
7.75735e-01	2.04750e+43	1.02936e+55
7.96122e-01	1.49765e+43	8.29277e+54
8.16510e-01	1.06565e+43	6.59221e+54
8.36898e-01	7.32113e+42	5.11817e+54
8.57286e-01	4.81726e+42	3.85230e+54
8.77673e-01	2.97836e+42	2.79850e+54
8.98061e-01	1.70371e+42	1.91864e+54
9.18449e-01	8.65018e+41	1.21829e+54
9.38837e-01	3.68683e+41	6.88468e+53
9.59224e-01	1.12908e+41	3.12182e+53
9.79612e-01	1.56425e+40	8.29245e+52
1.00000e+00	2.09742e+30	9.13580e+44
