r/R	D3	D5
1.00000e-03	9.72046e+38	2.26103e+50
2.13878e-02	4.42943e+41	1.03182e+53
4.17755e-02	1.66674e+42	3.89630e+53
6.21633e-02	3.61750e+42	8.51930e+53
8.25510e-02	6.18781e+42	1.46864e+54
1.02939e-01	9.30246e+42	2.21330e+54
1.23327e-01	1.27746e+43	3.07841e+54
1.43714e-01	1.64919e+43	3.96703e+54
1.64102e-01	2.02707e+43	4.94310e+54
1.84490e-01	2.38682e+43	5.93333e+54
2.04878e-01	2.74189e+43	6.90366e+54
2.25265e-01	3.06414e+43	7.76110e+54
2.45653e-01	3.33906e+43	8.55636e+54
2.66041e-01	3.55466e+43	9.35003e+54
2.86429e-01	3.72370e+43	9.93890e+54
3.06816e-01	3.82833e+43	1.04437e+55
3.27204e-01	3.89331e+43	1.08788e+55
3.47592e-01	3.89010e+43	1.11080e+55
3.67980e-01	3.81461e+43	1.12145e+55
3.88367e-01	3.71852e+43	1.12529e+55
4.08755e-01	3.59449e+43	1.11112e+55
4.29143e-01	3.42414e+43	1.10009e+55
4.49531e-01	3.21494e+43	1.07071e+55
4.69918e-01	3.00162e+43	1.03468e+55
4.90306e-01	2.78402e+43	9.97492e+54
5.10694e-01	2.54811e+43	9.41573e+54
5.31082e-01	2.29923e+43	8.95941e+54
5.51469e-01	2.06437e+43	8.46258e+54
5.71857e-01	1.83554e+43	7.85785e+54
5.92245e-01	1.61473e+43	7.28528e+54
6.12633e-01	1.40832e+43	6.73071e+54
6.33020e-01	1.21508e+43	6.17247e+54
6.53408e-01	1.03636e+43	5.59940e+54
6.73796e-01	8.79330e+42	5.08535e+54
6.94184e-01	7.29070e+42	4.56358e+54
7.14571e-01	6.03172e+42	4.03370e+54
7.34959e-01	4.89718e+42	3.57411e+54
7.55347e-01	3.90543e+42	3.11360e+54
7.75735e-01	3.03070e+42	2.68256e+54
7.96122e-01	2.31309e+42	2.25966e+54
8.16510e-01	1.71417e+42	1.89342e+54
8.36898e-01	1.21292e+42	1.53834e+54
8.57286e-01	8.24626e+41	1.21664e+54
8.77673e-01	5.28341e+41	9.19322e+53
8.98061e-01	3.08711e+41	6.58728e+53
9.18449e-01	1.61126e+41	4.35538e+53
9.38837e-01	6.94255e+40	2.52666e+53
9.59224e-01	2.11496e+40	1.14693e+53
9.79612e-01	2.81735e+39	2.92715e+52
1.00000e+00	2.47621e+30	2.25739e+45
