r/R	D3	D5
1.00000e-03	6.01696e+37	1.99712e+49
2.13878e-02	2.74366e+40	9.00184e+51
4.17755e-02	1.01191e+41	3.51400e+52
6.21633e-02	2.18335e+41	7.37338e+52
8.25510e-02	3.77304e+41	1.32438e+53
1.02939e-01	5.73694e+41	1.98103e+53
1.23327e-01	8.01713e+41	2.79549e+53
1.43714e-01	1.04029e+42	3.65858e+53
1.64102e-01	1.32239e+42	4.79562e+53
1.84490e-01	1.61727e+42	5.74788e+53
2.04878e-01	1.85215e+42	6.95848e+53
2.25265e-01	2.11484e+42	8.00181e+53
2.45653e-01	2.39367e+42	9.02895e+53
2.66041e-01	2.48179e+42	9.91540e+53
2.86429e-01	2.73228e+42	1.10711e+54
3.06816e-01	2.85130e+42	1.18580e+54
3.27204e-01	2.99433e+42	1.32269e+54
3.47592e-01	3.13842e+42	1.39004e+54
3.67980e-01	3.28136e+42	1.49866e+54
3.88367e-01	3.24335e+42	1.60004e+54
4.08755e-01	3.21007e+42	1.64960e+54
4.29143e-01	3.19077e+42	1.71604e+54
4.49531e-01	3.03460e+42	1.69523e+54
4.69918e-01	3.14825e+42	1.81388e+54
4.90306e-01	3.02180e+42	1.88172e+54
5.10694e-01	2.99561e+42	1.97740e+54
5.31082e-01	2.82604e+42	1.98489e+54
5.51469e-01	2.65506e+42	1.97385e+54
5.71857e-01	2.47474e+42	1.93753e+54
5.92245e-01	2.27337e+42	1.96927e+54
6.12633e-01	2.19132e+42	1.97281e+54
6.33020e-01	1.95424e+42	1.91521e+54
6.53408e-01	1.81877e+42	1.90948e+54
6.73796e-01	1.56463e+42	1.78651e+54
6.94184e-01	1.34288e+42	1.65420e+54
7.14571e-01	1.10747e+42	1.48538e+54
7.34959e-01	8.83332e+41	1.31874e+54
7.55347e-01	6.93170e+41	1.15304e+54
7.75735e-01	5.62812e+41	1.01253e+54
7.96122e-01	4.17142e+41	8.49408e+53
8.16510e-01	3.15961e+41	7.17334e+53
8.36898e-01	2.20424e+41	5.71347e+53
8.57286e-01	1.45534e+41	4.42326e+53
8.77673e-01	9.03614e+40	3.25102e+53
8.98061e-01	5.10950e+40	2.24769e+53
9.18449e-01	2.57285e+40	1.42647e+53
9.38837e-01	1.06307e+40	7.80743e+52
9.59224e-01	3.30544e+39	3.62357e+52
9.79612e-01	4.87292e+38	1.01376e+52
1.00000e+00	6.46289e+29	9.67553e+44
