r/R	D3	D5
1.00000e-03	2.34605e+38	1.29238e+51
2.13878e-02	1.04637e+41	5.88950e+53
4.17755e-02	3.95488e+41	2.22618e+54
6.21633e-02	8.73553e+41	4.78183e+54
8.25510e-02	1.47953e+42	8.15758e+54
1.02939e-01	2.22239e+42	1.21476e+55
1.23327e-01	3.07253e+42	1.65225e+55
1.43714e-01	3.96743e+42	2.10208e+55
1.64102e-01	4.94503e+42	2.54524e+55
1.84490e-01	5.83580e+42	2.98976e+55
2.04878e-01	6.92560e+42	3.35607e+55
2.25265e-01	7.62671e+42	3.71944e+55
2.45653e-01	8.53457e+42	3.97672e+55
2.66041e-01	9.16039e+42	4.15732e+55
2.86429e-01	9.74869e+42	4.34088e+55
3.06816e-01	1.04119e+43	4.44381e+55
3.27204e-01	1.07417e+43	4.50300e+55
3.47592e-01	1.10298e+43	4.41827e+55
3.67980e-01	1.11297e+43	4.36114e+55
3.88367e-01	1.13580e+43	4.22685e+55
4.08755e-01	1.12937e+43	4.08351e+55
4.29143e-01	1.12534e+43	3.90826e+55
4.49531e-01	1.11215e+43	3.71021e+55
4.69918e-01	1.10113e+43	3.49289e+55
4.90306e-01	1.07132e+43	3.26430e+55
5.10694e-01	1.03107e+43	3.03248e+55
5.31082e-01	9.95014e+42	2.77313e+55
5.51469e-01	9.54334e+42	2.54855e+55
5.71857e-01	9.06736e+42	2.33616e+55
5.92245e-01	8.71167e+42	2.11883e+55
6.12633e-01	8.34322e+42	1.91995e+55
6.33020e-01	7.80201e+42	1.71483e+55
6.53408e-01	7.29682e+42	1.52911e+55
6.73796e-01	6.77303e+42	1.35632e+55
6.94184e-01	6.26272e+42	1.20282e+55
7.14571e-01	5.77299e+42	1.05260e+55
7.34959e-01	5.23891e+42	9.16805e+54
7.55347e-01	4.73366e+42	7.87161e+54
7.75735e-01	4.27396e+42	6.73074e+54
7.96122e-01	3.81512e+42	5.66885e+54
8.16510e-01	3.31486e+42	4.74818e+54
8.36898e-01	2.82274e+42	3.90109e+54
8.57286e-01	2.35842e+42	3.12264e+54
8.77673e-01	1.89408e+42	2.43155e+54
8.98061e-01	1.41538e+42	1.81057e+54
9.18449e-01	8.98272e+41	1.21921e+54
9.38837e-01	4.33040e+41	7.14202e+53
9.59224e-01	1.47052e+41	3.34350e+53
9.79612e-01	2.22623e+40	9.12370e+52
1.00000e+00	5.70495e+30	1.66337e+45
