r/R	D3	D5
1.00000e-03	4.07588e+38	8.96579e+49
2.13878e-02	1.82826e+41	3.99878e+52
4.17755e-02	6.93296e+41	1.52344e+53
6.21633e-02	1.49177e+42	3.31689e+53
8.25510e-02	2.55777e+42	5.64577e+53
1.02939e-01	3.85699e+42	8.63701e+53
1.23327e-01	5.30131e+42	1.19802e+54
1.43714e-01	6.78568e+42	1.53360e+54
1.64102e-01	8.41581e+42	1.93930e+54
1.84490e-01	1.05459e+43	2.31102e+54
2.04878e-01	1.14378e+43	2.66085e+54
2.25265e-01	1.25738e+43	3.03062e+54
2.45653e-01	1.34203e+43	3.32743e+54
2.66041e-01	1.44272e+43	3.59493e+54
2.86429e-01	1.51364e+43	3.83423e+54
3.06816e-01	1.55744e+43	4.04479e+54
3.27204e-01	1.56160e+43	4.16782e+54
3.47592e-01	1.57802e+43	4.32646e+54
3.67980e-01	1.54690e+43	4.51315e+54
3.88367e-01	1.48839e+43	4.43504e+54
4.08755e-01	1.44389e+43	4.38104e+54
4.29143e-01	1.39957e+43	4.24047e+54
4.49531e-01	1.28843e+43	4.14825e+54
4.69918e-01	1.21112e+43	4.00133e+54
4.90306e-01	1.09047e+43	3.77187e+54
5.10694e-01	1.00793e+43	3.86550e+54
5.31082e-01	8.95935e+42	3.52364e+54
5.51469e-01	8.13852e+42	3.22109e+54
5.71857e-01	7.38617e+42	3.07603e+54
5.92245e-01	6.34394e+42	2.83453e+54
6.12633e-01	5.47622e+42	2.67884e+54
6.33020e-01	4.81322e+42	2.37760e+54
6.53408e-01	4.17774e+42	2.21075e+54
6.73796e-01	3.53524e+42	2.00024e+54
6.94184e-01	2.92248e+42	1.85801e+54
7.14571e-01	2.44526e+42	1.64189e+54
7.34959e-01	2.03433e+42	1.48104e+54
7.55347e-01	1.64802e+42	1.32028e+54
7.75735e-01	1.31934e+42	1.18008e+54
7.96122e-01	1.04393e+42	1.07031e+54
8.16510e-01	7.96160e+41	9.79564e+53
8.36898e-01	5.95945e+41	8.34443e+53
8.57286e-01	4.35399e+41	7.14320e+53
8.77673e-01	2.92119e+41	5.80831e+53
8.98061e-01	1.83503e+41	4.45279e+53
9.18449e-01	9.59230e+40	3.06997e+53
9.38837e-01	4.20790e+40	1.77002e+53
9.59224e-01	1.24546e+40	7.99066e+52
9.79612e-01	1.89825e+39	2.33416e+52
1.00000e+00	2.20188e+30	2.05812e+45
