r/R	D3	D5
1.00000e-03	1.73909e+40	8.61822e+51
2.13878e-02	7.86249e+42	3.90443e+54
4.17755e-02	2.98733e+43	1.45339e+55
6.21633e-02	6.55813e+43	3.14639e+55
8.25510e-02	1.10863e+44	5.36559e+55
1.02939e-01	1.66172e+44	7.94746e+55
1.23327e-01	2.29976e+44	1.06836e+56
1.43714e-01	2.95141e+44	1.36237e+56
1.64102e-01	3.63114e+44	1.64396e+56
1.84490e-01	4.30067e+44	1.88589e+56
2.04878e-01	4.89673e+44	2.11412e+56
2.25265e-01	5.50268e+44	2.29664e+56
2.45653e-01	6.10774e+44	2.44397e+56
2.66041e-01	6.55602e+44	2.55747e+56
2.86429e-01	6.86563e+44	2.61792e+56
3.06816e-01	7.06698e+44	2.63792e+56
3.27204e-01	7.32384e+44	2.63527e+56
3.47592e-01	7.39679e+44	2.52394e+56
3.67980e-01	7.49035e+44	2.43701e+56
3.88367e-01	7.41802e+44	2.32271e+56
4.08755e-01	7.24946e+44	2.18804e+56
4.29143e-01	6.98364e+44	2.05692e+56
4.49531e-01	6.59780e+44	1.89715e+56
4.69918e-01	6.16019e+44	1.74306e+56
4.90306e-01	5.60295e+44	1.57632e+56
5.10694e-01	5.20611e+44	1.43179e+56
5.31082e-01	4.67255e+44	1.25885e+56
5.51469e-01	4.09797e+44	1.11444e+56
5.71857e-01	3.53059e+44	9.70297e+55
5.92245e-01	3.03431e+44	8.41790e+55
6.12633e-01	2.56367e+44	7.28241e+55
6.33020e-01	2.14214e+44	6.27667e+55
6.53408e-01	1.75792e+44	5.32355e+55
6.73796e-01	1.43265e+44	4.46990e+55
6.94184e-01	1.15088e+44	3.75930e+55
7.14571e-01	9.08605e+43	3.10650e+55
7.34959e-01	7.05113e+43	2.54088e+55
7.55347e-01	5.35795e+43	2.05642e+55
7.75735e-01	4.01439e+43	1.64181e+55
7.96122e-01	2.91361e+43	1.30352e+55
8.16510e-01	2.05775e+43	1.00235e+55
8.36898e-01	1.40157e+43	7.59790e+54
8.57286e-01	9.11719e+42	5.57143e+54
8.77673e-01	5.58424e+42	3.94479e+54
8.98061e-01	3.20023e+42	2.65485e+54
9.18449e-01	1.60815e+42	1.64397e+54
9.38837e-01	6.75861e+41	9.07166e+53
9.59224e-01	2.04728e+41	4.00190e+53
9.79612e-01	2.78929e+40	1.03620e+53
1.00000e+00	3.69354e+30	1.10201e+45
