r/R	D3	D5
1.00000e-03	4.12354e+39	5.81341e+50
2.13878e-02	1.91396e+42	2.65716e+53
4.17755e-02	7.28734e+42	1.00586e+54
6.21633e-02	1.53601e+43	2.14667e+54
8.25510e-02	2.59122e+43	3.68815e+54
1.02939e-01	3.87859e+43	5.52264e+54
1.23327e-01	5.30378e+43	7.50490e+54
1.43714e-01	6.74088e+43	9.75083e+54
1.64102e-01	8.28687e+43	1.17981e+55
1.84490e-01	9.59066e+43	1.36908e+55
2.04878e-01	1.06436e+44	1.57739e+55
2.25265e-01	1.14370e+44	1.73228e+55
2.45653e-01	1.21044e+44	1.85395e+55
2.66041e-01	1.27780e+44	1.94347e+55
2.86429e-01	1.27106e+44	1.99387e+55
3.06816e-01	1.26733e+44	2.00867e+55
3.27204e-01	1.22866e+44	1.99871e+55
3.47592e-01	1.17929e+44	1.94949e+55
3.67980e-01	1.10626e+44	1.85062e+55
3.88367e-01	1.01881e+44	1.75039e+55
4.08755e-01	9.28995e+43	1.63747e+55
4.29143e-01	8.39072e+43	1.52271e+55
4.49531e-01	7.42925e+43	1.39060e+55
4.69918e-01	6.53249e+43	1.26961e+55
4.90306e-01	5.73141e+43	1.12883e+55
5.10694e-01	4.93734e+43	1.01405e+55
5.31082e-01	4.23468e+43	8.99472e+54
5.51469e-01	3.51134e+43	7.96340e+54
5.71857e-01	2.95121e+43	6.93504e+54
5.92245e-01	2.44599e+43	5.92163e+54
6.12633e-01	1.97748e+43	5.16951e+54
6.33020e-01	1.60331e+43	4.38733e+54
6.53408e-01	1.27687e+43	3.72764e+54
6.73796e-01	1.01798e+43	3.14210e+54
6.94184e-01	7.93131e+42	2.61031e+54
7.14571e-01	6.12009e+42	2.15764e+54
7.34959e-01	4.61960e+42	1.78730e+54
7.55347e-01	3.42432e+42	1.44686e+54
7.75735e-01	2.48749e+42	1.14378e+54
7.96122e-01	1.77258e+42	8.99468e+53
8.16510e-01	1.24438e+42	6.86774e+53
8.36898e-01	8.11332e+41	5.20842e+53
8.57286e-01	5.17110e+41	3.84837e+53
8.77673e-01	3.06761e+41	2.67866e+53
8.98061e-01	1.72119e+41	1.81773e+53
9.18449e-01	8.54969e+40	1.10071e+53
9.38837e-01	3.30541e+40	5.93314e+52
9.59224e-01	9.72949e+39	2.58208e+52
9.79612e-01	1.19711e+39	6.45609e+51
1.00000e+00	1.35262e+29	4.05265e+43
