r/R	D3	D5
1.00000e-03	1.16821e+39	3.18871e+50
2.13878e-02	5.33379e+41	1.44952e+53
4.17755e-02	2.01002e+42	5.49923e+53
6.21633e-02	4.34986e+42	1.19632e+54
8.25510e-02	7.48602e+42	2.07011e+54
1.02939e-01	1.12201e+43	3.10404e+54
1.23327e-01	1.54342e+43	4.28012e+54
1.43714e-01	2.01410e+43	5.58649e+54
1.64102e-01	2.47741e+43	6.98837e+54
1.84490e-01	2.92965e+43	8.38347e+54
2.04878e-01	3.37144e+43	9.73054e+54
2.25265e-01	3.76271e+43	1.10503e+55
2.45653e-01	4.12881e+43	1.22526e+55
2.66041e-01	4.42326e+43	1.33554e+55
2.86429e-01	4.67631e+43	1.42391e+55
3.06816e-01	4.84490e+43	1.51015e+55
3.27204e-01	4.97058e+43	1.56994e+55
3.47592e-01	4.99717e+43	1.62255e+55
3.67980e-01	4.97614e+43	1.65266e+55
3.88367e-01	4.88123e+43	1.66833e+55
4.08755e-01	4.72438e+43	1.65129e+55
4.29143e-01	4.52974e+43	1.62920e+55
4.49531e-01	4.30129e+43	1.60005e+55
4.69918e-01	4.01588e+43	1.55169e+55
4.90306e-01	3.73021e+43	1.48772e+55
5.10694e-01	3.39980e+43	1.42246e+55
5.31082e-01	3.09736e+43	1.34520e+55
5.51469e-01	2.77980e+43	1.27079e+55
5.71857e-01	2.46380e+43	1.18468e+55
5.92245e-01	2.16328e+43	1.10126e+55
6.12633e-01	1.88122e+43	1.00229e+55
6.33020e-01	1.61641e+43	9.17614e+54
6.53408e-01	1.36722e+43	8.30425e+54
6.73796e-01	1.15015e+43	7.42574e+54
6.94184e-01	9.52024e+42	6.59160e+54
7.14571e-01	7.73447e+42	5.78221e+54
7.34959e-01	6.18926e+42	5.04790e+54
7.55347e-01	4.86727e+42	4.31578e+54
7.75735e-01	3.72568e+42	3.65281e+54
7.96122e-01	2.78381e+42	3.05701e+54
8.16510e-01	2.02710e+42	2.47918e+54
8.36898e-01	1.42196e+42	1.98040e+54
8.57286e-01	9.51324e+41	1.53401e+54
8.77673e-01	6.01851e+41	1.14030e+54
8.98061e-01	3.50185e+41	8.02845e+53
9.18449e-01	1.81626e+41	5.22762e+53
9.38837e-01	7.89818e+40	3.02975e+53
9.59224e-01	2.47213e+40	1.40707e+53
9.79612e-01	3.49570e+39	3.79692e+52
1.00000e+00	2.50076e+30	2.26771e+45
