r/R	D3	D5
1.00000e-03	3.15410e+39	4.45300e+50
2.13878e-02	1.40258e+42	2.01992e+53
4.17755e-02	5.28243e+42	7.57834e+53
6.21633e-02	1.12036e+43	1.61170e+54
8.25510e-02	1.89822e+43	2.74894e+54
1.02939e-01	2.75568e+43	4.05296e+54
1.23327e-01	3.71470e+43	5.38313e+54
1.43714e-01	4.68761e+43	6.74558e+54
1.64102e-01	5.60544e+43	8.05823e+54
1.84490e-01	6.24785e+43	9.37249e+54
2.04878e-01	6.84498e+43	1.02826e+55
2.25265e-01	7.30109e+43	1.10452e+55
2.45653e-01	7.47820e+43	1.14503e+55
2.66041e-01	7.62480e+43	1.18122e+55
2.86429e-01	7.54535e+43	1.18665e+55
3.06816e-01	7.30414e+43	1.17256e+55
3.27204e-01	6.96059e+43	1.13927e+55
3.47592e-01	6.59778e+43	1.08555e+55
3.67980e-01	6.04350e+43	1.03405e+55
3.88367e-01	5.62198e+43	9.65712e+54
4.08755e-01	5.04814e+43	8.99192e+54
4.29143e-01	4.50044e+43	8.11454e+54
4.49531e-01	3.96515e+43	7.48618e+54
4.69918e-01	3.45126e+43	6.69078e+54
4.90306e-01	2.97310e+43	5.97101e+54
5.10694e-01	2.53982e+43	5.27788e+54
5.31082e-01	2.16285e+43	4.62011e+54
5.51469e-01	1.82761e+43	4.03320e+54
5.71857e-01	1.51847e+43	3.49939e+54
5.92245e-01	1.24781e+43	3.06153e+54
6.12633e-01	1.01407e+43	2.60585e+54
6.33020e-01	8.25455e+42	2.22828e+54
6.53408e-01	6.65530e+42	1.87986e+54
6.73796e-01	5.18573e+42	1.58433e+54
6.94184e-01	4.01757e+42	1.31492e+54
7.14571e-01	3.10296e+42	1.07753e+54
7.34959e-01	2.31404e+42	8.82346e+53
7.55347e-01	1.73182e+42	7.19386e+53
7.75735e-01	1.25413e+42	5.72785e+53
7.96122e-01	8.90950e+41	4.50921e+53
8.16510e-01	6.18382e+41	3.45748e+53
8.36898e-01	4.10404e+41	2.59663e+53
8.57286e-01	2.63097e+41	1.89892e+53
8.77673e-01	1.54122e+41	1.35121e+53
8.98061e-01	8.74560e+40	9.03599e+52
9.18449e-01	4.29943e+40	5.56299e+52
9.38837e-01	1.76463e+40	3.04655e+52
9.59224e-01	5.04259e+39	1.30688e+52
9.79612e-01	6.61441e+38	3.31257e+51
1.00000e+00	1.61208e+29	4.68535e+43
