r/R	D3	D5
1.00000e-03	2.43225e+37	1.14038e+49
2.13878e-02	1.09621e+40	5.26000e+51
4.17755e-02	4.15275e+40	1.96752e+52
6.21633e-02	8.96414e+40	4.29945e+52
8.25510e-02	1.53891e+41	7.42358e+52
1.02939e-01	2.32241e+41	1.12347e+53
1.23327e-01	3.15161e+41	1.57000e+53
1.43714e-01	4.14633e+41	2.06833e+53
1.64102e-01	5.03727e+41	2.59256e+53
1.84490e-01	6.12149e+41	3.13313e+53
2.04878e-01	7.02502e+41	3.62725e+53
2.25265e-01	7.84877e+41	4.15310e+53
2.45653e-01	8.58545e+41	4.72364e+53
2.66041e-01	9.32175e+41	5.16621e+53
2.86429e-01	9.76788e+41	5.56001e+53
3.06816e-01	1.00144e+42	5.88693e+53
3.27204e-01	1.02628e+42	6.22922e+53
3.47592e-01	1.03351e+42	6.36724e+53
3.67980e-01	1.01262e+42	6.46642e+53
3.88367e-01	9.87862e+41	6.60910e+53
4.08755e-01	9.69703e+41	6.59320e+53
4.29143e-01	9.20008e+41	6.46701e+53
4.49531e-01	8.72656e+41	6.55764e+53
4.69918e-01	8.21446e+41	6.31662e+53
4.90306e-01	7.55765e+41	6.15474e+53
5.10694e-01	6.80412e+41	5.75734e+53
5.31082e-01	6.18097e+41	5.54963e+53
5.51469e-01	5.55946e+41	5.21343e+53
5.71857e-01	4.89288e+41	4.83858e+53
5.92245e-01	4.22176e+41	4.48865e+53
6.12633e-01	3.72597e+41	4.13770e+53
6.33020e-01	3.17304e+41	3.74808e+53
6.53408e-01	2.64686e+41	3.41498e+53
6.73796e-01	2.20224e+41	3.03787e+53
6.94184e-01	1.80442e+41	2.69686e+53
7.14571e-01	1.43188e+41	2.34732e+53
7.34959e-01	1.13823e+41	2.02715e+53
7.55347e-01	8.78560e+40	1.71227e+53
7.75735e-01	6.66177e+40	1.43396e+53
7.96122e-01	4.95866e+40	1.18187e+53
8.16510e-01	3.52615e+40	9.60231e+52
8.36898e-01	2.43205e+40	7.60562e+52
8.57286e-01	1.60270e+40	5.80658e+52
8.77673e-01	9.91986e+39	4.20709e+52
8.98061e-01	5.67594e+39	2.91029e+52
9.18449e-01	2.93631e+39	1.88298e+52
9.38837e-01	1.23138e+39	1.08296e+52
9.59224e-01	3.79523e+38	4.94217e+51
9.79612e-01	5.29184e+37	1.33168e+51
1.00000e+00	2.42760e+28	3.55857e+43
