r/R	D3	D5
1.00000e-03	3.12227e+40	3.85566e+51
2.13878e-02	1.42312e+43	1.75009e+54
4.17755e-02	5.30578e+43	6.46847e+54
6.21633e-02	1.13419e+44	1.39779e+55
8.25510e-02	1.90579e+44	2.34884e+55
1.02939e-01	2.76430e+44	3.46598e+55
1.23327e-01	3.70673e+44	4.56665e+55
1.43714e-01	4.59759e+44	5.68986e+55
1.64102e-01	5.45645e+44	6.70698e+55
1.84490e-01	6.12047e+44	7.65703e+55
2.04878e-01	6.65923e+44	8.46697e+55
2.25265e-01	7.05086e+44	8.96446e+55
2.45653e-01	7.16042e+44	9.31089e+55
2.66041e-01	7.22382e+44	9.40161e+55
2.86429e-01	7.17731e+44	9.37623e+55
3.06816e-01	6.96964e+44	9.19920e+55
3.27204e-01	6.57938e+44	8.68934e+55
3.47592e-01	6.14009e+44	8.37496e+55
3.67980e-01	5.68506e+44	7.81723e+55
3.88367e-01	5.12276e+44	7.22854e+55
4.08755e-01	4.62306e+44	6.59797e+55
4.29143e-01	4.11228e+44	5.89091e+55
4.49531e-01	3.63968e+44	5.31602e+55
4.69918e-01	3.17451e+44	4.73824e+55
4.90306e-01	2.76498e+44	4.20483e+55
5.10694e-01	2.35375e+44	3.76165e+55
5.31082e-01	1.99795e+44	3.28092e+55
5.51469e-01	1.68882e+44	2.81548e+55
5.71857e-01	1.40322e+44	2.45084e+55
5.92245e-01	1.17878e+44	2.11218e+55
6.12633e-01	9.52139e+43	1.79626e+55
6.33020e-01	7.68870e+43	1.54850e+55
6.53408e-01	6.30167e+43	1.30908e+55
6.73796e-01	4.97805e+43	1.09257e+55
6.94184e-01	3.93423e+43	9.24503e+54
7.14571e-01	3.08889e+43	7.58198e+54
7.34959e-01	2.38383e+43	6.34209e+54
7.55347e-01	1.81091e+43	5.21044e+54
7.75735e-01	1.37215e+43	4.24809e+54
7.96122e-01	1.00955e+43	3.42811e+54
8.16510e-01	7.14269e+42	2.73056e+54
8.36898e-01	5.02044e+42	2.13005e+54
8.57286e-01	3.31030e+42	1.63943e+54
8.77673e-01	2.09879e+42	1.22977e+54
8.98061e-01	1.27243e+42	8.90043e+53
9.18449e-01	6.89381e+41	6.07301e+53
9.38837e-01	3.18955e+41	3.73936e+53
9.59224e-01	1.07588e+41	2.00670e+53
9.79612e-01	1.44484e+40	5.54024e+52
1.00000e+00	3.54784e+30	1.04588e+45
