r/R	D3	D5
1.00000e-03	6.62676e+40	9.31374e+51
2.13878e-02	3.01103e+43	4.29095e+54
4.17755e-02	1.12565e+44	1.57922e+55
6.21633e-02	2.39644e+44	3.43406e+55
8.25510e-02	4.03039e+44	5.68843e+55
1.02939e-01	5.97003e+44	8.37542e+55
1.23327e-01	7.89447e+44	1.12000e+56
1.43714e-01	9.96135e+44	1.40061e+56
1.64102e-01	1.17971e+45	1.67254e+56
1.84490e-01	1.34174e+45	1.89293e+56
2.04878e-01	1.46266e+45	2.09121e+56
2.25265e-01	1.56322e+45	2.21574e+56
2.45653e-01	1.62136e+45	2.31314e+56
2.66041e-01	1.62565e+45	2.36424e+56
2.86429e-01	1.62873e+45	2.36158e+56
3.06816e-01	1.57690e+45	2.30359e+56
3.27204e-01	1.51883e+45	2.23962e+56
3.47592e-01	1.41934e+45	2.11938e+56
3.67980e-01	1.32746e+45	1.99644e+56
3.88367e-01	1.21760e+45	1.85399e+56
4.08755e-01	1.09798e+45	1.70230e+56
4.29143e-01	9.90870e+44	1.55182e+56
4.49531e-01	8.76127e+44	1.40594e+56
4.69918e-01	7.69243e+44	1.25811e+56
4.90306e-01	6.69270e+44	1.10925e+56
5.10694e-01	5.76026e+44	9.83931e+55
5.31082e-01	4.94220e+44	8.67401e+55
5.51469e-01	4.19737e+44	7.56758e+55
5.71857e-01	3.54038e+44	6.57790e+55
5.92245e-01	2.94775e+44	5.69368e+55
6.12633e-01	2.43696e+44	4.89783e+55
6.33020e-01	2.00560e+44	4.18180e+55
6.53408e-01	1.61936e+44	3.54347e+55
6.73796e-01	1.31044e+44	3.02237e+55
6.94184e-01	1.04335e+44	2.55091e+55
7.14571e-01	8.21354e+43	2.12537e+55
7.34959e-01	6.35787e+43	1.74925e+55
7.55347e-01	4.82913e+43	1.44844e+55
7.75735e-01	3.60213e+43	1.17623e+55
7.96122e-01	2.63467e+43	9.44404e+54
8.16510e-01	1.86698e+43	7.38853e+54
8.36898e-01	1.28153e+43	5.76570e+54
8.57286e-01	8.37962e+42	4.33461e+54
8.77673e-01	5.20989e+42	3.15676e+54
8.98061e-01	2.95594e+42	2.18012e+54
9.18449e-01	1.51368e+42	1.39680e+54
9.38837e-01	6.42203e+41	7.89893e+53
9.59224e-01	1.95241e+41	3.59730e+53
9.79612e-01	2.64781e+40	9.50566e+52
1.00000e+00	3.92186e+30	1.11377e+45
