r/R	D3	D5
1.00000e-03	1.31678e+37	5.34852e+49
2.13878e-02	6.04837e+39	2.42163e+52
4.17755e-02	2.29810e+40	9.39859e+52
6.21633e-02	5.01454e+40	1.99222e+53
8.25510e-02	8.74120e+40	3.49296e+53
1.02939e-01	1.33933e+41	5.29760e+53
1.23327e-01	1.88022e+41	7.38342e+53
1.43714e-01	2.48202e+41	9.84704e+53
1.64102e-01	3.11352e+41	1.23040e+54
1.84490e-01	3.79757e+41	1.47503e+54
2.04878e-01	4.51573e+41	1.75654e+54
2.25265e-01	5.11892e+41	1.99944e+54
2.45653e-01	5.76377e+41	2.24870e+54
2.66041e-01	6.45107e+41	2.52081e+54
2.86429e-01	7.01573e+41	2.70203e+54
3.06816e-01	7.52967e+41	2.92738e+54
3.27204e-01	8.10039e+41	3.10767e+54
3.47592e-01	8.34205e+41	3.25589e+54
3.67980e-01	8.88780e+41	3.30835e+54
3.88367e-01	9.03704e+41	3.39500e+54
4.08755e-01	9.29408e+41	3.45906e+54
4.29143e-01	9.75681e+41	3.49770e+54
4.49531e-01	9.58809e+41	3.47500e+54
4.69918e-01	9.63258e+41	3.47459e+54
4.90306e-01	9.48704e+41	3.41558e+54
5.10694e-01	9.57067e+41	3.38702e+54
5.31082e-01	9.33244e+41	3.28223e+54
5.51469e-01	9.11749e+41	3.20004e+54
5.71857e-01	8.75250e+41	3.08411e+54
5.92245e-01	8.43442e+41	2.96398e+54
6.12633e-01	8.16405e+41	2.84026e+54
6.33020e-01	7.73213e+41	2.68835e+54
6.53408e-01	7.35895e+41	2.47933e+54
6.73796e-01	6.81714e+41	2.35666e+54
6.94184e-01	6.43623e+41	2.17024e+54
7.14571e-01	6.20351e+41	1.99583e+54
7.34959e-01	5.57903e+41	1.84050e+54
7.55347e-01	5.00756e+41	1.65522e+54
7.75735e-01	4.51562e+41	1.50732e+54
7.96122e-01	4.03960e+41	1.33548e+54
8.16510e-01	3.58245e+41	1.16856e+54
8.36898e-01	3.08076e+41	1.01846e+54
8.57286e-01	2.59767e+41	8.60964e+53
8.77673e-01	2.06551e+41	6.99753e+53
8.98061e-01	1.55875e+41	5.45031e+53
9.18449e-01	9.94818e+40	3.88315e+53
9.38837e-01	4.96419e+40	2.39879e+53
9.59224e-01	1.75636e+40	1.18004e+53
9.79612e-01	2.81477e+39	3.45655e+52
1.00000e+00	2.29493e+30	2.20857e+45
