r/R	D3	D5
1.00000e-03	5.77295e+37	1.77075e+49
2.13878e-02	2.66713e+40	7.89837e+51
4.17755e-02	1.00686e+41	3.00957e+52
6.21633e-02	2.16967e+41	6.62055e+52
8.25510e-02	3.74874e+41	1.12421e+53
1.02939e-01	5.58489e+41	1.69614e+53
1.23327e-01	7.66600e+41	2.38116e+53
1.43714e-01	9.79865e+41	3.03657e+53
1.64102e-01	1.21501e+42	3.80840e+53
1.84490e-01	1.41043e+42	4.61048e+53
2.04878e-01	1.62042e+42	5.33854e+53
2.25265e-01	1.81471e+42	5.97686e+53
2.45653e-01	1.96112e+42	6.54017e+53
2.66041e-01	2.07605e+42	7.20417e+53
2.86429e-01	2.15638e+42	7.67536e+53
3.06816e-01	2.17119e+42	8.14070e+53
3.27204e-01	2.25451e+42	8.35825e+53
3.47592e-01	2.20879e+42	8.46997e+53
3.67980e-01	2.15230e+42	8.60423e+53
3.88367e-01	2.09042e+42	8.70102e+53
4.08755e-01	1.99265e+42	8.49177e+53
4.29143e-01	1.88084e+42	8.38752e+53
4.49531e-01	1.73267e+42	8.09240e+53
4.69918e-01	1.61788e+42	7.82292e+53
4.90306e-01	1.46854e+42	7.39045e+53
5.10694e-01	1.34132e+42	6.92563e+53
5.31082e-01	1.17705e+42	6.62461e+53
5.51469e-01	1.03544e+42	6.19217e+53
5.71857e-01	9.10666e+41	5.65823e+53
5.92245e-01	7.84327e+41	5.13841e+53
6.12633e-01	6.79301e+41	4.66320e+53
6.33020e-01	5.72600e+41	4.22343e+53
6.53408e-01	4.74323e+41	3.76765e+53
6.73796e-01	3.90181e+41	3.34216e+53
6.94184e-01	3.14160e+41	2.92457e+53
7.14571e-01	2.56367e+41	2.54379e+53
7.34959e-01	2.01683e+41	2.17708e+53
7.55347e-01	1.54514e+41	1.82002e+53
7.75735e-01	1.15524e+41	1.53080e+53
7.96122e-01	8.49793e+40	1.25196e+53
8.16510e-01	6.08808e+40	1.00173e+53
8.36898e-01	4.14957e+40	7.87858e+52
8.57286e-01	2.71205e+40	5.91683e+52
8.77673e-01	1.68850e+40	4.31445e+52
8.98061e-01	9.51038e+39	2.98447e+52
9.18449e-01	4.83982e+39	1.90181e+52
9.38837e-01	2.04931e+39	1.06968e+52
9.59224e-01	6.20729e+38	4.88356e+51
9.79612e-01	8.50267e+37	1.29696e+51
1.00000e+00	5.60610e+28	5.16774e+43
