r/R	D3	D5
1.00000e-03	2.11751e+40	2.53171e+51
2.13878e-02	9.62175e+42	1.14897e+54
4.17755e-02	3.58489e+43	4.28557e+54
6.21633e-02	7.66116e+43	9.13345e+54
8.25510e-02	1.28350e+44	1.54108e+55
1.02939e-01	1.88544e+44	2.25714e+55
1.23327e-01	2.48386e+44	3.00647e+55
1.43714e-01	3.10266e+44	3.74591e+55
1.64102e-01	3.68990e+44	4.45524e+55
1.84490e-01	4.13639e+44	5.08334e+55
2.04878e-01	4.52234e+44	5.52110e+55
2.25265e-01	4.75304e+44	5.90125e+55
2.45653e-01	4.89831e+44	6.08244e+55
2.66041e-01	4.90724e+44	6.19562e+55
2.86429e-01	4.83118e+44	6.18606e+55
3.06816e-01	4.66078e+44	5.99326e+55
3.27204e-01	4.41449e+44	5.74328e+55
3.47592e-01	4.11760e+44	5.48493e+55
3.67980e-01	3.78632e+44	5.06048e+55
3.88367e-01	3.48295e+44	4.74387e+55
4.08755e-01	3.11491e+44	4.33077e+55
4.29143e-01	2.74790e+44	3.86192e+55
4.49531e-01	2.41898e+44	3.50616e+55
4.69918e-01	2.09083e+44	3.11869e+55
4.90306e-01	1.81579e+44	2.78056e+55
5.10694e-01	1.54688e+44	2.43854e+55
5.31082e-01	1.30191e+44	2.12097e+55
5.51469e-01	1.10740e+44	1.84357e+55
5.71857e-01	9.51821e+43	1.60548e+55
5.92245e-01	7.67087e+43	1.38799e+55
6.12633e-01	6.30817e+43	1.18545e+55
6.33020e-01	5.14118e+43	1.01643e+55
6.53408e-01	4.08366e+43	8.58020e+54
6.73796e-01	3.31547e+43	7.20396e+54
6.94184e-01	2.59166e+43	5.99997e+54
7.14571e-01	2.03241e+43	5.02022e+54
7.34959e-01	1.57180e+43	4.24280e+54
7.55347e-01	1.20367e+43	3.43758e+54
7.75735e-01	9.13343e+42	2.86239e+54
7.96122e-01	6.86430e+42	2.37401e+54
8.16510e-01	4.92237e+42	1.86740e+54
8.36898e-01	3.47321e+42	1.55479e+54
8.57286e-01	2.37924e+42	1.21238e+54
8.77673e-01	1.60112e+42	9.94516e+53
8.98061e-01	9.86797e+41	7.42549e+53
9.18449e-01	5.94258e+41	5.92778e+53
9.38837e-01	2.62461e+41	3.63390e+53
9.59224e-01	9.12932e+40	1.97010e+53
9.79612e-01	1.15079e+40	5.01797e+52
1.00000e+00	3.46349e+30	9.88237e+44
