r/R	D3	D5
1.00000e-03	5.61757e+40	1.15347e+52
2.13878e-02	2.55991e+43	5.26708e+54
4.17755e-02	9.59451e+43	1.95990e+55
6.21633e-02	2.05982e+44	4.22443e+55
8.25510e-02	3.50969e+44	7.14347e+55
1.02939e-01	5.17352e+44	1.04739e+56
1.23327e-01	7.01652e+44	1.40238e+56
1.43714e-01	8.74279e+44	1.76244e+56
1.64102e-01	1.06118e+45	2.10854e+56
1.84490e-01	1.22176e+45	2.42182e+56
2.04878e-01	1.36533e+45	2.67820e+56
2.25265e-01	1.46875e+45	2.87303e+56
2.45653e-01	1.55109e+45	3.01876e+56
2.66041e-01	1.60335e+45	3.10250e+56
2.86429e-01	1.61680e+45	3.12739e+56
3.06816e-01	1.61169e+45	3.08058e+56
3.27204e-01	1.56589e+45	3.00851e+56
3.47592e-01	1.50954e+45	2.89269e+56
3.67980e-01	1.43691e+45	2.73814e+56
3.88367e-01	1.34499e+45	2.57271e+56
4.08755e-01	1.24429e+45	2.38161e+56
4.29143e-01	1.12526e+45	2.19024e+56
4.49531e-01	1.01847e+45	1.99210e+56
4.69918e-01	9.05226e+44	1.78763e+56
4.90306e-01	8.01814e+44	1.60003e+56
5.10694e-01	6.99382e+44	1.41335e+56
5.31082e-01	6.02937e+44	1.25301e+56
5.51469e-01	5.14699e+44	1.09777e+56
5.71857e-01	4.36321e+44	9.54843e+55
5.92245e-01	3.66188e+44	8.29032e+55
6.12633e-01	3.02022e+44	7.13555e+55
6.33020e-01	2.47859e+44	6.06178e+55
6.53408e-01	2.01707e+44	5.14416e+55
6.73796e-01	1.62340e+44	4.32623e+55
6.94184e-01	1.28327e+44	3.61707e+55
7.14571e-01	1.00579e+44	2.99838e+55
7.34959e-01	7.70616e+43	2.44783e+55
7.55347e-01	5.83316e+43	1.98573e+55
7.75735e-01	4.31094e+43	1.60035e+55
7.96122e-01	3.12097e+43	1.25904e+55
8.16510e-01	2.18342e+43	9.75698e+54
8.36898e-01	1.48536e+43	7.44369e+54
8.57286e-01	9.56923e+42	5.46102e+54
8.77673e-01	5.85472e+42	3.87904e+54
8.98061e-01	3.30007e+42	2.61507e+54
9.18449e-01	1.65360e+42	1.62169e+54
9.38837e-01	6.93128e+41	9.00384e+53
9.59224e-01	2.09210e+41	3.98280e+53
9.79612e-01	2.83455e+40	1.03386e+53
1.00000e+00	3.84853e+30	1.11450e+45
