r/R	D3	D5
1.00000e-03	7.69888e+38	1.31992e+50
2.13878e-02	3.49527e+41	5.92428e+52
4.17755e-02	1.30537e+42	2.24399e+53
6.21633e-02	2.82008e+42	4.82324e+53
8.25510e-02	4.73771e+42	8.25655e+53
1.02939e-01	7.06031e+42	1.21916e+54
1.23327e-01	9.45369e+42	1.67501e+54
1.43714e-01	1.20461e+43	2.13081e+54
1.64102e-01	1.44415e+43	2.59323e+54
1.84490e-01	1.68596e+43	3.02429e+54
2.04878e-01	1.86239e+43	3.44636e+54
2.25265e-01	2.00806e+43	3.74990e+54
2.45653e-01	2.14269e+43	4.05035e+54
2.66041e-01	2.22712e+43	4.20709e+54
2.86429e-01	2.24960e+43	4.36516e+54
3.06816e-01	2.21981e+43	4.44899e+54
3.27204e-01	2.19098e+43	4.35573e+54
3.47592e-01	2.06876e+43	4.35867e+54
3.67980e-01	1.98647e+43	4.25432e+54
3.88367e-01	1.84552e+43	4.07421e+54
4.08755e-01	1.71971e+43	3.88831e+54
4.29143e-01	1.56949e+43	3.67945e+54
4.49531e-01	1.42701e+43	3.41182e+54
4.69918e-01	1.26653e+43	3.18390e+54
4.90306e-01	1.12164e+43	2.91833e+54
5.10694e-01	9.95015e+42	2.70310e+54
5.31082e-01	8.48039e+42	2.42163e+54
5.51469e-01	7.25722e+42	2.19042e+54
5.71857e-01	6.26590e+42	1.94615e+54
5.92245e-01	5.17342e+42	1.69881e+54
6.12633e-01	4.31835e+42	1.51092e+54
6.33020e-01	3.48579e+42	1.30561e+54
6.53408e-01	2.87189e+42	1.15251e+54
6.73796e-01	2.29421e+42	9.85220e+53
6.94184e-01	1.84680e+42	8.38338e+53
7.14571e-01	1.42173e+42	7.08361e+53
7.34959e-01	1.08054e+42	5.89242e+53
7.55347e-01	8.32379e+41	4.86490e+53
7.75735e-01	6.13152e+41	3.96914e+53
7.96122e-01	4.45375e+41	3.13405e+53
8.16510e-01	3.03350e+41	2.47941e+53
8.36898e-01	2.08636e+41	1.92048e+53
8.57286e-01	1.34190e+41	1.42809e+53
8.77673e-01	8.08458e+40	1.00949e+53
8.98061e-01	4.57680e+40	6.83783e+52
9.18449e-01	2.27783e+40	4.29591e+52
9.38837e-01	9.43541e+39	2.36586e+52
9.59224e-01	2.72959e+39	1.04414e+52
9.79612e-01	3.65821e+38	2.67309e+51
1.00000e+00	6.51320e+28	2.72671e+43
