r/R	D3	D5
1.00000e-03	1.10886e+40	1.31584e+51
2.13878e-02	5.09261e+42	5.96575e+53
4.17755e-02	1.87656e+43	2.22373e+54
6.21633e-02	4.02327e+43	4.74460e+54
8.25510e-02	6.71646e+43	7.99696e+54
1.02939e-01	9.85226e+43	1.17895e+55
1.23327e-01	1.31264e+44	1.55948e+55
1.43714e-01	1.62331e+44	1.95511e+55
1.64102e-01	1.92725e+44	2.34607e+55
1.84490e-01	2.14422e+44	2.61597e+55
2.04878e-01	2.35713e+44	2.85516e+55
2.25265e-01	2.46660e+44	3.08681e+55
2.45653e-01	2.54770e+44	3.18327e+55
2.66041e-01	2.56136e+44	3.20569e+55
2.86429e-01	2.51426e+44	3.19332e+55
3.06816e-01	2.42645e+44	3.09905e+55
3.27204e-01	2.28646e+44	3.01138e+55
3.47592e-01	2.15019e+44	2.79818e+55
3.67980e-01	1.99527e+44	2.62880e+55
3.88367e-01	1.78891e+44	2.43471e+55
4.08755e-01	1.61678e+44	2.20779e+55
4.29143e-01	1.46192e+44	2.03594e+55
4.49531e-01	1.27934e+44	1.82168e+55
4.69918e-01	1.09360e+44	1.65269e+55
4.90306e-01	9.69296e+43	1.45202e+55
5.10694e-01	8.25507e+43	1.28597e+55
5.31082e-01	7.08843e+43	1.14898e+55
5.51469e-01	5.97057e+43	1.01733e+55
5.71857e-01	5.13257e+43	9.04961e+54
5.92245e-01	4.25215e+43	7.95336e+54
6.12633e-01	3.61277e+43	7.04772e+54
6.33020e-01	3.01263e+43	6.26226e+54
6.53408e-01	2.47295e+43	5.57552e+54
6.73796e-01	2.05945e+43	5.01386e+54
6.94184e-01	1.69298e+43	4.39792e+54
7.14571e-01	1.41048e+43	3.98110e+54
7.34959e-01	1.12858e+43	3.61806e+54
7.55347e-01	9.22623e+42	3.35805e+54
7.75735e-01	7.45996e+42	3.01391e+54
7.96122e-01	5.91486e+42	2.71062e+54
8.16510e-01	4.59669e+42	2.38168e+54
8.36898e-01	3.30010e+42	2.03690e+54
8.57286e-01	2.28692e+42	1.62201e+54
8.77673e-01	1.45708e+42	1.23789e+54
8.98061e-01	8.27659e+41	8.62992e+53
9.18449e-01	4.17250e+41	5.44755e+53
9.38837e-01	1.71646e+41	3.01723e+53
9.59224e-01	5.03788e+40	1.30769e+53
9.79612e-01	6.45484e+39	3.30420e+52
1.00000e+00	2.70364e+30	7.73990e+44
