r/R	D3	D5
1.00000e-03	2.31201e+38	1.30937e+51
2.13878e-02	1.06624e+41	5.95441e+53
4.17755e-02	4.00598e+41	2.23925e+54
6.21633e-02	8.53731e+41	4.83015e+54
8.25510e-02	1.45486e+42	8.29590e+54
1.02939e-01	2.25159e+42	1.21578e+55
1.23327e-01	3.12822e+42	1.65064e+55
1.43714e-01	3.98110e+42	2.10239e+55
1.64102e-01	4.93446e+42	2.54306e+55
1.84490e-01	5.86251e+42	2.95315e+55
2.04878e-01	6.57986e+42	3.37656e+55
2.25265e-01	7.73620e+42	3.69311e+55
2.45653e-01	8.34283e+42	3.98985e+55
2.66041e-01	8.97372e+42	4.20258e+55
2.86429e-01	9.49359e+42	4.32164e+55
3.06816e-01	1.00462e+43	4.48689e+55
3.27204e-01	1.05300e+43	4.44718e+55
3.47592e-01	1.08993e+43	4.38458e+55
3.67980e-01	1.12372e+43	4.35895e+55
3.88367e-01	1.12279e+43	4.15476e+55
4.08755e-01	1.11130e+43	4.08480e+55
4.29143e-01	1.12396e+43	3.93044e+55
4.49531e-01	1.11546e+43	3.69930e+55
4.69918e-01	1.10968e+43	3.48610e+55
4.90306e-01	1.06413e+43	3.27180e+55
5.10694e-01	1.02815e+43	3.04068e+55
5.31082e-01	9.94785e+42	2.78344e+55
5.51469e-01	9.52185e+42	2.56866e+55
5.71857e-01	9.15200e+42	2.32715e+55
5.92245e-01	8.61784e+42	2.12834e+55
6.12633e-01	8.26695e+42	1.91783e+55
6.33020e-01	7.72622e+42	1.71564e+55
6.53408e-01	7.29375e+42	1.54544e+55
6.73796e-01	6.80425e+42	1.38548e+55
6.94184e-01	6.44292e+42	1.20434e+55
7.14571e-01	5.74157e+42	1.04611e+55
7.34959e-01	5.26755e+42	9.07992e+54
7.55347e-01	4.72363e+42	7.83144e+54
7.75735e-01	4.22632e+42	6.74099e+54
7.96122e-01	3.75686e+42	5.69498e+54
8.16510e-01	3.26969e+42	4.71867e+54
8.36898e-01	2.81960e+42	3.89615e+54
8.57286e-01	2.36040e+42	3.12789e+54
8.77673e-01	1.87740e+42	2.42898e+54
8.98061e-01	1.42453e+42	1.78113e+54
9.18449e-01	8.90699e+41	1.21835e+54
9.38837e-01	4.30459e+41	7.12891e+53
9.59224e-01	1.46532e+41	3.32695e+53
9.79612e-01	2.21553e+40	9.13508e+52
1.00000e+00	5.70333e+30	1.66129e+45
