r/R	D3	D5
1.00000e-03	1.19329e+37	5.74845e+48
2.13878e-02	5.44463e+39	2.57865e+51
4.17755e-02	2.06352e+40	9.88230e+51
6.21633e-02	4.50205e+40	2.15340e+52
8.25510e-02	7.65662e+40	3.73006e+52
1.02939e-01	1.15647e+41	5.63581e+52
1.23327e-01	1.59702e+41	7.85005e+52
1.43714e-01	2.05573e+41	1.03464e+53
1.64102e-01	2.56126e+41	1.27336e+53
1.84490e-01	3.01284e+41	1.55237e+53
2.04878e-01	3.52198e+41	1.82613e+53
2.25265e-01	3.96140e+41	2.08124e+53
2.45653e-01	4.31640e+41	2.33637e+53
2.66041e-01	4.63048e+41	2.55462e+53
2.86429e-01	4.88069e+41	2.74782e+53
3.06816e-01	5.08009e+41	2.92859e+53
3.27204e-01	5.19815e+41	3.11713e+53
3.47592e-01	5.19123e+41	3.18456e+53
3.67980e-01	5.09893e+41	3.30598e+53
3.88367e-01	5.03529e+41	3.28659e+53
4.08755e-01	4.84073e+41	3.29732e+53
4.29143e-01	4.59050e+41	3.26885e+53
4.49531e-01	4.38628e+41	3.21499e+53
4.69918e-01	4.08819e+41	3.14674e+53
4.90306e-01	3.78270e+41	3.04353e+53
5.10694e-01	3.42028e+41	2.92892e+53
5.31082e-01	3.10514e+41	2.77076e+53
5.51469e-01	2.77019e+41	2.61156e+53
5.71857e-01	2.48081e+41	2.43855e+53
5.92245e-01	2.16581e+41	2.28005e+53
6.12633e-01	1.85027e+41	2.06006e+53
6.33020e-01	1.57497e+41	1.87785e+53
6.53408e-01	1.34545e+41	1.70193e+53
6.73796e-01	1.11688e+41	1.53701e+53
6.94184e-01	9.03131e+40	1.34543e+53
7.14571e-01	7.27044e+40	1.18431e+53
7.34959e-01	5.76610e+40	1.02959e+53
7.55347e-01	4.51033e+40	8.67004e+52
7.75735e-01	3.42171e+40	7.25076e+52
7.96122e-01	2.52764e+40	5.99355e+52
8.16510e-01	1.82138e+40	4.89984e+52
8.36898e-01	1.25308e+40	3.81822e+52
8.57286e-01	8.24297e+39	2.93239e+52
8.77673e-01	5.19173e+39	2.15455e+52
8.98061e-01	2.97467e+39	1.49918e+52
9.18449e-01	1.51524e+39	9.59836e+51
9.38837e-01	6.45908e+38	5.49427e+51
9.59224e-01	1.98258e+38	2.51571e+51
9.79612e-01	2.80044e+37	6.85581e+50
1.00000e+00	3.82918e+28	5.59328e+43
