r/R	D3	D5
1.00000e-03	2.09408e+42	2.40188e+53
2.13878e-02	9.47190e+44	1.09084e+56
4.17755e-02	3.47590e+45	4.00053e+56
6.21633e-02	7.25685e+45	8.35514e+56
8.25510e-02	1.17826e+46	1.36154e+57
1.02939e-01	1.64911e+46	1.88431e+57
1.23327e-01	2.09048e+46	2.41783e+57
1.43714e-01	2.47170e+46	2.83018e+57
1.64102e-01	2.74436e+46	3.14109e+57
1.84490e-01	2.89805e+46	3.29208e+57
2.04878e-01	2.92993e+46	3.36401e+57
2.25265e-01	2.88665e+46	3.28052e+57
2.45653e-01	2.75360e+46	3.12629e+57
2.66041e-01	2.55145e+46	2.88767e+57
2.86429e-01	2.31838e+46	2.65195e+57
3.06816e-01	2.05748e+46	2.32874e+57
3.27204e-01	1.79272e+46	2.03239e+57
3.47592e-01	1.54351e+46	1.76030e+57
3.67980e-01	1.31166e+46	1.48877e+57
3.88367e-01	1.09755e+46	1.25583e+57
4.08755e-01	9.07424e+45	1.04043e+57
4.29143e-01	7.45092e+45	8.57878e+56
4.49531e-01	6.05407e+45	6.97021e+56
4.69918e-01	4.89841e+45	5.70208e+56
4.90306e-01	3.90586e+45	4.58674e+56
5.10694e-01	3.11128e+45	3.65778e+56
5.31082e-01	2.45048e+45	2.88557e+56
5.51469e-01	1.91178e+45	2.27821e+56
5.71857e-01	1.48668e+45	1.78498e+56
5.92245e-01	1.14972e+45	1.40576e+56
6.12633e-01	8.77315e+44	1.09851e+56
6.33020e-01	6.69814e+44	8.44850e+55
6.53408e-01	5.04902e+44	6.51550e+55
6.73796e-01	3.76852e+44	5.02010e+55
6.94184e-01	2.78898e+44	3.80597e+55
7.14571e-01	2.03699e+44	2.88850e+55
7.34959e-01	1.49317e+44	2.17319e+55
7.55347e-01	1.05036e+44	1.62249e+55
7.75735e-01	7.43832e+43	1.19465e+55
7.96122e-01	5.10592e+43	8.65336e+54
8.16510e-01	3.43197e+43	6.25208e+54
8.36898e-01	2.22243e+43	4.35734e+54
8.57286e-01	1.40767e+43	3.02442e+54
8.77673e-01	8.35967e+42	2.03765e+54
8.98061e-01	4.64690e+42	1.32700e+54
9.18449e-01	2.31070e+42	7.95813e+53
9.38837e-01	9.82283e+41	4.43020e+53
9.59224e-01	3.14411e+41	2.05270e+53
9.79612e-01	4.64321e+40	6.02072e+52
1.00000e+00	1.32329e+31	1.34948e+45
