r/R	D3	D5
1.00000e-03	2.02974e+38	5.04320e+49
2.13878e-02	9.36506e+40	2.27660e+52
4.17755e-02	3.55265e+41	8.57400e+52
6.21633e-02	7.52389e+41	1.91366e+53
8.25510e-02	1.30741e+42	3.26124e+53
1.02939e-01	2.01047e+42	5.09683e+53
1.23327e-01	2.82455e+42	7.17080e+53
1.43714e-01	3.62236e+42	9.35052e+53
1.64102e-01	4.46088e+42	1.18326e+54
1.84490e-01	5.44521e+42	1.44843e+54
2.04878e-01	6.30390e+42	1.74495e+54
2.25265e-01	7.05070e+42	2.07665e+54
2.45653e-01	7.92660e+42	2.32153e+54
2.66041e-01	8.52865e+42	2.60855e+54
2.86429e-01	9.42842e+42	2.89204e+54
3.06816e-01	9.88724e+42	3.14434e+54
3.27204e-01	1.04051e+43	3.49060e+54
3.47592e-01	1.08591e+43	3.77244e+54
3.67980e-01	1.10415e+43	3.89644e+54
3.88367e-01	1.11864e+43	4.17438e+54
4.08755e-01	1.10827e+43	4.44569e+54
4.29143e-01	1.11230e+43	4.66146e+54
4.49531e-01	1.10221e+43	4.74146e+54
4.69918e-01	1.08621e+43	4.87364e+54
4.90306e-01	1.02561e+43	4.95466e+54
5.10694e-01	9.74574e+42	4.97145e+54
5.31082e-01	9.14783e+42	4.87055e+54
5.51469e-01	8.35629e+42	4.76160e+54
5.71857e-01	7.64776e+42	4.55359e+54
5.92245e-01	6.76276e+42	4.29373e+54
6.12633e-01	6.04011e+42	4.02503e+54
6.33020e-01	5.20111e+42	3.81094e+54
6.53408e-01	4.41869e+42	3.44340e+54
6.73796e-01	3.62803e+42	3.12613e+54
6.94184e-01	3.00337e+42	2.77682e+54
7.14571e-01	2.44085e+42	2.44114e+54
7.34959e-01	1.95277e+42	2.10031e+54
7.55347e-01	1.50865e+42	1.78208e+54
7.75735e-01	1.13834e+42	1.49548e+54
7.96122e-01	8.36310e+41	1.23834e+54
8.16510e-01	5.98772e+41	1.00135e+54
8.36898e-01	4.12236e+41	7.79921e+53
8.57286e-01	2.70176e+41	5.88538e+53
8.77673e-01	1.67127e+41	4.32603e+53
8.98061e-01	9.59547e+40	2.99249e+53
9.18449e-01	4.82482e+40	1.91605e+53
9.38837e-01	2.02729e+40	1.06993e+53
9.59224e-01	6.13571e+39	4.83542e+52
9.79612e-01	8.42809e+38	1.29134e+52
1.00000e+00	1.43267e+30	1.34107e+45
