r/R	D3	D5
1.00000e-03	1.14813e+38	3.47186e+49
2.13878e-02	5.22621e+40	1.57971e+52
4.17755e-02	1.95023e+41	6.00416e+52
6.21633e-02	4.30806e+41	1.29053e+53
8.25510e-02	7.39352e+41	2.24866e+53
1.02939e-01	1.09092e+42	3.38447e+53
1.23327e-01	1.48875e+42	4.66245e+53
1.43714e-01	1.94643e+42	6.17174e+53
1.64102e-01	2.37279e+42	7.53017e+53
1.84490e-01	2.79654e+42	9.00337e+53
2.04878e-01	3.20028e+42	1.05880e+54
2.25265e-01	3.56163e+42	1.19570e+54
2.45653e-01	3.83620e+42	1.32808e+54
2.66041e-01	4.09167e+42	1.42651e+54
2.86429e-01	4.28459e+42	1.54279e+54
3.06816e-01	4.36981e+42	1.60351e+54
3.27204e-01	4.40813e+42	1.66943e+54
3.47592e-01	4.39707e+42	1.70039e+54
3.67980e-01	4.29122e+42	1.72797e+54
3.88367e-01	4.17426e+42	1.72729e+54
4.08755e-01	3.95171e+42	1.69295e+54
4.29143e-01	3.72712e+42	1.66722e+54
4.49531e-01	3.48408e+42	1.61017e+54
4.69918e-01	3.22829e+42	1.56424e+54
4.90306e-01	2.94026e+42	1.46856e+54
5.10694e-01	2.65100e+42	1.40169e+54
5.31082e-01	2.37092e+42	1.32675e+54
5.51469e-01	2.07863e+42	1.23546e+54
5.71857e-01	1.83267e+42	1.13091e+54
5.92245e-01	1.56056e+42	1.03999e+54
6.12633e-01	1.33559e+42	9.38592e+53
6.33020e-01	1.14899e+42	8.50303e+53
6.53408e-01	9.54163e+41	7.53733e+53
6.73796e-01	7.69891e+41	6.63606e+53
6.94184e-01	6.27500e+41	5.85993e+53
7.14571e-01	5.00469e+41	5.07953e+53
7.34959e-01	3.96892e+41	4.37166e+53
7.55347e-01	3.08371e+41	3.65507e+53
7.75735e-01	2.29232e+41	3.03311e+53
7.96122e-01	1.67674e+41	2.48896e+53
8.16510e-01	1.19149e+41	2.01042e+53
8.36898e-01	8.02854e+40	1.55304e+53
8.57286e-01	5.23775e+40	1.17467e+53
8.77673e-01	3.19553e+40	8.44419e+52
8.98061e-01	1.84619e+40	5.84732e+52
9.18449e-01	9.18065e+39	3.74608e+52
9.38837e-01	3.87960e+39	2.09363e+52
9.59224e-01	1.17347e+39	9.48410e+51
9.79612e-01	1.57614e+38	2.51728e+51
1.00000e+00	1.52177e+29	1.39117e+44
