r/R	D3	D5
1.00000e-03	2.37396e+38	9.29773e+49
2.13878e-02	1.08081e+41	4.23722e+52
4.17755e-02	4.07368e+41	1.59916e+53
6.21633e-02	8.87967e+41	3.48659e+53
8.25510e-02	1.52821e+42	6.06267e+53
1.02939e-01	2.33819e+42	9.21659e+53
1.23327e-01	3.22755e+42	1.29249e+54
1.43714e-01	4.20467e+42	1.69265e+54
1.64102e-01	5.18767e+42	2.11420e+54
1.84490e-01	6.26969e+42	2.56355e+54
2.04878e-01	7.28020e+42	3.02707e+54
2.25265e-01	8.20806e+42	3.47355e+54
2.45653e-01	9.02204e+42	3.89178e+54
2.66041e-01	9.75199e+42	4.29451e+54
2.86429e-01	1.04348e+43	4.67527e+54
3.06816e-01	1.09675e+43	5.01633e+54
3.27204e-01	1.13174e+43	5.29585e+54
3.47592e-01	1.14856e+43	5.51103e+54
3.67980e-01	1.15339e+43	5.71397e+54
3.88367e-01	1.14239e+43	5.82740e+54
4.08755e-01	1.12550e+43	5.87662e+54
4.29143e-01	1.09140e+43	5.90630e+54
4.49531e-01	1.04439e+43	5.85918e+54
4.69918e-01	9.88217e+42	5.79738e+54
4.90306e-01	9.24046e+42	5.66917e+54
5.10694e-01	8.60679e+42	5.49857e+54
5.31082e-01	7.86920e+42	5.26822e+54
5.51469e-01	7.15794e+42	5.05140e+54
5.71857e-01	6.45038e+42	4.78138e+54
5.92245e-01	5.72428e+42	4.47720e+54
6.12633e-01	5.02033e+42	4.18202e+54
6.33020e-01	4.38808e+42	3.87006e+54
6.53408e-01	3.74967e+42	3.53850e+54
6.73796e-01	3.18564e+42	3.20334e+54
6.94184e-01	2.65239e+42	2.89107e+54
7.14571e-01	2.17583e+42	2.57425e+54
7.34959e-01	1.76118e+42	2.26783e+54
7.55347e-01	1.39805e+42	1.98010e+54
7.75735e-01	1.08395e+42	1.68971e+54
7.96122e-01	8.19121e+41	1.42500e+54
8.16510e-01	6.03897e+41	1.17166e+54
8.36898e-01	4.25599e+41	9.43759e+53
8.57286e-01	2.86676e+41	7.38177e+53
8.77673e-01	1.82551e+41	5.54753e+53
8.98061e-01	1.07290e+41	3.94110e+53
9.18449e-01	5.60343e+40	2.58677e+53
9.38837e-01	2.45018e+40	1.50542e+53
9.59224e-01	7.62581e+39	6.96854e+52
9.79612e-01	1.06075e+39	1.78442e+52
1.00000e+00	7.16181e+29	1.08603e+45
