r/R	D3	D5
1.00000e-03	2.31610e+39	3.12943e+50
2.13878e-02	1.04330e+42	1.44150e+53
4.17755e-02	3.89925e+42	5.28311e+53
6.21633e-02	8.56612e+42	1.14185e+54
8.25510e-02	1.45069e+43	1.92703e+54
1.02939e-01	2.12584e+43	2.87300e+54
1.23327e-01	2.90626e+43	3.85300e+54
1.43714e-01	3.56620e+43	4.97601e+54
1.64102e-01	4.34075e+43	5.92301e+54
1.84490e-01	4.98600e+43	7.07001e+54
2.04878e-01	5.53260e+43	8.02841e+54
2.25265e-01	6.23214e+43	8.62038e+54
2.45653e-01	6.28609e+43	9.15916e+54
2.66041e-01	6.83345e+43	9.60862e+54
2.86429e-01	6.64677e+43	1.00855e+55
3.06816e-01	6.96753e+43	1.01489e+55
3.27204e-01	6.48259e+43	1.02043e+55
3.47592e-01	6.22539e+43	1.00107e+55
3.67980e-01	5.99151e+43	9.63201e+54
3.88367e-01	5.63135e+43	9.55018e+54
4.08755e-01	5.36758e+43	9.42367e+54
4.29143e-01	4.87353e+43	8.92952e+54
4.49531e-01	4.50755e+43	8.60297e+54
4.69918e-01	4.08288e+43	7.95746e+54
4.90306e-01	3.68985e+43	7.50696e+54
5.10694e-01	3.38022e+43	7.27379e+54
5.31082e-01	2.98342e+43	6.64745e+54
5.51469e-01	2.70380e+43	6.35760e+54
5.71857e-01	2.40049e+43	6.04186e+54
5.92245e-01	2.11145e+43	5.69934e+54
6.12633e-01	1.85342e+43	5.46078e+54
6.33020e-01	1.66128e+43	5.19674e+54
6.53408e-01	1.44979e+43	4.99754e+54
6.73796e-01	1.26565e+43	4.73015e+54
6.94184e-01	1.08657e+43	4.49235e+54
7.14571e-01	9.24883e+42	4.24370e+54
7.34959e-01	7.78087e+42	3.98909e+54
7.55347e-01	6.41641e+42	3.59574e+54
7.75735e-01	5.07363e+42	3.16692e+54
7.96122e-01	3.86583e+42	2.67714e+54
8.16510e-01	2.82313e+42	2.22206e+54
8.36898e-01	1.95275e+42	1.77261e+54
8.57286e-01	1.28661e+42	1.35736e+54
8.77673e-01	7.94546e+41	9.78484e+53
8.98061e-01	4.49405e+41	6.73036e+53
9.18449e-01	2.23018e+41	4.24687e+53
9.38837e-01	9.16484e+40	2.34700e+53
9.59224e-01	2.77654e+40	1.04133e+53
9.79612e-01	3.62171e+39	2.67984e+52
1.00000e+00	1.50846e+30	6.36174e+44
