r/R	D3	D5
1.00000e-03	1.33325e+37	5.35992e+49
2.13878e-02	6.06087e+39	2.46612e+52
4.17755e-02	2.31490e+40	9.28294e+52
6.21633e-02	5.03977e+40	2.03416e+53
8.25510e-02	8.73365e+40	3.52616e+53
1.02939e-01	1.34115e+41	5.29001e+53
1.23327e-01	1.85952e+41	7.43681e+53
1.43714e-01	2.46539e+41	9.67196e+53
1.64102e-01	3.11050e+41	1.21408e+54
1.84490e-01	3.69359e+41	1.47702e+54
2.04878e-01	4.54091e+41	1.74478e+54
2.25265e-01	5.14054e+41	2.00220e+54
2.45653e-01	5.81026e+41	2.23560e+54
2.66041e-01	6.49724e+41	2.47726e+54
2.86429e-01	7.03220e+41	2.71266e+54
3.06816e-01	7.62986e+41	2.88669e+54
3.27204e-01	8.07401e+41	3.07213e+54
3.47592e-01	8.56510e+41	3.19416e+54
3.67980e-01	8.79995e+41	3.31951e+54
3.88367e-01	9.11284e+41	3.41967e+54
4.08755e-01	9.46824e+41	3.46920e+54
4.29143e-01	9.50371e+41	3.49679e+54
4.49531e-01	9.68513e+41	3.50556e+54
4.69918e-01	9.59815e+41	3.47034e+54
4.90306e-01	9.54526e+41	3.44082e+54
5.10694e-01	9.55863e+41	3.39386e+54
5.31082e-01	9.35089e+41	3.29714e+54
5.51469e-01	9.13662e+41	3.19730e+54
5.71857e-01	8.78479e+41	3.07321e+54
5.92245e-01	8.45603e+41	2.94357e+54
6.12633e-01	8.16841e+41	2.80657e+54
6.33020e-01	7.71078e+41	2.67982e+54
6.53408e-01	7.35216e+41	2.48801e+54
6.73796e-01	6.90299e+41	2.35211e+54
6.94184e-01	6.41343e+41	2.17686e+54
7.14571e-01	6.00072e+41	2.01407e+54
7.34959e-01	5.50746e+41	1.84434e+54
7.55347e-01	5.02596e+41	1.66435e+54
7.75735e-01	4.54441e+41	1.50623e+54
7.96122e-01	4.09114e+41	1.34571e+54
8.16510e-01	3.59541e+41	1.18178e+54
8.36898e-01	3.09832e+41	1.01858e+54
8.57286e-01	2.58409e+41	8.57443e+53
8.77673e-01	2.07885e+41	7.04058e+53
8.98061e-01	1.56671e+41	5.49109e+53
9.18449e-01	1.00006e+41	3.87385e+53
9.38837e-01	4.95607e+40	2.39969e+53
9.59224e-01	1.76097e+40	1.18472e+53
9.79612e-01	2.83134e+39	3.46410e+52
1.00000e+00	2.25921e+30	2.22479e+45
