r/R	D3	D5
1.00000e-03	8.97907e+40	9.36296e+51
2.13878e-02	4.08821e+43	4.21811e+54
4.17755e-02	1.48336e+44	1.54344e+55
6.21633e-02	3.10453e+44	3.23749e+55
8.25510e-02	5.05950e+44	5.26903e+55
1.02939e-01	7.13030e+44	7.43256e+55
1.23327e-01	9.04937e+44	9.48197e+55
1.43714e-01	1.07356e+45	1.11186e+56
1.64102e-01	1.19267e+45	1.25180e+56
1.84490e-01	1.27445e+45	1.32414e+56
2.04878e-01	1.29121e+45	1.36358e+56
2.25265e-01	1.27130e+45	1.35853e+56
2.45653e-01	1.24161e+45	1.32985e+56
2.66041e-01	1.18575e+45	1.26555e+56
2.86429e-01	1.10412e+45	1.17998e+56
3.06816e-01	1.01703e+45	1.09723e+56
3.27204e-01	9.14526e+44	1.03036e+56
3.47592e-01	8.24937e+44	9.47343e+55
3.67980e-01	7.34787e+44	8.53301e+55
3.88367e-01	6.49340e+44	7.73037e+55
4.08755e-01	5.61082e+44	6.86720e+55
4.29143e-01	4.79310e+44	5.89765e+55
4.49531e-01	4.09901e+44	5.16764e+55
4.69918e-01	3.42561e+44	4.34845e+55
4.90306e-01	2.82890e+44	3.65767e+55
5.10694e-01	2.31718e+44	3.00686e+55
5.31082e-01	1.82483e+44	2.48389e+55
5.51469e-01	1.44294e+44	2.00852e+55
5.71857e-01	1.14753e+44	1.61674e+55
5.92245e-01	8.94027e+43	1.28336e+55
6.12633e-01	6.90111e+43	1.01969e+55
6.33020e-01	5.25934e+43	7.91015e+54
6.53408e-01	4.00663e+43	6.24449e+54
6.73796e-01	2.94776e+43	4.83432e+54
6.94184e-01	2.20651e+43	3.73302e+54
7.14571e-01	1.61721e+43	2.83791e+54
7.34959e-01	1.16196e+43	2.16403e+54
7.55347e-01	8.19872e+42	1.60282e+54
7.75735e-01	5.70399e+42	1.17978e+54
7.96122e-01	3.83694e+42	8.62488e+53
8.16510e-01	2.50962e+42	6.17016e+53
8.36898e-01	1.60809e+42	4.34545e+53
8.57286e-01	9.69958e+41	2.93095e+53
8.77673e-01	5.40664e+41	1.90473e+53
8.98061e-01	2.87264e+41	1.18263e+53
9.18449e-01	1.30830e+41	6.73813e+52
9.38837e-01	5.10553e+40	3.41816e+52
9.59224e-01	1.42940e+40	1.40546e+52
9.79612e-01	1.69586e+39	3.27278e+51
1.00000e+00	4.93564e+29	4.97306e+43
