r/R	D3	D5
1.00000e-03	1.88304e+38	6.57364e+49
2.13878e-02	8.57580e+40	3.02202e+52
4.17755e-02	3.25495e+41	1.12503e+53
6.21633e-02	7.03853e+41	2.45864e+53
8.25510e-02	1.21168e+42	4.27273e+53
1.02939e-01	1.83306e+42	6.52391e+53
1.23327e-01	2.52607e+42	8.94787e+53
1.43714e-01	3.26934e+42	1.18723e+54
1.64102e-01	4.14993e+42	1.47728e+54
1.84490e-01	4.84185e+42	1.79000e+54
2.04878e-01	5.56463e+42	2.08101e+54
2.25265e-01	6.31392e+42	2.39616e+54
2.45653e-01	6.96624e+42	2.68022e+54
2.66041e-01	7.51004e+42	2.96215e+54
2.86429e-01	7.89493e+42	3.20181e+54
3.06816e-01	8.30117e+42	3.44586e+54
3.27204e-01	8.49473e+42	3.60466e+54
3.47592e-01	8.56955e+42	3.76551e+54
3.67980e-01	8.64875e+42	3.85855e+54
3.88367e-01	8.43085e+42	3.93215e+54
4.08755e-01	8.24008e+42	3.97683e+54
4.29143e-01	7.99271e+42	3.97629e+54
4.49531e-01	7.67061e+42	3.89172e+54
4.69918e-01	7.23131e+42	3.86190e+54
4.90306e-01	6.79711e+42	3.78515e+54
5.10694e-01	6.34043e+42	3.64019e+54
5.31082e-01	5.78221e+42	3.49482e+54
5.51469e-01	5.22707e+42	3.33427e+54
5.71857e-01	4.69622e+42	3.17780e+54
5.92245e-01	4.28304e+42	2.97771e+54
6.12633e-01	3.70013e+42	2.78327e+54
6.33020e-01	3.24480e+42	2.56898e+54
6.53408e-01	2.78476e+42	2.37770e+54
6.73796e-01	2.39088e+42	2.19972e+54
6.94184e-01	2.01314e+42	1.97531e+54
7.14571e-01	1.67436e+42	1.78213e+54
7.34959e-01	1.37429e+42	1.60757e+54
7.55347e-01	1.10820e+42	1.41594e+54
7.75735e-01	8.75814e+41	1.22594e+54
7.96122e-01	6.65798e+41	1.04770e+54
8.16510e-01	4.99923e+41	8.89389e+53
8.36898e-01	3.59965e+41	7.28147e+53
8.57286e-01	2.44548e+41	5.80427e+53
8.77673e-01	1.55857e+41	4.36342e+53
8.98061e-01	9.13392e+40	3.11868e+53
9.18449e-01	4.73036e+40	2.04448e+53
9.38837e-01	2.03528e+40	1.17667e+53
9.59224e-01	6.17388e+39	5.29816e+52
9.79612e-01	7.85999e+38	1.36112e+52
1.00000e+00	7.36333e+29	1.10604e+45
