mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	2.71211e+39	1.16857e+32	2.42735e+39	1.10518e+32	3.18060e+50	8.47613e+50	2.85063e+50	9.46604e+50	3.80157e+51	3.40561e+51	1.28631e+24
1.25893e+04	2.15463e+39	5.85843e+31	1.92843e+39	5.54071e+31	2.52658e+50	6.73368e+50	2.26446e+50	7.52003e+50	3.01995e+51	2.70541e+51	8.11604e+23
1.58489e+04	1.71168e+39	2.93685e+31	1.53200e+39	2.77760e+31	2.00702e+50	5.34929e+50	1.79881e+50	5.97393e+50	2.39900e+51	2.14914e+51	5.12088e+23
1.99526e+04	1.35977e+39	1.47219e+31	1.21704e+39	1.39236e+31	1.59429e+50	4.24943e+50	1.42889e+50	4.74561e+50	1.90569e+51	1.70722e+51	3.23106e+23
2.51189e+04	1.08018e+39	7.37950e+30	9.66804e+38	6.97939e+30	1.26642e+50	3.37565e+50	1.13504e+50	3.76979e+50	1.51381e+51	1.35616e+51	2.03866e+23
3.16228e+04	8.58070e+38	3.69895e+30	7.68009e+38	3.49840e+30	1.00598e+50	2.68151e+50	9.01616e+49	2.99459e+50	1.20251e+51	1.07727e+51	1.28631e+23
3.98107e+04	6.81622e+38	1.85404e+30	6.10082e+38	1.75352e+30	7.99090e+49	2.13009e+50	7.16192e+49	2.37878e+50	9.55210e+50	8.55732e+50	8.11605e+22
5.01187e+04	5.41452e+38	9.29289e+29	4.84625e+38	8.78910e+29	6.34748e+49	1.69204e+50	5.68899e+49	1.88959e+50	7.58766e+50	6.79748e+50	5.12088e+22
6.30957e+04	4.30103e+38	4.65775e+29	3.84964e+38	4.40525e+29	5.04204e+49	1.34407e+50	4.51898e+49	1.50099e+50	6.02720e+50	5.39953e+50	3.23106e+22
7.94328e+04	3.41651e+38	2.33451e+29	3.05796e+38	2.20796e+29	4.00507e+49	1.06765e+50	3.58958e+49	1.19230e+50	4.78764e+50	4.28906e+50	2.03866e+22
