mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.97889e+39	1.16883e+32	1.82724e+39	1.12111e+32	2.38232e+50	6.44131e+50	2.20659e+50	6.96848e+50	2.82309e+51	2.61222e+51	1.94256e+20
1.25893e+04	1.57216e+39	5.86002e+31	1.45170e+39	5.62085e+31	1.89246e+50	5.11725e+50	1.75287e+50	5.53602e+50	2.24268e+51	2.07517e+51	1.22568e+20
1.58489e+04	1.24899e+39	2.93777e+31	1.15330e+39	2.81788e+31	1.50331e+50	4.06525e+50	1.39243e+50	4.39790e+50	1.78157e+51	1.64851e+51	7.73360e+19
1.99526e+04	9.92218e+38	1.47269e+31	9.16205e+38	1.41260e+31	1.19417e+50	3.22944e+50	1.10609e+50	3.49368e+50	1.41524e+51	1.30954e+51	4.87959e+19
2.51189e+04	7.88216e+38	7.38221e+30	7.27836e+38	7.08100e+30	9.48592e+49	2.56542e+50	8.78625e+49	2.77532e+50	1.12422e+51	1.04026e+51	3.07871e+19
3.16228e+04	6.26146e+38	3.70038e+30	5.78184e+38	3.54940e+30	7.53513e+49	2.03790e+50	6.97934e+49	2.20464e+50	8.93035e+50	8.26341e+50	1.94245e+19
3.98107e+04	4.97394e+38	1.85478e+30	4.59295e+38	1.77911e+30	5.98548e+49	1.61884e+50	5.54400e+49	1.75128e+50	7.09385e+50	6.56408e+50	1.22563e+19
5.01187e+04	3.95111e+38	9.29673e+29	3.64848e+38	8.91746e+29	4.75451e+49	1.28593e+50	4.40383e+49	1.39114e+50	5.63499e+50	5.21417e+50	7.73334e+18
6.30957e+04	3.13859e+38	4.65972e+29	2.89820e+38	4.46963e+29	3.77669e+49	1.02148e+50	3.49813e+49	1.10505e+50	4.47612e+50	4.14185e+50	4.87969e+18
7.94328e+04	2.49314e+38	2.33552e+29	2.30219e+38	2.24024e+29	2.99996e+49	8.11412e+49	2.77869e+49	8.77793e+49	3.55556e+50	3.29004e+50	3.07867e+18
1.00000e+05	1.98042e+38	1.17058e+29	1.82874e+38	1.12283e+29	2.38297e+49	6.44539e+49	2.20721e+49	6.97268e+49	2.82432e+50	2.61340e+50	1.94273e+18
1.25893e+05	1.57313e+38	5.86702e+28	1.45264e+38	5.62769e+28	1.89288e+49	5.11983e+49	1.75326e+49	5.53867e+49	2.24346e+50	2.07592e+50	1.22554e+18
1.58489e+05	1.24960e+38	2.94055e+28	1.15389e+38	2.82060e+28	1.50357e+49	4.06687e+49	1.39267e+49	4.39957e+49	1.78206e+50	1.64898e+50	7.73265e+17
1.99526e+05	9.92602e+37	1.47380e+28	9.16581e+37	1.41368e+28	1.19433e+49	3.23046e+49	1.10624e+49	3.49474e+49	1.41555e+50	1.30984e+50	4.87814e+17
2.51189e+05	7.88459e+37	7.38663e+27	7.28073e+37	7.08531e+27	9.48697e+48	2.56606e+49	8.78722e+48	2.77599e+49	1.12441e+50	1.04045e+50	3.07903e+17
3.16228e+05	6.26300e+37	3.70213e+27	5.78333e+37	3.55112e+27	7.53578e+48	2.03831e+49	6.97995e+48	2.20506e+49	8.93158e+49	8.26459e+49	1.94268e+17
3.98107e+05	4.97490e+37	1.85548e+27	4.59389e+37	1.77979e+27	5.98589e+48	1.61910e+49	5.54440e+48	1.75155e+49	7.09464e+49	6.56483e+49	1.22489e+17
5.01187e+05	3.95172e+37	9.29952e+26	3.64907e+37	8.92018e+26	4.75477e+48	1.28610e+49	4.40409e+48	1.39131e+49	5.63549e+49	5.21465e+49	7.72821e+16
6.30957e+05	3.13898e+37	4.66083e+26	2.89857e+37	4.47071e+26	3.77686e+48	1.02159e+49	3.49830e+48	1.10516e+49	4.47643e+49	4.14216e+49	4.87632e+16
7.94328e+05	2.49338e+37	2.33596e+26	2.30243e+37	2.24068e+26	3.00006e+48	8.11478e+48	2.77879e+48	8.77863e+48	3.55575e+49	3.29023e+49	3.08075e+16
1.00000e+06	1.98057e+37	1.17076e+26	1.82889e+37	1.12300e+26	2.38303e+48	6.44580e+48	2.20727e+48	6.97312e+48	2.82443e+49	2.61351e+49	1.94360e+16
1.25893e+06	1.57323e+37	5.86772e+25	1.45274e+37	5.62837e+25	1.89294e+48	5.12005e+48	1.75327e+48	5.53896e+48	2.24354e+49	2.07597e+49	1.22566e+16
1.58489e+06	1.24966e+37	2.94083e+25	1.15395e+37	2.82087e+25	1.50363e+48	4.06702e+48	1.39270e+48	4.39977e+48	1.78216e+49	1.64901e+49	7.73661e+15
1.99526e+06	9.92641e+36	1.47391e+25	9.16618e+36	1.41379e+25	1.19437e+48	3.23055e+48	1.10623e+48	3.49484e+48	1.41560e+49	1.30985e+49	4.88288e+15
2.51189e+06	7.88483e+36	7.38707e+24	7.28097e+36	7.08575e+24	9.48629e+47	2.56616e+48	8.78795e+47	2.77607e+48	1.12447e+49	1.04049e+49	3.07802e+15
3.16228e+06	6.26315e+36	3.70231e+24	5.78348e+36	3.55129e+24	7.53556e+47	2.03820e+48	6.97845e+47	2.20491e+48	8.93028e+48	8.26341e+48	1.94189e+15
3.98107e+06	4.97500e+36	1.85555e+24	4.59398e+36	1.77986e+24	5.98646e+47	1.61907e+48	5.54401e+47	1.75151e+48	7.09424e+48	6.56518e+48	1.22517e+15
5.01187e+06	3.95178e+36	9.29980e+23	3.64913e+36	8.92046e+23	4.75625e+47	1.28617e+48	4.40397e+47	1.39130e+48	5.63639e+48	5.21370e+48	7.70703e+14
6.30957e+06	3.13900e+36	4.66094e+23	2.89861e+36	4.47082e+23	3.77456e+47	1.02172e+48	3.50028e+47	1.10514e+48	4.47710e+48	4.14311e+48	4.85049e+14
7.94328e+06	2.49338e+36	2.33601e+23	2.30244e+36	2.24072e+23	2.99836e+47	8.11594e+47	2.78002e+47	8.77799e+47	3.55604e+48	3.29115e+48	3.05984e+14
1.00000e+07	1.98053e+36	1.17078e+23	1.82888e+36	1.12302e+23	2.38286e+47	6.44262e+47	2.20478e+47	6.97448e+47	2.82196e+48	2.61108e+48	1.94594e+14
1.25893e+07	1.57311e+36	5.86776e+22	1.45271e+36	5.62842e+22	1.88839e+47	5.12138e+47	1.75552e+47	5.53964e+47	2.24484e+48	2.08032e+48	1.22815e+14
1.58489e+07	1.24941e+36	2.94082e+22	1.15386e+36	2.82087e+22	1.50049e+47	4.06855e+47	1.39468e+47	4.40017e+47	1.78321e+48	1.65321e+48	7.73072e+13
1.99526e+07	9.92137e+35	1.47384e+22	9.16390e+35	1.41374e+22	1.19105e+47	3.23098e+47	1.10756e+47	3.49423e+47	1.41180e+48	1.31060e+48	4.87014e+13
2.51189e+07	7.87519e+35	7.38578e+21	7.27598e+35	7.08470e+21	9.42820e+46	2.56371e+47	8.78779e+46	2.76484e+47	1.12042e+48	1.04465e+48	3.06038e+13
3.16228e+07	6.24538e+35	3.70020e+21	5.77327e+35	3.54948e+21	7.45283e+46	2.03080e+47	6.94315e+46	2.19091e+47	8.86850e+47	8.22318e+47	1.93066e+13
3.98107e+07	4.94357e+35	1.85238e+21	4.57435e+35	1.77706e+21	5.90023e+46	1.61048e+47	5.48107e+46	1.73424e+47	7.01787e+47	6.57937e+47	1.21885e+13
5.01187e+07	3.89887e+35	9.25609e+20	3.61373e+35	8.88092e+20	4.77040e+46	1.25264e+47	4.10489e+46	1.37891e+47	5.49423e+47	4.88586e+47	7.63873e+12
6.30957e+07	3.05518e+35	4.60636e+20	2.83923e+35	4.42059e+20	3.72202e+46	9.83560e+46	3.23089e+46	1.08371e+47	4.32577e+47	4.03115e+47	4.78820e+12
7.94328e+07	2.36989e+35	2.27512e+20	2.21065e+35	2.18402e+20	2.74012e+46	7.88182e+46	2.76836e+46	8.30194e+46	3.56842e+47	3.34173e+47	3.02078e+12
1.00000e+08	1.81252e+35	1.11042e+20	1.69886e+35	1.06635e+20	2.12048e+46	6.09887e+46	2.04838e+46	6.59560e+46	2.43911e+47	2.49410e+47	1.89808e+12
1.25893e+08	1.36216e+35	5.33298e+19	1.28383e+35	5.12352e+19	1.58131e+46	4.59836e+46	1.52410e+46	4.94807e+46	1.83599e+47	1.87355e+47	1.19426e+12
1.58489e+08	1.00377e+35	2.51247e+19	9.51627e+34	2.41483e+19	1.17277e+46	3.37487e+46	1.12269e+46	3.32612e+46	1.35926e+47	1.38797e+47	7.40356e+11
1.99526e+08	7.24755e+34	1.15932e+19	6.91129e+34	1.11473e+19	6.96643e+45	2.32094e+46	6.61855e+45	2.24604e+46	8.40946e+46	8.68492e+46	4.65949e+11
2.51189e+08	5.13039e+34	5.23926e+18	4.91927e+34	5.03965e+18	5.22028e+45	1.67041e+46	4.93102e+45	1.62201e+46	6.18660e+46	6.35006e+46	2.91195e+11
3.16228e+08	3.56568e+34	2.32164e+18	3.43594e+34	2.23394e+18	2.86222e+45	1.09717e+46	2.84622e+45	1.04298e+46	3.32923e+46	3.50294e+46	1.81224e+11
3.98107e+08	2.43792e+34	1.01062e+18	2.35944e+34	9.72720e+17	1.78802e+45	7.76415e+45	1.65875e+45	6.30419e+45	2.65070e+46	2.70308e+46	1.14099e+11
5.01187e+08	1.64328e+34	4.33105e+17	1.59632e+34	4.16964e+17	4.79558e+45	9.51467e+45	4.54926e+45	8.26117e+45	4.99691e+46	5.00072e+46	6.92825e+10
6.30957e+08	1.09432e+34	1.83141e+17	1.06638e+34	1.76351e+17	-2.03765e+45	-6.87997e+44	-2.10926e+45	-1.58958e+45	-1.04688e+46	-1.08374e+46	4.25187e+10
7.94328e+08	7.21382e+33	7.65744e+16	7.04795e+33	7.37475e+16	6.22716e+44	1.47593e+45	5.31408e+44	7.06796e+44	1.08445e+46	1.04484e+46	2.63710e+10
1.00000e+09	4.71560e+33	3.17187e+16	4.61704e+33	3.05518e+16	1.81990e+45	2.60461e+45	1.67409e+45	2.09771e+45	1.97275e+46	1.88192e+46	1.63355e+10
