mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	8.83551e+38	1.44482e+31	6.89599e+38	1.26475e+31	1.02823e+50	2.40167e+50	8.03487e+49	3.07590e+50	1.23212e+51	9.62425e+50	4.36649e+25
1.25893e+04	7.01893e+38	7.24259e+30	5.47827e+38	6.34001e+30	8.16785e+49	1.90787e+50	6.38257e+49	2.44346e+50	9.78762e+50	7.64529e+50	2.75507e+25
1.58489e+04	5.57574e+38	3.63043e+30	4.35192e+38	3.17803e+30	6.48814e+49	1.51558e+50	5.07001e+49	1.94102e+50	7.77492e+50	6.07316e+50	1.73833e+25
1.99526e+04	4.42922e+38	1.81974e+30	3.45709e+38	1.59299e+30	5.15384e+49	1.20393e+50	4.02735e+49	1.54188e+50	6.17606e+50	4.82427e+50	1.09681e+25
2.51189e+04	3.51842e+38	9.12115e+29	2.74621e+38	7.98463e+29	4.09391e+49	9.56357e+49	3.19910e+49	1.22480e+50	4.90595e+50	3.83217e+50	6.92043e+24
3.16228e+04	2.79488e+38	4.57174e+29	2.18149e+38	4.00211e+29	3.25196e+49	7.59687e+49	2.54117e+49	9.72923e+49	3.89702e+50	3.04408e+50	4.36650e+24
3.98107e+04	2.22012e+38	2.29143e+29	1.73287e+38	2.00593e+29	2.58315e+49	6.03457e+49	2.01855e+49	7.72838e+49	3.09557e+50	2.41804e+50	2.75507e+24
5.01187e+04	1.76354e+38	1.14849e+29	1.37651e+38	1.00540e+29	2.05189e+49	4.79353e+49	1.60341e+49	6.13898e+49	2.45893e+50	1.92075e+50	1.73833e+24
6.30957e+04	1.40086e+38	5.75630e+28	1.09342e+38	5.03912e+28	1.62989e+49	3.80770e+49	1.27364e+49	4.87644e+49	1.95322e+50	1.52572e+50	1.09681e+24
7.94328e+04	1.11276e+38	2.88507e+28	8.68552e+37	2.52562e+28	1.29467e+49	3.02460e+49	1.01170e+49	3.87354e+49	1.55151e+50	1.21194e+50	6.92043e+23
1.00000e+05	8.83904e+37	1.44599e+28	6.89924e+37	1.26584e+28	1.02840e+49	2.40255e+49	8.03622e+48	3.07689e+49	1.23242e+50	9.62684e+49	4.36650e+23
1.25893e+05	7.02116e+37	7.24727e+27	5.48032e+37	6.34435e+27	8.16890e+48	1.90843e+49	6.38342e+48	2.44408e+49	9.78949e+49	7.64691e+49	2.75507e+23
1.58489e+05	5.57715e+37	3.63229e+27	4.35321e+37	3.17976e+27	6.48880e+48	1.51593e+49	5.07055e+48	1.94141e+49	7.77611e+49	6.07419e+49	1.73833e+23
1.99526e+05	4.43011e+37	1.82048e+27	3.45790e+37	1.59367e+27	5.15426e+48	1.20415e+49	4.02768e+48	1.54212e+49	6.17680e+49	4.82492e+49	1.09681e+23
2.51189e+05	3.51898e+37	9.12410e+26	2.74673e+37	7.98737e+26	4.09418e+48	9.56497e+48	3.19931e+48	1.22496e+49	4.90642e+49	3.83258e+49	6.92043e+22
3.16228e+05	2.79523e+37	4.57292e+26	2.18181e+37	4.00320e+26	3.25212e+48	7.59774e+48	2.54130e+48	9.73020e+48	3.89732e+49	3.04433e+49	4.36650e+22
