mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.15688e+39	2.39737e+31	9.42068e+38	2.15138e+31	1.34859e+50	3.28296e+50	1.09967e+50	4.02973e+50	1.61510e+51	1.31639e+51	2.08341e+25
1.25893e+04	9.19040e+38	1.20178e+31	7.48400e+38	1.07848e+31	1.07127e+50	2.60799e+50	8.73535e+49	3.20119e+50	1.28300e+51	1.04572e+51	1.31455e+25
1.58489e+04	7.30079e+38	6.02417e+30	5.94531e+38	5.40613e+30	8.50967e+49	2.07175e+50	6.93897e+49	2.54296e+50	1.01917e+51	8.30688e+50	8.29422e+24
1.99526e+04	5.79960e+38	3.01963e+30	4.72288e+38	2.70986e+30	6.75964e+49	1.64575e+50	5.51197e+49	2.02005e+50	8.09588e+50	6.59867e+50	5.23330e+24
2.51189e+04	4.60703e+38	1.51356e+30	3.75174e+38	1.35829e+30	5.36948e+49	1.30732e+50	4.37840e+49	1.60465e+50	6.43099e+50	5.24169e+50	3.30199e+24
3.16228e+04	3.65964e+38	7.58639e+29	2.98025e+38	6.80818e+29	4.26520e+49	1.03848e+50	3.47795e+49	1.27466e+50	5.10844e+50	4.16373e+50	2.08341e+24
3.98107e+04	2.90705e+38	3.80245e+29	2.36739e+38	3.41241e+29	3.38801e+49	8.24920e+49	2.76267e+49	1.01252e+50	4.05786e+50	3.30744e+50	1.31455e+24
5.01187e+04	2.30921e+38	1.90584e+29	1.88054e+38	1.71035e+29	2.69122e+49	6.55272e+49	2.19449e+49	8.04293e+49	3.22332e+50	2.62724e+50	8.29422e+23
6.30957e+04	1.83431e+38	9.55222e+28	1.49380e+38	8.57243e+28	2.13773e+49	5.20511e+49	1.74316e+49	6.38883e+49	2.56040e+50	2.08692e+50	5.23330e+23
7.94328e+04	1.45707e+38	4.78761e+28	1.18659e+38	4.29654e+28	1.69807e+49	4.13463e+49	1.38465e+49	5.07489e+49	2.03382e+50	1.65771e+50	3.30199e+23
1.00000e+05	1.15741e+38	2.39955e+28	9.42556e+37	2.15343e+28	1.34883e+49	3.28429e+49	1.09987e+49	4.03117e+49	1.61553e+50	1.31678e+50	2.08341e+23
1.25893e+05	9.19369e+37	1.20265e+28	7.48708e+37	1.07930e+28	1.07142e+49	2.60883e+49	8.73662e+48	3.20210e+49	1.28327e+50	1.04596e+50	1.31455e+23
1.58489e+05	7.30287e+37	6.02762e+27	5.94725e+37	5.40938e+27	8.51061e+48	2.07228e+49	6.93977e+48	2.54354e+49	1.01934e+50	8.30842e+49	8.29422e+22
1.99526e+05	5.80091e+37	3.02101e+27	4.72411e+37	2.71115e+27	6.76025e+48	1.64608e+49	5.51246e+48	2.02041e+49	8.09697e+49	6.59964e+49	5.23330e+22
2.51189e+05	4.60785e+37	1.51411e+27	3.75251e+37	1.35881e+27	5.36987e+48	1.30753e+49	4.37871e+48	1.60488e+49	6.43167e+49	5.24230e+49	3.30199e+22
3.16228e+05	3.66016e+37	7.58857e+26	2.98074e+37	6.81024e+26	4.26543e+48	1.03861e+49	3.47813e+48	1.27480e+49	5.10887e+49	4.16412e+49	2.08341e+22
3.98107e+05	2.90738e+37	3.80332e+26	2.36770e+37	3.41323e+26	3.38815e+48	8.25006e+48	2.76281e+48	1.01262e+49	4.05814e+49	3.30770e+49	1.31455e+22
5.01187e+05	2.30942e+37	1.90619e+26	1.88073e+37	1.71068e+26	2.69132e+48	6.55328e+48	2.19459e+48	8.04351e+48	3.22350e+49	2.62741e+49	8.29422e+21
6.30957e+05	1.83444e+37	9.55360e+25	1.49392e+37	8.57372e+25	2.13780e+48	5.20547e+48	1.74323e+48	6.38920e+48	2.56051e+49	2.08704e+49	5.23330e+21
7.94328e+05	1.45715e+37	4.78816e+25	1.18667e+37	4.29706e+25	1.69810e+48	4.13485e+48	1.38469e+48	5.07516e+48	2.03388e+49	1.65778e+49	3.30199e+21
1.00000e+06	1.15746e+37	2.39977e+25	9.42605e+36	2.15364e+25	1.34885e+48	3.28442e+48	1.09989e+48	4.03134e+48	1.61556e+49	1.31680e+49	2.08341e+21
1.25893e+06	9.19401e+36	1.20274e+25	7.48739e+36	1.07938e+25	1.07146e+48	2.60886e+48	8.73640e+47	3.20222e+48	1.28329e+49	1.04594e+49	1.31455e+21
1.58489e+06	7.30304e+36	6.02797e+24	5.94745e+36	5.40971e+24	8.51108e+47	2.07231e+48	6.93980e+47	2.54363e+48	1.01943e+49	8.30839e+48	8.29422e+20
1.99526e+06	5.80097e+36	3.02115e+24	4.72422e+36	2.71128e+24	6.76041e+47	1.64608e+48	5.51210e+47	2.02042e+48	8.09728e+48	6.59949e+48	5.23330e+20
2.51189e+06	4.60778e+36	1.51416e+24	3.75258e+36	1.35886e+24	5.36856e+47	1.30758e+48	4.37955e+47	1.60487e+48	6.43188e+48	5.24259e+48	3.30199e+20
3.16228e+06	3.65991e+36	7.58877e+23	2.98075e+36	6.81044e+23	4.26447e+47	1.03838e+48	3.47576e+47	1.27443e+48	5.10640e+48	4.16228e+48	2.08341e+20
3.98107e+06	2.90684e+36	3.80338e+23	2.36763e+36	3.41330e+23	3.38787e+47	8.24890e+47	2.76179e+47	1.01230e+48	4.05643e+48	3.30789e+48	1.31455e+20
5.01187e+06	2.30844e+36	1.90618e+23	1.88055e+36	1.71069e+23	2.69165e+47	6.55314e+47	2.19354e+47	8.03919e+47	3.22268e+48	2.62542e+48	8.29422e+19
6.30957e+06	1.83280e+36	9.55313e+22	1.49353e+36	8.57356e+22	2.13165e+47	5.20534e+47	1.74458e+47	6.38238e+47	2.55836e+48	2.08736e+48	5.23330e+19
7.94328e+06	1.45454e+36	4.78743e+22	1.18591e+36	4.29669e+22	1.69113e+47	4.13269e+47	1.38391e+47	5.06426e+47	2.02961e+48	1.65716e+48	3.30199e+19
1.00000e+07	1.15348e+36	2.39883e+22	9.41273e+35	2.15309e+22	1.34147e+47	3.27339e+47	1.09270e+47	4.01812e+47	1.60507e+48	1.30975e+48	2.08341e+19
1.25893e+07	9.13535e+35	1.20157e+22	7.46493e+35	1.07863e+22	1.05453e+47	2.60037e+47	8.70071e+46	3.18111e+47	1.27445e+48	1.04619e+48	1.31455e+19
1.58489e+07	7.21823e+35	6.01372e+21	5.91077e+35	5.39971e+21	8.30838e+46	2.05718e+47	6.85881e+46	2.51218e+47	1.00569e+48	8.27750e+47	8.29422e+18
1.99526e+07	5.68039e+35	3.00401e+21	4.66595e+35	2.69839e+21	6.49323e+46	1.62014e+47	5.37181e+46	1.97495e+47	7.83711e+47	6.47497e+47	5.23330e+18
2.51189e+07	4.44039e+35	1.49450e+21	3.66326e+35	1.34327e+21	5.00385e+46	1.26506e+47	4.16264e+46	1.52970e+47	6.09530e+47	5.10965e+47	3.30199e+18
3.16228e+07	3.43607e+35	7.38018e+20	2.85079e+35	6.63890e+20	3.79947e+46	9.77033e+46	3.16164e+46	1.17875e+47	4.67012e+47	3.86106e+47	2.08341e+18
3.98107e+07	2.62236e+35	3.60250e+20	2.19051e+35	3.24396e+20	2.87564e+46	7.48587e+46	2.39221e+46	8.98522e+46	3.53868e+47	3.01397e+47	1.31455e+18
5.01187e+07	1.96754e+35	1.73108e+20	1.65595e+35	1.56056e+20	2.27879e+46	5.42436e+46	1.55720e+46	6.85752e+46	2.60492e+47	1.91557e+47	8.29422e+17
6.30957e+07	1.44827e+35	8.16304e+19	1.22843e+35	7.36747e+19	1.66632e+46	4.01034e+46	1.17697e+46	5.08263e+46	1.94075e+47	1.63061e+47	5.23330e+17
7.94328e+07	1.04507e+35	3.77130e+19	8.93169e+34	3.40754e+19	1.09330e+46	3.16572e+46	1.10893e+46	3.57430e+46	1.61895e+47	1.39853e+47	3.30199e+17
1.00000e+08	7.39621e+34	1.70675e+19	6.36581e+34	1.54370e+19	8.16486e+45	2.29361e+46	7.35066e+45	2.73477e+46	8.91841e+46	9.40907e+46	2.08341e+17
1.25893e+08	5.14073e+34	7.57405e+18	4.45252e+34	6.85666e+18	5.79223e+45	1.62752e+46	5.28310e+45	1.92786e+46	6.38019e+46	6.73517e+46	1.31455e+17
1.58489e+08	3.51558e+34	3.30166e+18	3.06169e+34	2.99125e+18	4.11601e+45	1.12782e+46	3.70448e+45	1.07902e+46	4.47169e+46	4.67512e+46	8.29422e+16
1.99526e+08	2.37040e+34	1.41679e+18	2.07405e+34	1.28442e+18	1.91789e+45	6.78753e+45	1.63408e+45	5.99642e+45	2.24652e+46	2.35465e+46	5.23330e+16
2.51189e+08	1.57905e+34	5.99790e+17	1.38707e+34	5.44047e+17	1.45220e+45	4.97617e+45	1.34148e+45	4.28059e+45	1.63510e+46	1.73447e+46	3.30199e+16
3.16228e+08	1.04126e+34	2.51034e+17	9.17650e+33	2.27805e+17	6.25188e+44	2.53968e+45	5.22257e+44	1.98620e+45	9.78134e+45	1.01101e+46	2.08342e+16
3.98107e+08	6.80866e+33	1.04072e+17	6.01644e+33	9.44760e+16	4.38329e+43	1.11456e+45	2.52644e+43	4.22554e+44	4.63387e+45	5.33558e+45	1.31454e+16
5.01187e+08	4.42134e+33	4.28085e+16	3.91542e+33	3.88728e+16	2.35637e+45	3.42477e+45	2.21003e+45	2.96456e+45	2.35888e+46	2.32831e+46	8.29423e+15
6.30957e+08	2.85490e+33	1.74962e+16	2.53269e+33	1.58914e+16	-1.49837e+45	-1.52339e+45	-1.47271e+45	-1.80449e+45	-1.14945e+46	-1.12134e+46	5.23329e+15
7.94328e+08	1.83500e+33	7.11373e+15	1.63022e+33	6.46245e+15	1.64527e+44	3.29007e+44	1.16434e+44	1.42934e+44	2.60227e+45	2.42114e+45	3.30200e+15
1.00000e+09	1.17509e+33	2.88020e+15	1.04515e+33	2.61691e+15	8.24908e+44	1.10557e+45	7.97615e+44	9.82605e+44	8.05923e+45	8.12147e+45	2.08341e+15
