mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	3.06340e+39	1.89352e+32	2.83472e+39	1.81950e+32	3.46934e+50	9.77393e+50	3.20434e+50	1.05689e+51	4.19538e+51	3.87739e+51	9.08642e+21
1.25893e+04	2.43378e+39	9.49337e+31	2.25212e+39	9.12232e+31	2.75597e+50	7.76487e+50	2.54547e+50	8.39637e+50	3.33285e+51	3.08025e+51	5.73314e+21
1.58489e+04	1.93350e+39	4.75927e+31	1.78919e+39	4.57327e+31	2.18925e+50	6.16858e+50	2.02204e+50	6.67022e+50	2.64760e+51	2.44694e+51	3.61737e+21
1.99526e+04	1.53601e+39	2.38581e+31	1.42138e+39	2.29258e+31	1.73906e+50	4.90034e+50	1.60623e+50	5.29882e+50	2.10320e+51	1.94380e+51	2.28240e+21
2.51189e+04	1.22020e+39	1.19594e+31	1.12915e+39	1.14921e+31	1.38142e+50	3.89277e+50	1.27591e+50	4.20930e+50	1.67072e+51	1.54410e+51	1.44010e+21
3.16228e+04	9.69310e+38	5.99474e+30	8.96982e+38	5.76052e+30	1.09733e+50	3.09232e+50	1.01352e+50	3.34375e+50	1.32715e+51	1.22658e+51	9.08640e+20
3.98107e+04	7.69994e+38	3.00482e+30	7.12541e+38	2.88742e+30	8.71660e+49	2.45643e+50	8.05084e+49	2.65616e+50	1.05423e+51	9.74336e+50	5.73313e+20
5.01187e+04	6.11656e+38	1.50611e+30	5.66018e+38	1.44727e+30	6.92395e+49	1.95128e+50	6.39511e+49	2.10994e+50	8.37424e+50	7.73964e+50	3.61737e+20
6.30957e+04	4.85873e+38	7.54894e+29	4.49621e+38	7.25404e+29	5.49996e+49	1.55001e+50	5.07988e+49	1.67603e+50	6.65203e+50	6.14794e+50	2.28241e+20
7.94328e+04	3.85954e+38	3.78364e+29	3.57158e+38	3.63583e+29	4.36882e+49	1.23124e+50	4.03514e+49	1.33135e+50	5.28398e+50	4.88357e+50	1.44010e+20
1.00000e+05	3.06581e+38	1.89640e+29	2.83707e+38	1.82231e+29	3.47030e+49	9.78029e+49	3.20525e+49	1.05755e+50	4.19727e+50	3.87921e+50	9.08642e+19
1.25893e+05	2.43530e+38	9.50483e+28	2.25361e+38	9.13353e+28	2.75658e+49	7.76888e+49	2.54604e+49	8.40050e+49	3.33405e+50	3.08140e+50	5.73314e+19
1.58489e+05	1.93446e+38	4.76383e+28	1.79013e+38	4.57774e+28	2.18964e+49	6.17111e+49	2.02240e+49	6.67283e+49	2.64835e+50	2.44766e+50	3.61737e+19
1.99526e+05	1.53661e+38	2.38762e+28	1.42197e+38	2.29435e+28	1.73930e+49	4.90193e+49	1.60645e+49	5.30046e+49	2.10367e+50	1.94426e+50	2.28240e+19
