mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.57191e+38	5.43255e+29	7.61745e+37	3.44347e+29	1.81741e+49	2.64398e+49	8.78604e+48	5.46039e+49	2.18252e+50	1.05596e+50	1.16243e+27
1.25893e+04	1.24867e+38	2.72298e+29	6.05115e+37	1.72602e+29	1.44365e+49	2.10030e+49	6.97918e+48	4.33751e+49	1.73369e+50	8.38810e+49	7.33446e+26
1.58489e+04	9.91889e+37	1.36483e+29	4.80684e+37	8.65134e+28	1.14676e+49	1.66840e+49	5.54387e+48	3.44551e+49	1.37716e+50	6.66311e+49	4.62773e+26
1.99526e+04	7.87907e+37	6.84074e+28	3.81837e+37	4.33625e+28	9.10916e+48	1.32530e+49	4.40372e+48	2.73693e+49	1.09393e+50	5.29283e+49	2.91990e+26
2.51189e+04	6.25871e+37	3.42865e+28	3.03314e+37	2.17339e+28	7.23575e+48	1.05275e+49	3.49805e+48	2.17406e+49	8.68957e+49	4.20432e+49	1.84234e+26
3.16228e+04	4.97155e+37	1.71846e+28	2.40937e+37	1.08933e+28	5.74762e+48	8.36245e+48	2.77862e+48	1.72694e+49	6.90246e+49	3.33966e+49	1.16244e+26
3.98107e+04	3.94910e+37	8.61297e+27	1.91387e+37	5.45975e+27	4.56553e+48	6.64264e+48	2.20716e+48	1.37178e+49	5.48287e+49	2.65282e+49	7.33448e+25
5.01187e+04	3.13692e+37	4.31681e+27	1.52026e+37	2.73643e+27	3.62655e+48	5.27650e+48	1.75322e+48	1.08965e+49	4.35523e+49	2.10723e+49	4.62774e+25
6.30957e+04	2.49176e+37	2.16357e+27	1.20760e+37	1.37150e+27	2.88069e+48	4.19132e+48	1.39264e+48	8.65546e+48	3.45950e+49	1.67385e+49	2.91991e+25
7.94328e+04	1.97929e+37	1.08437e+27	9.59244e+36	6.87389e+26	2.28822e+48	3.32931e+48	1.10622e+48	6.87532e+48	2.74800e+49	1.32959e+49	1.84234e+25
1.00000e+05	1.57222e+37	5.43479e+26	7.61961e+36	3.44515e+26	1.81760e+48	2.64458e+48	8.78701e+47	5.46129e+48	2.18282e+49	1.05614e+49	1.16244e+25
1.25893e+05	1.24886e+37	2.72387e+26	6.05251e+36	1.72669e+26	1.44378e+48	2.10067e+48	6.97977e+47	4.33807e+48	1.73388e+49	8.38921e+48	7.33448e+24
1.58489e+05	9.92009e+36	1.36518e+26	4.80770e+36	8.65400e+25	1.14683e+48	1.66863e+48	5.54426e+47	3.44586e+48	1.37727e+49	6.66383e+48	4.62774e+24
1.99526e+05	7.87983e+36	6.84215e+25	3.81891e+36	4.33731e+25	9.10968e+47	1.32544e+48	4.40394e+47	2.73715e+48	1.09401e+49	5.29324e+48	2.91991e+24
2.51189e+05	6.25918e+36	3.42922e+25	3.03348e+36	2.17381e+25	7.23607e+47	1.05284e+48	3.49817e+47	2.17420e+48	8.69002e+48	4.20458e+48	1.84234e+24
3.16228e+05	4.97185e+36	1.71869e+25	2.40958e+36	1.08949e+25	5.74777e+47	8.36297e+47	2.77868e+47	1.72703e+48	6.90275e+48	3.33983e+48	1.16244e+24
3.98107e+05	3.94928e+36	8.61386e+24	1.91400e+36	5.46042e+24	4.56560e+47	6.64308e+47	2.20729e+47	1.37183e+48	5.48307e+48	2.65299e+48	7.33448e+23
