mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	5.72042e+38	6.35017e+30	4.10271e+38	5.27887e+30	6.64125e+49	1.42749e+50	4.76669e+49	1.98986e+50	7.96447e+50	5.71500e+50	1.26381e+26
1.25893e+04	4.54423e+38	3.18312e+30	3.25920e+38	2.64615e+30	5.27551e+49	1.13398e+50	3.78645e+49	1.58070e+50	6.32670e+50	4.53983e+50	7.97412e+25
1.58489e+04	3.60983e+38	1.59554e+30	2.58907e+38	1.32639e+30	4.19059e+49	9.00804e+49	3.00776e+49	1.25565e+50	5.02566e+50	3.60627e+50	5.03133e+25
1.99526e+04	2.86752e+38	7.99741e+29	2.05669e+38	6.64842e+29	3.32878e+49	7.15567e+49	2.38920e+49	9.97440e+49	3.99214e+50	2.86466e+50	3.17455e+25
2.51189e+04	2.27784e+38	4.00851e+29	1.63376e+38	3.33238e+29	2.64418e+49	5.68416e+49	1.89784e+49	7.92319e+49	3.17115e+50	2.27554e+50	2.00301e+25
3.16228e+04	1.80941e+38	2.00914e+29	1.29779e+38	1.67026e+29	2.10038e+49	4.51522e+49	1.50753e+49	6.29376e+49	2.51898e+50	1.80756e+50	1.26381e+25
3.98107e+04	1.43730e+38	1.00700e+29	1.03090e+38	8.37157e+28	1.66841e+49	3.58665e+49	1.19749e+49	4.99941e+49	2.00093e+50	1.43582e+50	7.97412e+24
5.01187e+04	1.14171e+38	5.04718e+28	8.18894e+37	4.19590e+28	1.32527e+49	2.84903e+49	9.51206e+48	3.97123e+49	1.58941e+50	1.14053e+50	5.03133e+24
6.30957e+04	9.06904e+37	2.52966e+28	6.50483e+37	2.10300e+28	1.05271e+49	2.26310e+49	7.55575e+48	3.15450e+49	1.26253e+50	9.05965e+49	3.17456e+24
7.94328e+04	7.20388e+37	1.26786e+28	5.16705e+37	1.05403e+28	8.36201e+48	1.79766e+49	6.00177e+48	2.50573e+49	1.00287e+50	7.19639e+49	2.00301e+24
1.00000e+05	5.72230e+37	6.35450e+27	4.10438e+37	5.28276e+27	6.64221e+48	1.42795e+49	4.76740e+48	1.99039e+49	7.96610e+49	5.71633e+49	1.26381e+24
1.25893e+05	4.54542e+37	3.18484e+27	3.26025e+37	2.64770e+27	5.27611e+48	1.13427e+49	3.78689e+48	1.58103e+49	6.32773e+49	4.54067e+49	7.97412e+23
1.58489e+05	3.61058e+37	1.59622e+27	2.58973e+37	1.32701e+27	4.19097e+48	9.00987e+48	3.00804e+48	1.25587e+49	5.02631e+49	3.60680e+49	5.03133e+23
1.99526e+05	2.86800e+37	8.00014e+26	2.05711e+37	6.65087e+26	3.32902e+48	7.15682e+48	2.38937e+48	9.97573e+48	3.99255e+49	2.86499e+49	3.17456e+23
2.51189e+05	2.27814e+37	4.00960e+26	1.63403e+37	3.33336e+26	2.64434e+48	5.68488e+48	1.89795e+48	7.92402e+48	3.17140e+49	2.27575e+49	2.00301e+23
3.16228e+05	1.80960e+37	2.00957e+26	1.29796e+37	1.67065e+26	2.10046e+48	4.51567e+48	1.50759e+48	6.29429e+48	2.51914e+49	1.80770e+49	1.26381e+23
3.98107e+05	1.43742e+37	1.00718e+26	1.03101e+37	8.37312e+25	1.66846e+48	3.58695e+48	1.19755e+48	4.99975e+48	2.00103e+49	1.43592e+49	7.97412e+22
5.01187e+05	1.14178e+37	5.04786e+25	8.18961e+36	4.19652e+25	1.32531e+48	2.84923e+48	9.51249e+47	3.97145e+48	1.58948e+49	1.14060e+49	5.03133e+22
6.30957e+05	9.06951e+36	2.52993e+25	6.50525e+36	2.10325e+25	1.05274e+48	2.26323e+48	7.55609e+47	3.15464e+48	1.26256e+49	9.06014e+48	3.17456e+22
7.94328e+05	7.20417e+36	1.26797e+25	5.16731e+36	1.05412e+25	8.36211e+47	1.79775e+48	6.00194e+47	2.50584e+48	1.00288e+49	7.19667e+48	2.00301e+22
