mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	2.72592e+39	1.71285e+32	2.52148e+39	1.64700e+32	3.06726e+50	8.67399e+50	2.83035e+50	9.38471e+50	3.71730e+51	3.43301e+51	3.63831e+21
1.25893e+04	2.16567e+39	8.58759e+31	2.00326e+39	8.25754e+31	2.43657e+50	6.89102e+50	2.24837e+50	7.45560e+50	2.95306e+51	2.72723e+51	2.29562e+21
1.58489e+04	1.72050e+39	4.30519e+31	1.59149e+39	4.13975e+31	1.93553e+50	5.47438e+50	1.78604e+50	5.92286e+50	2.34589e+51	2.16650e+51	1.44844e+21
1.99526e+04	1.36679e+39	2.15819e+31	1.26431e+39	2.07526e+31	1.53751e+50	4.34886e+50	1.41876e+50	4.70511e+50	1.86353e+51	1.72103e+51	9.13903e+20
2.51189e+04	1.08578e+39	1.08185e+31	1.00438e+39	1.04028e+31	1.22132e+50	3.45468e+50	1.12699e+50	3.73767e+50	1.48033e+51	1.36713e+51	5.76633e+20
3.16228e+04	8.62527e+38	5.42284e+30	7.97864e+38	5.21450e+30	9.70156e+49	2.74431e+50	8.95226e+49	2.96910e+50	1.17591e+51	1.08600e+51	3.63830e+20
3.98107e+04	6.85169e+38	2.71816e+30	6.33804e+38	2.61374e+30	7.70638e+49	2.17999e+50	7.11117e+49	2.35855e+50	9.34092e+50	8.62668e+50	2.29561e+20
5.01187e+04	5.44273e+38	1.36243e+30	5.03472e+38	1.31009e+30	6.12149e+49	1.73169e+50	5.64870e+49	1.87353e+50	7.41995e+50	6.85260e+50	1.44844e+20
6.30957e+04	4.32347e+38	6.82879e+29	3.99937e+38	6.56647e+29	4.86253e+49	1.37557e+50	4.48698e+49	1.48824e+50	5.89399e+50	5.44333e+50	9.13905e+19
7.94328e+04	3.43435e+38	3.42269e+29	3.17691e+38	3.29122e+29	3.86249e+49	1.09268e+50	3.56417e+49	1.18218e+50	4.68184e+50	4.32386e+50	5.76633e+19
1.00000e+05	2.72807e+38	1.71549e+29	2.52357e+38	1.64959e+29	3.06811e+49	8.67963e+49	2.83114e+49	9.39052e+49	3.71897e+50	3.43461e+50	3.63832e+19
1.25893e+05	2.16702e+38	8.59810e+28	2.00458e+38	8.26783e+28	2.43710e+49	6.89458e+49	2.24887e+49	7.45926e+49	2.95411e+50	2.72824e+50	2.29561e+19
1.58489e+05	1.72135e+38	4.30938e+28	1.59232e+38	4.14385e+28	1.93586e+49	5.47663e+49	1.78635e+49	5.92517e+49	2.34655e+50	2.16714e+50	1.44843e+19
1.99526e+05	1.36733e+38	2.15985e+28	1.26484e+38	2.07689e+28	1.53772e+49	4.35028e+49	1.41895e+49	4.70657e+49	1.86395e+50	1.72143e+50	9.13908e+18
