mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	3.72978e+39	2.14485e+32	3.42488e+39	2.05542e+32	4.37003e+50	1.19540e+51	4.01672e+50	1.30140e+51	5.22481e+51	4.80084e+51	2.35897e+23
1.25893e+04	2.96319e+39	1.07534e+32	2.72098e+39	1.03051e+32	3.47145e+50	9.49679e+50	3.19079e+50	1.03388e+51	4.15063e+51	3.81383e+51	1.48841e+23
1.58489e+04	2.35407e+39	5.39089e+31	2.16167e+39	5.16617e+31	2.75761e+50	7.54443e+50	2.53466e+50	8.21326e+50	3.29722e+51	3.02968e+51	9.39122e+22
1.99526e+04	1.87010e+39	2.70242e+31	1.71727e+39	2.58978e+31	2.19053e+50	5.99330e+50	2.01344e+50	6.52459e+50	2.61924e+51	2.40672e+51	5.92546e+22
2.51189e+04	1.48561e+39	1.35465e+31	1.36420e+39	1.29819e+31	1.74006e+50	4.76099e+50	1.59938e+50	5.18302e+50	2.08064e+51	1.91183e+51	3.73871e+22
3.16228e+04	1.18014e+39	6.79022e+30	1.08371e+39	6.50724e+30	1.38221e+50	3.78200e+50	1.27046e+50	4.11724e+50	1.65277e+51	1.51868e+51	2.35897e+22
3.98107e+04	9.37470e+38	3.40353e+30	8.60868e+38	3.26170e+30	1.09795e+50	3.00429e+50	1.00919e+50	3.27058e+50	1.31289e+51	1.20637e+51	1.48841e+22
5.01187e+04	7.44691e+38	1.70595e+30	6.83843e+38	1.63486e+30	8.72146e+49	2.38648e+50	8.01638e+49	2.59800e+50	1.04289e+51	9.58278e+50	9.39122e+21
6.30957e+04	5.91549e+38	8.55059e+29	5.43216e+38	8.19429e+29	6.92779e+49	1.89570e+50	6.36772e+49	2.06372e+50	8.28412e+50	7.61203e+50	5.92546e+21
7.94328e+04	4.69897e+38	4.28568e+29	4.31504e+38	4.10710e+29	5.50299e+49	1.50584e+50	5.05811e+49	1.63931e+50	6.58041e+50	6.04655e+50	3.73871e+21
1.00000e+05	3.73261e+38	2.14802e+29	3.42764e+38	2.05851e+29	4.37122e+49	1.19615e+50	4.01783e+49	1.30217e+50	5.22707e+50	4.80301e+50	2.35897e+21
1.25893e+05	2.96497e+38	1.07659e+29	2.72272e+38	1.03174e+29	3.47220e+49	9.50153e+49	3.19149e+49	1.03437e+50	4.15205e+50	3.81520e+50	1.48841e+21
1.58489e+05	2.35519e+38	5.39590e+28	2.16277e+38	5.17107e+28	2.75808e+49	7.54742e+49	2.53511e+49	8.21634e+49	3.29812e+50	3.03055e+50	9.39122e+20
1.99526e+05	1.87081e+38	2.70441e+28	1.71797e+38	2.59173e+28	2.19083e+49	5.99518e+49	2.01371e+49	6.52653e+49	2.61980e+50	2.40726e+50	5.92546e+20
