mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.95817e+39	1.19980e+32	1.81268e+39	1.15246e+32	2.37981e+50	6.41220e+50	2.21123e+50	6.91796e+50	2.81148e+51	2.60918e+51	1.08505e+20
1.25893e+04	1.55571e+39	6.01534e+31	1.44014e+39	5.77807e+31	1.89048e+50	5.09415e+50	1.75656e+50	5.49590e+50	2.23347e+51	2.07276e+51	6.84612e+19
1.58489e+04	1.23592e+39	3.01565e+31	1.14412e+39	2.89671e+31	1.50173e+50	4.04690e+50	1.39535e+50	4.36604e+50	1.77425e+51	1.64659e+51	4.31967e+19
1.99526e+04	9.81839e+38	1.51174e+31	9.08914e+38	1.45212e+31	1.19292e+50	3.21486e+50	1.10841e+50	3.46838e+50	1.40943e+51	1.30802e+51	2.72553e+19
2.51189e+04	7.79973e+38	7.57798e+30	7.22045e+38	7.27916e+30	9.47600e+49	2.55385e+50	8.80474e+49	2.75522e+50	1.11960e+51	1.03905e+51	1.71960e+19
3.16228e+04	6.19599e+38	3.79851e+30	5.73584e+38	3.64874e+30	7.52724e+49	2.02871e+50	6.99403e+49	2.18867e+50	8.89369e+50	8.25384e+50	1.08495e+19
3.98107e+04	4.92193e+38	1.90398e+30	4.55642e+38	1.82891e+30	5.97922e+49	1.61154e+50	5.55567e+49	1.73860e+50	7.06474e+50	6.55648e+50	6.84541e+18
5.01187e+04	3.90981e+38	9.54333e+29	3.61946e+38	9.16708e+29	4.74954e+49	1.28014e+50	4.41310e+49	1.38107e+50	5.61187e+50	5.20814e+50	4.31981e+18
6.30957e+04	3.10578e+38	4.78333e+29	2.87515e+38	4.59475e+29	3.77274e+49	1.01688e+50	3.50550e+49	1.09705e+50	4.45775e+50	4.13706e+50	2.72568e+18
7.94328e+04	2.46708e+38	2.39748e+29	2.28388e+38	2.30296e+29	2.99683e+49	8.07755e+49	2.78454e+49	8.71440e+49	3.54098e+50	3.28624e+50	1.71987e+18
1.00000e+05	1.95972e+38	1.20164e+29	1.81420e+38	1.15427e+29	2.38048e+49	6.41634e+49	2.21186e+49	6.92222e+49	2.81273e+50	2.61038e+50	1.08513e+18
1.25893e+05	1.55669e+38	6.02267e+28	1.44109e+38	5.78524e+28	1.89090e+49	5.09676e+49	1.75695e+49	5.49859e+49	2.23426e+50	2.07352e+50	6.84627e+17
1.58489e+05	1.23654e+38	3.01857e+28	1.14472e+38	2.89957e+28	1.50200e+49	4.04855e+49	1.39561e+49	4.36773e+49	1.77475e+50	1.64707e+50	4.31839e+17
1.99526e+05	9.82228e+37	1.51290e+28	9.09294e+37	1.45326e+28	1.19309e+49	3.21590e+49	1.10857e+49	3.46945e+49	1.40974e+50	1.30832e+50	2.72490e+17
2.51189e+05	7.80218e+37	7.58260e+27	7.22285e+37	7.28369e+27	9.47706e+48	2.55450e+49	8.80573e+48	2.75590e+49	1.11980e+50	1.03924e+50	1.71996e+17
3.16228e+05	6.19754e+37	3.80036e+27	5.73736e+37	3.65054e+27	7.52791e+48	2.02912e+49	6.99466e+48	2.18910e+49	8.89495e+49	8.25505e+49	1.08478e+17
3.98107e+05	4.92291e+37	1.90471e+27	4.55737e+37	1.82963e+27	5.97964e+48	1.61180e+49	5.55608e+48	1.73887e+49	7.06554e+49	6.55725e+49	6.83773e+16
