mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	2.79882e+39	1.23843e+32	2.51137e+39	1.17285e+32	3.28306e+50	8.77018e+50	2.94997e+50	9.76946e+50	3.92373e+51	3.52402e+51	1.14400e+24
1.25893e+04	2.22352e+39	6.20870e+31	1.99518e+39	5.87999e+31	2.60797e+50	6.96729e+50	2.34337e+50	7.76109e+50	3.11700e+51	2.79948e+51	7.21817e+23
1.58489e+04	1.76642e+39	3.11246e+31	1.58503e+39	2.94769e+31	2.07168e+50	5.53488e+50	1.86149e+50	6.16543e+50	2.47609e+51	2.22387e+51	4.55436e+23
1.99526e+04	1.40325e+39	1.56022e+31	1.25917e+39	1.47763e+31	1.64565e+50	4.39686e+50	1.47869e+50	4.89775e+50	1.96694e+51	1.76659e+51	2.87360e+23
2.51189e+04	1.11473e+39	7.82078e+30	1.00027e+39	7.40682e+30	1.30722e+50	3.49278e+50	1.17460e+50	3.89065e+50	1.56246e+51	1.40331e+51	1.81312e+23
3.16228e+04	8.85511e+38	3.92014e+30	7.94597e+38	3.71266e+30	1.03839e+50	2.77455e+50	9.33037e+49	3.09060e+50	1.24115e+51	1.11473e+51	1.14400e+23
3.98107e+04	7.03420e+38	1.96491e+30	6.31203e+38	1.86092e+30	8.24834e+49	2.20399e+50	7.41151e+49	2.45504e+50	9.85909e+50	8.85489e+50	7.21817e+22
5.01187e+04	5.58768e+38	9.84862e+29	5.01403e+38	9.32739e+29	6.55198e+49	1.75075e+50	5.88725e+49	1.95017e+50	7.83153e+50	7.03385e+50	4.55436e+22
6.30957e+04	4.43859e+38	4.93630e+29	3.98292e+38	4.67505e+29	5.20448e+49	1.39071e+50	4.67646e+49	1.54911e+50	6.22091e+50	5.58729e+50	2.87360e+22
7.94328e+04	3.52578e+38	2.47413e+29	3.16383e+38	2.34319e+29	4.13410e+49	1.10470e+50	3.71468e+49	1.23053e+50	4.94151e+50	4.43821e+50	1.81312e+22
1.00000e+05	2.80068e+38	1.24005e+29	2.51317e+38	1.17442e+29	3.28386e+49	8.77508e+49	2.95070e+49	9.77456e+49	3.92523e+50	3.52543e+50	1.14400e+22
1.25893e+05	2.22469e+38	6.21514e+28	1.99631e+38	5.88624e+28	2.60847e+49	6.97038e+49	2.34383e+49	7.76430e+49	3.11794e+50	2.80038e+50	7.21817e+21
1.58489e+05	1.76716e+38	3.11502e+28	1.58575e+38	2.95018e+28	2.07199e+49	5.53683e+49	1.86178e+49	6.16746e+49	2.47669e+50	2.22443e+50	4.55436e+21
1.99526e+05	1.40372e+38	1.56124e+28	1.25962e+38	1.47862e+28	1.64585e+49	4.39809e+49	1.47887e+49	4.89903e+49	1.96731e+50	1.76694e+50	2.87360e+21
