mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.49073e+37	5.08847e+27	1.63982e+36	8.06546e+26	1.72752e+48	5.70165e+47	1.90128e+47	5.18235e+48	2.07291e+49	2.28110e+48	9.34604e+37
1.58489e+04	9.40675e+36	1.27844e+27	1.03487e+36	2.02657e+26	1.09007e+48	3.59796e+47	1.19961e+47	3.27013e+48	1.30804e+49	1.43936e+48	2.34833e+37
2.51189e+04	5.93561e+36	3.21174e+26	6.53039e+35	5.09149e+25	6.87820e+47	2.27035e+47	7.56898e+46	2.06343e+48	8.25366e+48	9.08208e+47	5.89988e+36
3.98107e+04	3.74526e+36	8.06823e+25	4.12073e+35	1.27908e+25	4.33998e+47	1.43257e+47	4.77568e+46	1.30198e+48	5.20790e+48	5.73054e+47	1.48216e+36
6.30957e+04	2.36316e+36	2.02676e+25	2.60013e+35	3.21315e+24	2.73839e+47	9.03917e+46	3.01324e+46	8.21512e+47	3.28604e+48	3.61578e+47	3.72331e+35
1.00000e+05	1.49107e+36	5.09116e+24	1.64062e+35	8.07146e+23	1.72783e+47	5.70345e+46	1.90122e+46	5.18346e+47	2.07338e+48	2.28142e+47	9.35299e+34
1.58489e+05	9.40813e+35	1.27887e+24	1.03519e+35	2.02752e+23	1.09019e+47	3.59868e+46	1.19959e+46	3.27057e+47	1.30823e+48	1.43949e+47	2.34944e+34
2.51189e+05	5.93617e+35	3.21242e+23	6.53166e+34	5.09300e+22	6.87869e+46	2.27063e+46	7.56888e+45	2.06360e+47	8.25438e+47	9.08259e+46	5.90163e+33
3.98107e+05	3.74548e+35	8.06930e+22	4.12123e+34	1.27932e+22	4.34017e+46	1.43268e+46	4.77564e+45	1.30205e+47	5.20823e+47	5.73074e+46	1.48244e+33
6.30957e+05	2.36325e+35	2.02693e+22	2.60033e+34	3.21353e+21	2.73847e+46	9.03962e+45	3.01322e+45	8.21540e+46	3.28621e+47	3.61586e+46	3.72375e+32
1.00000e+06	1.49111e+35	5.09143e+21	1.64070e+34	8.07206e+20	1.72786e+46	5.70363e+45	1.90122e+45	5.18357e+46	2.07343e+47	2.28145e+46	9.35369e+31
