mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	9.54625e+38	1.67132e+31	7.54752e+38	1.47424e+31	1.11147e+50	2.62903e+50	8.79859e+49	3.32386e+50	1.33165e+51	1.05372e+51	3.55431e+25
1.25893e+04	7.58358e+38	8.37807e+30	5.99587e+38	7.39021e+30	8.82903e+49	2.08850e+50	6.98925e+49	2.64043e+50	1.05783e+51	8.37054e+50	2.24262e+25
1.58489e+04	6.02430e+38	4.19962e+30	4.76311e+38	3.70448e+30	7.01336e+49	1.65907e+50	5.55193e+49	2.09750e+50	8.40301e+50	6.64929e+50	1.41500e+25
1.99526e+04	4.78556e+38	2.10505e+30	3.78374e+38	1.85687e+30	5.57105e+49	1.31791e+50	4.41016e+49	1.66618e+50	6.67499e+50	5.28193e+50	8.92802e+24
2.51189e+04	3.80148e+38	1.05513e+30	3.00569e+38	9.30736e+29	4.42532e+49	1.04690e+50	3.50319e+49	1.32354e+50	5.30228e+50	4.19572e+50	5.63320e+24
3.16228e+04	3.01974e+38	5.28856e+29	2.38761e+38	4.66511e+29	3.51521e+49	8.31613e+49	2.78272e+49	1.05136e+50	4.21185e+50	3.33286e+50	3.55431e+24
3.98107e+04	2.39874e+38	2.65072e+29	1.89661e+38	2.33824e+29	2.79227e+49	6.60592e+49	2.21042e+49	8.35145e+49	3.34565e+50	2.64744e+50	2.24262e+24
5.01187e+04	1.90543e+38	1.32857e+29	1.50658e+38	1.17196e+29	2.21800e+49	5.24738e+49	1.75582e+49	6.63392e+49	2.65758e+50	2.10297e+50	1.41500e+24
6.30957e+04	1.51356e+38	6.65889e+28	1.19674e+38	5.87394e+28	1.76183e+49	4.16821e+49	1.39471e+49	5.26959e+49	2.11102e+50	1.67047e+50	8.92802e+23
7.94328e+04	1.20228e+38	3.33745e+28	9.50623e+37	2.94404e+28	1.39948e+49	3.31098e+49	1.10786e+49	4.18583e+49	1.67685e+50	1.32691e+50	5.63320e+23
