mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	7.72470e+38	1.12140e+31	5.88667e+38	9.67684e+30	8.98257e+49	2.04953e+50	6.85271e+49	2.68849e+50	1.07665e+51	8.21069e+50	6.16608e+25
1.25893e+04	6.13647e+38	5.62129e+30	4.67643e+38	4.85082e+30	7.13536e+49	1.62813e+50	5.44350e+49	2.13569e+50	8.55260e+50	6.52237e+50	3.89053e+25
1.58489e+04	4.87471e+38	2.81771e+30	3.71492e+38	2.43153e+30	5.66798e+49	1.29336e+50	4.32405e+49	1.69653e+50	6.79385e+50	5.18114e+50	2.45476e+25
1.99526e+04	3.87233e+38	1.41236e+30	2.95106e+38	1.21880e+30	4.50234e+49	1.02740e+50	3.43480e+49	1.34766e+50	5.39673e+50	4.11568e+50	1.54885e+25
2.51189e+04	3.07603e+38	7.07918e+29	2.34423e+38	6.10903e+29	3.57640e+49	8.16127e+49	2.72841e+49	1.07052e+50	4.28689e+50	3.26930e+50	9.77258e+24
3.16228e+04	2.44346e+38	3.54825e+29	1.86217e+38	3.06199e+29	2.84087e+49	6.48294e+49	2.16728e+49	8.50371e+49	3.40527e+50	2.59696e+50	6.16608e+24
3.98107e+04	1.94096e+38	1.77843e+29	1.47922e+38	1.53472e+29	2.25661e+49	5.14971e+49	1.72155e+49	6.75488e+49	2.70494e+50	2.06287e+50	3.89053e+24
5.01187e+04	1.54180e+38	8.91368e+28	1.17502e+38	7.69220e+28	1.79251e+49	4.09064e+49	1.36749e+49	5.36569e+49	2.14864e+50	1.63862e+50	2.45476e+24
6.30957e+04	1.22471e+38	4.46758e+28	9.33367e+37	3.85538e+28	1.42385e+49	3.24937e+49	1.08625e+49	4.26218e+49	1.70674e+50	1.30162e+50	1.54885e+24
7.94328e+04	9.72837e+37	2.23916e+28	7.41412e+37	1.93232e+28	1.13101e+49	2.58110e+49	8.62841e+48	3.38560e+49	1.35573e+50	1.03392e+50	9.77258e+23
1.00000e+05	7.72760e+37	1.12226e+28	5.88932e+37	9.68479e+27	8.98397e+48	2.05026e+49	6.85381e+48	2.68930e+49	1.07690e+50	8.21281e+49	6.16608e+23
1.25893e+05	6.13831e+37	5.62473e+27	4.67810e+37	4.85398e+27	7.13624e+48	1.62859e+49	5.44420e+48	2.13620e+49	8.55415e+49	6.52370e+49	3.89053e+23
1.58489e+05	4.87586e+37	2.81908e+27	3.71598e+37	2.43279e+27	5.66853e+48	1.29364e+49	4.32449e+48	1.69686e+49	6.79484e+49	5.18199e+49	2.45476e+23
1.99526e+05	3.87306e+37	1.41290e+27	2.95173e+37	1.21930e+27	4.50269e+48	1.02758e+49	3.43507e+48	1.34787e+49	5.39734e+49	4.11621e+49	1.54885e+23
2.51189e+05	3.07649e+37	7.08135e+26	2.34465e+37	6.11102e+26	3.57662e+48	8.16242e+48	2.72858e+48	1.07065e+49	4.28727e+49	3.26963e+49	9.77258e+22
3.16228e+05	2.44375e+37	3.54911e+26	1.86243e+37	3.06279e+26	2.84101e+48	6.48365e+48	2.16738e+48	8.50451e+48	3.40551e+49	2.59717e+49	6.16608e+22
3.98107e+05	1.94115e+37	1.77878e+26	1.47939e+37	1.53504e+26	2.25669e+48	5.15018e+48	1.72164e+48	6.75540e+48	2.70511e+49	2.06302e+49	3.89053e+22
5.01187e+05	1.54191e+37	8.91505e+25	1.17512e+37	7.69346e+25	1.79256e+48	4.09095e+48	1.36755e+48	5.36602e+48	2.14875e+49	1.63872e+49	2.45476e+22
6.30957e+05	1.22479e+37	4.46812e+25	9.33434e+36	3.85588e+25	1.42389e+48	3.24957e+48	1.08629e+48	4.26239e+48	1.70680e+49	1.30169e+49	1.54885e+22
7.94328e+05	9.72882e+36	2.23937e+25	7.41454e+36	1.93252e+25	1.13103e+48	2.58122e+48	8.62863e+47	3.38576e+48	1.35575e+49	1.03396e+49	9.77258e+21
1.00000e+06	7.72788e+36	1.12235e+25	5.88959e+36	9.68558e+24	8.98401e+47	2.05033e+48	6.85394e+47	2.68940e+48	1.07691e+49	8.21281e+48	6.16608e+21
1.25893e+06	6.13845e+36	5.62507e+24	4.67827e+36	4.85430e+24	7.13653e+47	1.62859e+48	5.44396e+47	2.13627e+48	8.55424e+48	6.52347e+48	3.89053e+21
1.58489e+06	4.87590e+36	2.81922e+24	3.71608e+36	2.43292e+24	5.66882e+47	1.29365e+48	4.32447e+47	1.69690e+48	6.79540e+48	5.18188e+48	2.45476e+21
1.99526e+06	3.87295e+36	1.41296e+24	2.95178e+36	1.21935e+24	4.50264e+47	1.02757e+48	3.43467e+47	1.34782e+48	5.39732e+48	4.11601e+48	1.54885e+21
2.51189e+06	3.07618e+36	7.08154e+23	2.34465e+36	6.11121e+23	3.57514e+47	8.16255e+47	2.72912e+47	1.07055e+48	4.28701e+48	3.26983e+48	9.77258e+20
3.16228e+06	2.44311e+36	3.54915e+23	1.86236e+36	3.06285e+23	2.83957e+47	6.48130e+47	2.16511e+47	8.49964e+47	3.40248e+48	2.59535e+48	6.16608e+20
3.98107e+06	1.93997e+36	1.77874e+23	1.47919e+36	1.53504e+23	2.25528e+47	5.14840e+47	1.72026e+47	6.74990e+47	2.70221e+48	2.06276e+48	3.89053e+20
5.01187e+06	1.53992e+36	8.91421e+22	1.17469e+36	7.69315e+22	1.79084e+47	4.08949e+47	1.36582e+47	5.35788e+47	2.14590e+48	1.63631e+48	2.45476e+20
6.30957e+06	1.22161e+36	4.46692e+22	9.32604e+35	3.85530e+22	1.41563e+47	3.24700e+47	1.08589e+47	4.24969e+47	1.70165e+48	1.30064e+48	1.54885e+20
7.94328e+06	9.68064e+35	2.23788e+22	7.39987e+35	1.93172e+22	1.12062e+47	2.57542e+47	8.59851e+46	3.36655e+47	1.34741e+48	1.03136e+48	9.77258e+19
1.00000e+07	7.65807e+35	1.12061e+22	5.86531e+35	9.67533e+21	8.85840e+46	2.03495e+47	6.75614e+46	2.66425e+47	1.06157e+48	8.12448e+47	6.16608e+19
1.25893e+07	6.04095e+35	5.60564e+21	4.64009e+35	4.84185e+21	6.91243e+46	1.61241e+47	5.36460e+46	2.10006e+47	8.39567e+47	6.48153e+47	3.89053e+19
1.58489e+07	4.74359e+35	2.79790e+21	3.65836e+35	2.41821e+21	5.39875e+46	1.26888e+47	4.19310e+46	1.64730e+47	6.57199e+47	5.09719e+47	2.45476e+19
1.99526e+07	3.69828e+35	1.39030e+21	2.86765e+35	1.20272e+21	4.16545e+46	9.90677e+46	3.24159e+46	1.28186e+47	5.05630e+47	3.93816e+47	1.54885e+19
2.51189e+07	2.85317e+35	6.85431e+20	2.22739e+35	5.93664e+20	3.15379e+46	7.63163e+46	2.47636e+46	9.77459e+46	3.87335e+47	3.07304e+47	9.77258e+18
3.16228e+07	2.17037e+35	3.33871e+20	1.70779e+35	2.89581e+20	2.34095e+46	5.79043e+46	1.83933e+46	7.39526e+46	2.90780e+47	2.26312e+47	6.16608e+18
3.98107e+07	1.62292e+35	1.60030e+20	1.28798e+35	1.39013e+20	1.73965e+46	4.35576e+46	1.35849e+46	5.51641e+46	2.16196e+47	1.75243e+47	3.89053e+18
5.01187e+07	1.19061e+35	7.52551e+19	9.53134e+34	6.54725e+19	1.37779e+46	3.04323e+46	8.30537e+45	4.14335e+46	1.54551e+47	1.02372e+47	2.45476e+18
6.30957e+07	8.56426e+34	3.46696e+19	6.91343e+34	3.02068e+19	9.86522e+45	2.20699e+46	6.22178e+45	3.00503e+46	1.12895e+47	9.04044e+46	1.54885e+18
7.94328e+07	6.04361e+34	1.56474e+19	4.91617e+34	1.36512e+19	6.21181e+45	1.76491e+46	6.32362e+45	2.06192e+46	9.63844e+46	8.04886e+46	9.77258e+17
1.00000e+08	4.18980e+34	6.92641e+18	3.43147e+34	6.04973e+18	4.61369e+45	1.27102e+46	4.08386e+45	1.58510e+46	4.91855e+46	5.32808e+46	6.16608e+17
1.25893e+08	2.85887e+34	3.01257e+18	2.35526e+34	2.63386e+18	3.29824e+45	8.96359e+45	2.95622e+45	1.10118e+46	3.46503e+46	3.72351e+46	3.89053e+17
1.58489e+08	1.92394e+34	1.29021e+18	1.59297e+34	1.12895e+18	2.31385e+45	6.16742e+45	2.06940e+45	5.77327e+45	2.36418e+46	2.52526e+46	2.45476e+17
1.99526e+08	1.27960e+34	5.45298e+17	1.06391e+34	4.77467e+17	9.17747e+44	3.40104e+45	7.08016e+44	2.76772e+45	1.08738e+46	1.14516e+46	1.54885e+17
2.51189e+08	8.42678e+33	2.27909e+17	7.03060e+33	1.99670e+17	8.12611e+44	2.58917e+45	7.05551e+44	2.11048e+45	8.97712e+45	9.60250e+45	9.77258e+16
3.16228e+08	5.50416e+33	9.43761e+16	4.60522e+33	8.27201e+16	2.02458e+44	1.11752e+45	1.65122e+44	7.09909e+44	4.82139e+45	5.40457e+45	6.16608e+16
3.98107e+08	3.57106e+33	3.87835e+16	2.99472e+33	3.40060e+16	4.42437e+43	4.05420e+44	2.99786e+43	5.17240e+43	2.42065e+45	2.87947e+45	3.89053e+16
5.01187e+08	2.30420e+33	1.58389e+16	1.93593e+33	1.38919e+16	1.52162e+45	2.00906e+45	1.44052e+45	1.77141e+45	1.47055e+46	1.47301e+46	2.45476e+16
6.30957e+08	1.48017e+33	6.43586e+15	1.24547e+33	5.64609e+15	-1.10001e+45	-1.20131e+45	-1.09220e+45	-1.34040e+45	-8.86295e+45	-8.83371e+45	1.54885e+16
7.94328e+08	9.47426e+32	2.60443e+15	7.98159e+32	2.28527e+15	3.78843e+43	7.40838e+43	-1.58924e+43	-1.95378e+43	8.70328e+44	5.44249e+44	9.77257e+15
1.00000e+09	6.04677e+32	1.05049e+15	5.09903e+32	9.21893e+14	5.34778e+44	6.63051e+44	4.86849e+44	6.00064e+44	5.07061e+45	4.86723e+45	6.16608e+15
