mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	8.07037e+38	1.21800e+31	6.19946e+38	1.05612e+31	9.38688e+49	2.15865e+50	7.21893e+49	2.80903e+50	1.12502e+51	8.64865e+50	5.51986e+25
1.25893e+04	6.41108e+38	6.10555e+30	4.92492e+38	5.29414e+30	7.45654e+49	1.71481e+50	5.73441e+49	2.23145e+50	8.93683e+50	6.87028e+50	3.48280e+25
1.58489e+04	5.09286e+38	3.06046e+30	3.91233e+38	2.65376e+30	5.92311e+49	1.36221e+50	4.55514e+49	1.77260e+50	7.09907e+50	5.45751e+50	2.19750e+25
1.99526e+04	4.04563e+38	1.53404e+30	3.10788e+38	1.33019e+30	4.70500e+49	1.08210e+50	3.61836e+49	1.40809e+50	5.63918e+50	4.33522e+50	1.38653e+25
2.51189e+04	3.21370e+38	7.68908e+29	2.46880e+38	6.66737e+29	3.73738e+49	8.59579e+49	2.87422e+49	1.11853e+50	4.47948e+50	3.44369e+50	8.74840e+24
3.16228e+04	2.55282e+38	3.85394e+29	1.96112e+38	3.34185e+29	2.96875e+49	6.82810e+49	2.28311e+49	8.88502e+49	3.55826e+50	2.73549e+50	5.51987e+24
3.98107e+04	2.02783e+38	1.93166e+29	1.55783e+38	1.67500e+29	2.35819e+49	5.42390e+49	1.81356e+49	7.05778e+49	2.82647e+50	2.17292e+50	3.48280e+24
5.01187e+04	1.61080e+38	9.68166e+28	1.23746e+38	8.39527e+28	1.87319e+49	4.30844e+49	1.44058e+49	5.60630e+49	2.24518e+50	1.72603e+50	2.19750e+24
6.30957e+04	1.27953e+38	4.85250e+28	9.82968e+37	4.20776e+28	1.48794e+49	3.42237e+49	1.14430e+49	4.45330e+49	1.78343e+50	1.37105e+50	1.38653e+24
7.94328e+04	1.01638e+38	2.43208e+28	7.80812e+37	2.10894e+28	1.18192e+49	2.71852e+49	9.08954e+48	3.53742e+49	1.41664e+50	1.08908e+50	8.74840e+23
1.00000e+05	8.07346e+37	1.21895e+28	6.20230e+37	1.05700e+28	9.38837e+48	2.15942e+49	7.22011e+48	2.80990e+49	1.12528e+50	8.65091e+49	5.51987e+23
1.25893e+05	6.41304e+37	6.10935e+27	4.92671e+37	5.29764e+27	7.45747e+48	1.71530e+49	5.73515e+48	2.23200e+49	8.93848e+49	6.87170e+49	3.48280e+23
1.58489e+05	5.09409e+37	3.06197e+27	3.91346e+37	2.65515e+27	5.92369e+48	1.36252e+49	4.55561e+48	1.77295e+49	7.10012e+49	5.45841e+49	2.19750e+23
1.99526e+05	4.04640e+37	1.53464e+27	3.10859e+37	1.33074e+27	4.70538e+48	1.08230e+49	3.61865e+48	1.40831e+49	5.63984e+49	4.33578e+49	1.38653e+23
2.51189e+05	3.21419e+37	7.69148e+26	2.46925e+37	6.66958e+26	3.73762e+48	8.59701e+48	2.87440e+48	1.11866e+49	4.47989e+49	3.44405e+49	8.74840e+22
3.16228e+05	2.55313e+37	3.85490e+26	1.96141e+37	3.34274e+26	2.96889e+48	6.82886e+48	2.28322e+48	8.88588e+48	3.55852e+49	2.73571e+49	5.51987e+22
3.98107e+05	2.02803e+37	1.93204e+26	1.55801e+37	1.67535e+26	2.35827e+48	5.42440e+48	1.81365e+48	7.05833e+48	2.82664e+49	2.17307e+49	3.48280e+22
5.01187e+05	1.61092e+37	9.68317e+25	1.23757e+37	8.39666e+25	1.87325e+48	4.30877e+48	1.44064e+48	5.60665e+48	2.24529e+49	1.72614e+49	2.19750e+22
6.30957e+05	1.27960e+37	4.85310e+25	9.83040e+36	4.20832e+25	1.48798e+48	3.42259e+48	1.14435e+48	4.45352e+48	1.78349e+49	1.37113e+49	1.38653e+22
7.94328e+05	1.01643e+37	2.43232e+25	7.80857e+36	2.10916e+25	1.18194e+48	2.71865e+48	9.08979e+47	3.53759e+48	1.41667e+49	1.08912e+49	8.74840e+21
1.00000e+06	8.07376e+36	1.21905e+25	6.20258e+36	1.05709e+25	9.38842e+47	2.15950e+48	7.22025e+47	2.81000e+48	1.12530e+49	8.65094e+48	5.51987e+21
1.25893e+06	6.41320e+36	6.10973e+24	4.92689e+36	5.29800e+24	7.45775e+47	1.71530e+48	5.73490e+47	2.23206e+48	8.93854e+48	6.87144e+48	3.48280e+21
1.58489e+06	5.09414e+36	3.06212e+24	3.91357e+36	2.65529e+24	5.92400e+47	1.36253e+48	4.55559e+47	1.77299e+48	7.10077e+48	5.45835e+48	2.19750e+21
1.99526e+06	4.04632e+36	1.53470e+24	3.10865e+36	1.33080e+24	4.70534e+47	1.08228e+48	3.61827e+47	1.40827e+48	5.63989e+48	4.33560e+48	1.38653e+21
2.51189e+06	3.21391e+36	7.69170e+23	2.46926e+36	6.66980e+23	3.73614e+47	8.59714e+47	2.87494e+47	1.11856e+48	4.47964e+48	3.44412e+48	8.74840e+20
3.16228e+06	2.55254e+36	3.85495e+23	1.96135e+36	3.34281e+23	2.96753e+47	6.82655e+47	2.28091e+47	8.88125e+47	3.55559e+48	2.73394e+48	5.51987e+20
3.98107e+06	2.02694e+36	1.93201e+23	1.55782e+36	1.67536e+23	2.35704e+47	5.42279e+47	1.81233e+47	7.05321e+47	2.82395e+48	2.17287e+48	3.48280e+20
5.01187e+06	1.60907e+36	9.68242e+22	1.23717e+36	8.39640e+22	1.87179e+47	4.30744e+47	1.43895e+47	5.59889e+47	2.24277e+48	1.72377e+48	2.19750e+20
6.30957e+06	1.27663e+36	4.85199e+22	9.82269e+35	4.20779e+22	1.48004e+47	3.42009e+47	1.14402e+47	4.44161e+47	1.77876e+48	1.37029e+48	1.38653e+20
7.94328e+06	1.01190e+36	2.43092e+22	7.79486e+35	2.10841e+22	1.17205e+47	2.71338e+47	9.06205e+46	3.51940e+47	1.40877e+48	1.08683e+48	8.74840e+19
1.00000e+07	8.00784e+35	1.21742e+22	6.17974e+35	1.05612e+22	9.27019e+46	2.14483e+47	7.12715e+46	2.78664e+47	1.11039e+48	8.56400e+47	5.51987e+19
1.25893e+07	6.32062e+35	6.09127e+21	4.89072e+35	5.28616e+21	7.24156e+46	1.70034e+47	5.66133e+46	2.19796e+47	8.79071e+47	6.83821e+47	3.48280e+19
1.58489e+07	4.96769e+35	3.04164e+21	3.85844e+35	2.64113e+21	5.66127e+46	1.33899e+47	4.43136e+46	1.72564e+47	6.88963e+47	5.38272e+47	2.19750e+19
1.99526e+07	3.87803e+35	1.51262e+21	3.02754e+35	1.31455e+21	4.37744e+46	1.04630e+47	3.43135e+46	1.34438e+47	5.30709e+47	4.16611e+47	1.38653e+19
2.51189e+07	2.99704e+35	7.46683e+20	2.35500e+35	6.49632e+20	3.31944e+46	8.08044e+46	2.62313e+46	1.02757e+47	4.07760e+47	3.25818e+47	8.74840e+18
3.16228e+07	2.28469e+35	3.64354e+20	1.80905e+35	3.17422e+20	2.47415e+46	6.14096e+46	1.95074e+46	7.78757e+46	3.06935e+47	2.40605e+47	5.51987e+18
3.98107e+07	1.71253e+35	1.75026e+20	1.36741e+35	1.52706e+20	1.84012e+46	4.62748e+46	1.44957e+46	5.82774e+46	2.28345e+47	1.86317e+47	3.48280e+18
5.01187e+07	1.25955e+35	8.25111e+19	1.01438e+35	7.20960e+19	1.45836e+46	3.24935e+46	8.89724e+45	4.38715e+46	1.63631e+47	1.10162e+47	2.19750e+18
6.30957e+07	9.08292e+34	3.81095e+19	7.37586e+34	3.33464e+19	1.04687e+46	2.36406e+46	6.70127e+45	3.19292e+46	1.20324e+47	9.62271e+46	1.38653e+18
7.94328e+07	6.42475e+34	1.72425e+19	5.25740e+34	1.51070e+19	6.61111e+45	1.88257e+46	6.71593e+45	2.19497e+46	1.02603e+47	8.55862e+46	8.74840e+17
1.00000e+08	4.46354e+34	7.64990e+18	3.67759e+34	6.71007e+18	4.94266e+45	1.34891e+46	4.36615e+45	1.67505e+46	5.24962e+46	5.60072e+46	5.51987e+17
1.25893e+08	3.05136e+34	3.33400e+18	2.52904e+34	2.92725e+18	3.51123e+45	9.50975e+45	3.14774e+45	1.16293e+46	3.71231e+46	3.94117e+46	3.48280e+17
1.58489e+08	2.05679e+34	1.43039e+18	1.71335e+34	1.25691e+18	2.50861e+45	6.63642e+45	2.24316e+45	6.23286e+45	2.55161e+46	2.71175e+46	2.19750e+17
1.99526e+08	1.36981e+34	6.05446e+17	1.14591e+34	5.32377e+17	9.76296e+44	3.66852e+45	8.15485e+44	3.03038e+45	1.16628e+46	1.28439e+46	1.38653e+17
2.51189e+08	9.03102e+33	2.53365e+17	7.58138e+33	2.22911e+17	8.40965e+44	2.79610e+45	7.43624e+44	2.27967e+45	9.52230e+45	1.00528e+46	8.74840e+16
