mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
5.01187e+05	2.07196e+37	1.55516e+26	1.66019e+37	1.38257e+26	2.41295e+48	5.78339e+48	1.93582e+48	7.21482e+48	2.89075e+49	2.31817e+49	1.12554e+22
6.30957e+05	1.64582e+37	7.79429e+25	1.31874e+37	6.92932e+25	1.91669e+48	4.59393e+48	1.53769e+48	5.73095e+48	2.29619e+49	1.84140e+49	7.10170e+21
7.94328e+05	1.30732e+37	3.90641e+25	1.04751e+37	3.47290e+25	1.52247e+48	3.64908e+48	1.22142e+48	4.55229e+48	1.82392e+49	1.46267e+49	4.48087e+21
1.00000e+06	1.03844e+37	1.95785e+25	8.32069e+36	1.74058e+25	1.20933e+48	2.89857e+48	9.70204e+47	3.61601e+48	1.44879e+49	1.16181e+49	2.82724e+21
1.25893e+06	8.24864e+36	9.81250e+24	6.60937e+36	8.72356e+24	9.60644e+47	2.30236e+48	7.70625e+47	2.87230e+48	1.15082e+49	9.22836e+48	1.78387e+21
1.58489e+06	6.55211e+36	4.91791e+24	5.25001e+36	4.37215e+24	7.63078e+47	1.82885e+48	6.12151e+47	2.28156e+48	9.14197e+48	7.33048e+48	1.12554e+21
1.99526e+06	5.20447e+36	2.46479e+24	4.17023e+36	2.19127e+24	6.06115e+47	1.45269e+48	4.86210e+47	1.81225e+48	7.26134e+48	5.82272e+48	7.10170e+20
2.51189e+06	4.13394e+36	1.23532e+24	3.31252e+36	1.09824e+24	4.81313e+47	1.15396e+48	3.86313e+47	1.43949e+48	5.76784e+48	4.62559e+48	4.48087e+20
3.16228e+06	3.28348e+36	6.19127e+23	2.63119e+36	5.50422e+23	3.82325e+47	9.16363e+47	3.06572e+47	1.14307e+48	4.57892e+48	3.67218e+48	2.82724e+20
3.98107e+06	2.60776e+36	3.10296e+23	2.08995e+36	2.75863e+23	3.03723e+47	7.27948e+47	2.43598e+47	9.07929e+47	3.63729e+48	2.91852e+48	1.78387e+20
5.01187e+06	2.07076e+36	1.55513e+23	1.65995e+36	1.38258e+23	2.41283e+47	5.78292e+47	1.93461e+47	7.20966e+47	2.88955e+48	2.31604e+48	1.12554e+20
6.30957e+06	1.64384e+36	7.79365e+22	1.31825e+36	6.92906e+22	1.91013e+47	4.59315e+47	1.53855e+47	5.72287e+47	2.29332e+48	1.84135e+48	7.10170e+19
7.94328e+06	1.30422e+36	3.90551e+22	1.04660e+36	3.47243e+22	1.51479e+47	3.64613e+47	1.22025e+47	4.53964e+47	1.81864e+48	1.46150e+48	4.48087e+19
1.00000e+07	1.03378e+36	1.95672e+22	8.30491e+35	1.73992e+22	1.20074e+47	2.88668e+47	9.62326e+46	3.60029e+47	1.43719e+48	1.15451e+48	2.82724e+19
1.25893e+07	8.18098e+35	9.79901e+21	6.58329e+35	8.71489e+21	9.42486e+46	2.29215e+47	7.65829e+46	2.84755e+47	1.14054e+48	9.22313e+47	1.78387e+19
1.58489e+07	6.45599e+35	4.90190e+21	5.20833e+35	4.36096e+21	7.41401e+46	1.81159e+47	6.02793e+46	2.24587e+47	8.98447e+47	7.28752e+47	1.12554e+19
1.99526e+07	5.07050e+35	2.44615e+21	4.10550e+35	2.17731e+21	5.77715e+46	1.42392e+47	4.70321e+46	1.76114e+47	6.97892e+47	5.68179e+47	7.10170e+18
2.51189e+07	3.95197e+35	1.21464e+21	3.21571e+35	1.08195e+21	4.43439e+46	1.10868e+47	3.63544e+46	1.36030e+47	5.41161e+47	4.47446e+47	4.48087e+18
3.16228e+07	3.04577e+35	5.97952e+20	2.49387e+35	5.33145e+20	3.34567e+46	8.52284e+46	2.74380e+46	1.04291e+47	4.12310e+47	3.35707e+47	2.82724e+18
3.98107e+07	2.31272e+35	2.90591e+20	1.90751e+35	2.59393e+20	2.52310e+46	6.49768e+46	2.06291e+46	7.90819e+46	3.11504e+47	2.62198e+47	1.78387e+18
5.01187e+07	1.72515e+35	1.38868e+20	1.43415e+35	1.24112e+20	1.99823e+46	4.65647e+46	1.32192e+46	6.00621e+46	2.26364e+47	1.62375e+47	1.12554e+18
6.30957e+07	1.26204e+35	6.50799e+19	1.05755e+35	5.82367e+19	1.45313e+46	3.43009e+46	9.92731e+45	4.42420e+46	1.67753e+47	1.39258e+47	7.10170e+17
7.94328e+07	9.05126e+34	2.98751e+19	7.64273e+34	2.67650e+19	9.38727e+45	2.72157e+46	9.48271e+45	3.09305e+46	1.41570e+47	1.20782e+47	4.48087e+17
1.00000e+08	6.36889e+34	1.34369e+19	5.41550e+34	1.20507e+19	6.93660e+45	1.95839e+46	6.23486e+45	2.36730e+46	7.59779e+46	8.04045e+46	2.82724e+17
1.25893e+08	4.40355e+34	5.92894e+18	3.76763e+34	5.32221e+18	4.96122e+45	1.38536e+46	4.49884e+45	1.65869e+46	5.38764e+46	5.68939e+46	1.78387e+17
1.58489e+08	2.99759e+34	2.57141e+18	2.57847e+34	2.31008e+18	3.56475e+45	9.67405e+45	3.27074e+45	9.18327e+45	3.80835e+46	4.01128e+46	1.12554e+17
1.99526e+08	2.01315e+34	1.09857e+18	1.73955e+34	9.87573e+17	1.53320e+45	5.57735e+45	1.31666e+45	4.84656e+45	1.82045e+46	1.95845e+46	7.10170e+16
2.51189e+08	1.33659e+34	4.63336e+17	1.15932e+34	4.16748e+17	1.26296e+45	4.17269e+45	1.09371e+45	3.52298e+45	1.42308e+46	1.48283e+46	4.48087e+16
3.16228e+08	8.78920e+33	1.93316e+17	7.64746e+33	1.73956e+17	4.37759e+44	1.98977e+45	3.59357e+44	1.50254e+45	7.84335e+45	8.37931e+45	2.82724e+16
3.98107e+08	5.73394e+33	7.99364e+16	5.00189e+33	7.19570e+16	1.65274e+44	9.87377e+44	1.26105e+44	4.08034e+44	4.95852e+45	5.40829e+45	1.78387e+16
5.01187e+08	3.71646e+33	3.28109e+16	3.24874e+33	2.95444e+16	2.10510e+45	2.94165e+45	1.96971e+45	2.55605e+45	2.08583e+46	2.05766e+46	1.12555e+16
6.30957e+08	2.39609e+33	1.33870e+16	2.09808e+33	1.20570e+16	-1.40893e+45	-1.48617e+45	-1.40218e+45	-1.71915e+45	-1.10080e+46	-1.09352e+46	7.10170e+15
7.94328e+08	1.53819e+33	5.43534e+15	1.34872e+33	4.89630e+15	2.03593e+44	3.48292e+44	1.56609e+44	1.92605e+44	2.73608e+45	2.56046e+45	4.48087e+15
1.00000e+09	9.84043e+32	2.19818e+15	8.63771e+32	1.98048e+15	7.12410e+44	9.53698e+44	6.90535e+44	8.50867e+44	6.91924e+45	7.00412e+45	2.82724e+15
