mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.07261e+39	2.08036e+31	8.63714e+38	1.85482e+31	1.24975e+50	3.00938e+50	1.00768e+50	3.73557e+50	1.49696e+51	1.20649e+51	2.58049e+25
1.25893e+04	8.52089e+38	1.04286e+31	6.86151e+38	9.29810e+30	9.92748e+49	2.39065e+50	8.00463e+49	2.96750e+50	1.18915e+51	9.58408e+50	1.62818e+25
1.58489e+04	6.76892e+38	5.22750e+30	5.45079e+38	4.66087e+30	7.88593e+49	1.89910e+50	6.35851e+49	2.35732e+50	9.44620e+50	7.61330e+50	1.02731e+25
1.99526e+04	5.37708e+38	2.62029e+30	4.33003e+38	2.33628e+30	6.26417e+49	1.50859e+50	5.05088e+49	1.87258e+50	7.50366e+50	6.04771e+50	6.48190e+24
2.51189e+04	4.27138e+38	1.31339e+30	3.43967e+38	1.17104e+30	4.97591e+49	1.19837e+50	4.01214e+49	1.48750e+50	5.96055e+50	4.80403e+50	4.08980e+24
3.16228e+04	3.39301e+38	6.58306e+29	2.73235e+38	5.86959e+29	3.95257e+49	9.51935e+49	3.18701e+49	1.18160e+50	4.73475e+50	3.81607e+50	2.58049e+24
3.98107e+04	2.69525e+38	3.29956e+29	2.17046e+38	2.94196e+29	3.13967e+49	7.56171e+49	2.53156e+49	9.38604e+49	3.76101e+50	3.03128e+50	1.62818e+24
5.01187e+04	2.14097e+38	1.65378e+29	1.72411e+38	1.47455e+29	2.49396e+49	6.00661e+49	2.01091e+49	7.45575e+49	2.98752e+50	2.40787e+50	1.02731e+24
6.30957e+04	1.70066e+38	8.28887e+28	1.36954e+38	7.39058e+28	1.98104e+49	4.77131e+49	1.59734e+49	5.92241e+49	2.37310e+50	1.91266e+50	6.48190e+23
7.94328e+04	1.35091e+38	4.15441e+28	1.08788e+38	3.70419e+28	1.57360e+49	3.79004e+49	1.26882e+49	4.70439e+49	1.88504e+50	1.51930e+50	4.08980e+23
