mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	7.90587e+38	1.17157e+31	6.05045e+38	1.01358e+31	9.19446e+49	2.10667e+50	7.04445e+49	2.75167e+50	1.10200e+51	8.44000e+50	5.81604e+25
1.25893e+04	6.28040e+38	5.87279e+30	4.80654e+38	5.08089e+30	7.30368e+49	1.67352e+50	5.59582e+49	2.18588e+50	8.75397e+50	6.70453e+50	3.66967e+25
1.58489e+04	4.98904e+38	2.94378e+30	3.81829e+38	2.54686e+30	5.80169e+49	1.32941e+50	4.44505e+49	1.73640e+50	6.95382e+50	5.32585e+50	2.31541e+25
1.99526e+04	3.96316e+38	1.47555e+30	3.03317e+38	1.27661e+30	4.60855e+49	1.05604e+50	3.53091e+49	1.37933e+50	5.52380e+50	4.23063e+50	1.46092e+25
2.51189e+04	3.14818e+38	7.39594e+29	2.40946e+38	6.39879e+29	3.66077e+49	8.38879e+49	2.80475e+49	1.09568e+50	4.38782e+50	3.36061e+50	9.21781e+24
3.16228e+04	2.50078e+38	3.70701e+29	1.91398e+38	3.20723e+29	2.90789e+49	6.66367e+49	2.22793e+49	8.70356e+49	3.48545e+50	2.66949e+50	5.81604e+24
3.98107e+04	1.98649e+38	1.85801e+29	1.52038e+38	1.60752e+29	2.30985e+49	5.29328e+49	1.76973e+49	6.91364e+49	2.76863e+50	2.12049e+50	3.66967e+24
5.01187e+04	1.57796e+38	9.31253e+28	1.20771e+38	8.05707e+28	1.83479e+49	4.20468e+49	1.40576e+49	5.49179e+49	2.19923e+50	1.68439e+50	2.31541e+24
6.30957e+04	1.25344e+38	4.66749e+28	9.59339e+37	4.03825e+28	1.45744e+49	3.33995e+49	1.11664e+49	4.36235e+49	1.74693e+50	1.33798e+50	1.46092e+24
7.94328e+04	9.95658e+37	2.33935e+28	7.62043e+37	2.02398e+28	1.15769e+49	2.65305e+49	8.86984e+48	3.46517e+49	1.38765e+50	1.06280e+50	9.21781e+23
1.00000e+05	7.90888e+37	1.17248e+28	6.05320e+37	1.01442e+28	9.19591e+48	2.10742e+49	7.04560e+48	2.75251e+49	1.10226e+50	8.44219e+49	5.81604e+23
1.25893e+05	6.28230e+37	5.87642e+27	4.80828e+37	5.08423e+27	7.30459e+48	1.67399e+49	5.59653e+48	2.18641e+49	8.75558e+49	6.70591e+49	3.66968e+23
1.58489e+05	4.99024e+37	2.94523e+27	3.81938e+37	2.54819e+27	5.80226e+48	1.32971e+49	4.44550e+48	1.73674e+49	6.95483e+49	5.32672e+49	2.31541e+23
1.99526e+05	3.96391e+37	1.47613e+27	3.03386e+37	1.27713e+27	4.60892e+48	1.05623e+49	3.53119e+48	1.37955e+49	5.52443e+49	4.23117e+49	1.46092e+23
2.51189e+05	3.14866e+37	7.39823e+26	2.40990e+37	6.40090e+26	3.66100e+48	8.38997e+48	2.80493e+48	1.09582e+49	4.38822e+49	3.36095e+49	9.21781e+22
3.16228e+05	2.50108e+37	3.70792e+26	1.91426e+37	3.20807e+26	2.90803e+48	6.66440e+48	2.22803e+48	8.70439e+48	3.48570e+49	2.66971e+49	5.81604e+22
3.98107e+05	1.98668e+37	1.85837e+26	1.52055e+37	1.60785e+26	2.30993e+48	5.29376e+48	1.76981e+48	6.91417e+48	2.76880e+49	2.12064e+49	3.66968e+22
5.01187e+05	1.57808e+37	9.31398e+25	1.20782e+37	8.05840e+25	1.83485e+48	4.20500e+48	1.40582e+48	5.49213e+48	2.19934e+49	1.68449e+49	2.31541e+22
6.30957e+05	1.25352e+37	4.66806e+25	9.59408e+36	4.03878e+25	1.45748e+48	3.34017e+48	1.11669e+48	4.36257e+48	1.74699e+49	1.33805e+49	1.46092e+22
