mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	6.47357e+38	8.02845e+30	4.76631e+38	6.78387e+30	7.52042e+49	1.65882e+50	5.54208e+49	2.25232e+50	9.01689e+50	6.64289e+50	9.49061e+25
1.25893e+04	5.14255e+38	4.02442e+30	3.78638e+38	3.40059e+30	5.97388e+49	1.31775e+50	4.40239e+49	1.78920e+50	7.16273e+50	5.27693e+50	5.98817e+25
1.58489e+04	4.08513e+38	2.01725e+30	3.00786e+38	1.70457e+30	4.74535e+49	1.04679e+50	3.49704e+49	1.42128e+50	5.68978e+50	4.19180e+50	3.77828e+25
1.99526e+04	3.24510e+38	1.01112e+30	2.38937e+38	8.54403e+29	3.76945e+49	8.31534e+49	2.77786e+49	1.12901e+50	4.51969e+50	3.32978e+50	2.38394e+25
2.51189e+04	2.57778e+38	5.06804e+29	1.89804e+38	4.28254e+29	2.99423e+49	6.60536e+49	2.20657e+49	8.96834e+49	3.59021e+50	2.64501e+50	1.50416e+25
3.16228e+04	2.04766e+38	2.54020e+29	1.50772e+38	2.14650e+29	2.37843e+49	5.24699e+49	1.75276e+49	7.12399e+49	2.85186e+50	2.10106e+50	9.49062e+24
3.98107e+04	1.62656e+38	1.27318e+29	1.19767e+38	1.07586e+29	1.88928e+49	4.16793e+49	1.39229e+49	5.65890e+49	2.26535e+50	1.66896e+50	5.98818e+24
5.01187e+04	1.29205e+38	6.38129e+28	9.51362e+37	5.39231e+28	1.50072e+49	3.31077e+49	1.10594e+49	4.49510e+49	1.79945e+50	1.32572e+50	3.77828e+24
6.30957e+04	1.02633e+38	3.19833e+28	7.55709e+37	2.70265e+28	1.19207e+49	2.62988e+49	8.78487e+48	3.57063e+49	1.42937e+50	1.05307e+50	2.38394e+24
7.94328e+04	8.15250e+37	1.60300e+28	6.00290e+37	1.35457e+28	9.46900e+48	2.08901e+49	6.97811e+48	2.83628e+49	1.13540e+50	8.36489e+49	1.50416e+24
1.00000e+05	6.47583e+37	8.03420e+27	4.76833e+37	6.78909e+27	7.52153e+48	1.65938e+49	5.54293e+48	2.25296e+49	9.01883e+49	6.64451e+49	9.49062e+23
