mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	7.03973e+38	9.40920e+30	5.27082e+38	8.03288e+30	8.18182e+49	1.83474e+50	6.13206e+49	2.44967e+50	9.80844e+50	7.34872e+50	7.75931e+25
1.25893e+04	5.59232e+38	4.71657e+30	4.18718e+38	4.02671e+30	6.49928e+49	1.45750e+50	4.87104e+49	1.94597e+50	7.79151e+50	5.83763e+50	4.89579e+25
1.58489e+04	4.44243e+38	2.36420e+30	3.32626e+38	2.01842e+30	5.16270e+49	1.15781e+50	3.86932e+49	1.54582e+50	6.18927e+50	4.63721e+50	3.08904e+25
1.99526e+04	3.52893e+38	1.18504e+30	2.64231e+38	1.01172e+30	4.10097e+49	9.19725e+49	3.07358e+49	1.22794e+50	4.91647e+50	3.68360e+50	1.94905e+25
2.51189e+04	2.80324e+38	5.93975e+29	2.09896e+38	5.07109e+29	3.25757e+49	7.30592e+49	2.44147e+49	9.75422e+49	3.90539e+50	2.92607e+50	1.22977e+25
3.16228e+04	2.22677e+38	2.97713e+29	1.66733e+38	2.54175e+29	2.58762e+49	5.80348e+49	1.93936e+49	7.74826e+49	3.10222e+50	2.32431e+50	7.75931e+24
3.98107e+04	1.76883e+38	1.49218e+29	1.32445e+38	1.27397e+29	2.05544e+49	4.60998e+49	1.54051e+49	6.15479e+49	2.46422e+50	1.84630e+50	4.89579e+24
5.01187e+04	1.40506e+38	7.47892e+28	1.05208e+38	6.38525e+28	1.63271e+49	3.66191e+49	1.22368e+49	4.88900e+49	1.95743e+50	1.46659e+50	3.08904e+24
6.30957e+04	1.11610e+38	3.74847e+28	8.35710e+37	3.20032e+28	1.29692e+49	2.90881e+49	9.72009e+48	3.88353e+49	1.55485e+50	1.16497e+50	1.94905e+24
7.94328e+04	8.86560e+37	1.87873e+28	6.63839e+37	1.60401e+28	1.03018e+49	2.31058e+49	7.72098e+48	3.08483e+49	1.23507e+50	9.25374e+49	1.22977e+24
1.00000e+05	7.04227e+37	9.41618e+27	5.27312e+37	8.03926e+27	8.18307e+48	1.83537e+49	6.13302e+48	2.45039e+49	9.81061e+49	7.35056e+49	7.75931e+23
1.25893e+05	5.59392e+37	4.71935e+27	4.18863e+37	4.02925e+27	6.50006e+48	1.45790e+49	4.87165e+48	1.94642e+49	7.79288e+49	5.83879e+49	4.89580e+23
1.58489e+05	4.44344e+37	2.36531e+27	3.32718e+37	2.01944e+27	5.16319e+48	1.15806e+49	3.86970e+48	1.54611e+49	6.19013e+49	4.63794e+49	3.08904e+23
1.99526e+05	3.52957e+37	1.18548e+27	2.64289e+37	1.01213e+27	4.10129e+48	9.19882e+48	3.07381e+48	1.22812e+49	4.91701e+49	3.68405e+49	1.94905e+23
2.51189e+05	2.80365e+37	5.94150e+26	2.09933e+37	5.07270e+26	3.25777e+48	7.30691e+48	2.44162e+48	9.75534e+48	3.90573e+49	2.92636e+49	1.22977e+23
3.16228e+05	2.22702e+37	2.97782e+26	1.66756e+37	2.54239e+26	2.58773e+48	5.80410e+48	1.93944e+48	7.74896e+48	3.10244e+49	2.32449e+49	7.75931e+22
3.98107e+05	1.76899e+37	1.49246e+26	1.32460e+37	1.27422e+26	2.05551e+48	4.61039e+48	1.54058e+48	6.15524e+48	2.46437e+49	1.84643e+49	4.89580e+22
5.01187e+05	1.40516e+37	7.48003e+25	1.05217e+37	6.38626e+25	1.63276e+48	3.66218e+48	1.22373e+48	4.88929e+48	1.95752e+49	1.46668e+49	3.08904e+22
6.30957e+05	1.11616e+37	3.74891e+25	8.35768e+36	3.20072e+25	1.29695e+48	2.90899e+48	9.72051e+47	3.88371e+48	1.55490e+49	1.16503e+49	1.94905e+22
7.94328e+05	8.86600e+36	1.87891e+25	6.63875e+36	1.60417e+25	1.03020e+48	2.31068e+48	7.72120e+47	3.08497e+48	1.23510e+49	9.25412e+48	1.22977e+22
1.00000e+06	7.04251e+36	9.41688e+24	5.27335e+36	8.03989e+24	8.18308e+47	1.83544e+48	6.13314e+47	2.45047e+48	9.81069e+48	7.35055e+48	7.75931e+21
1.25893e+06	5.59404e+36	4.71963e+24	4.18878e+36	4.02950e+24	6.50031e+47	1.45789e+48	4.87140e+47	1.94647e+48	7.79292e+48	5.83853e+48	4.89580e+21
1.58489e+06	4.44344e+36	2.36542e+24	3.32726e+36	2.01954e+24	5.16343e+47	1.15806e+48	3.86964e+47	1.54613e+48	6.19063e+48	4.63782e+48	3.08904e+21
1.99526e+06	3.52942e+36	1.18552e+24	2.64293e+36	1.01217e+24	4.10115e+47	9.19861e+47	3.07341e+47	1.22805e+48	4.91689e+48	3.68383e+48	1.94905e+21
2.51189e+06	2.80326e+36	5.94164e+23	2.09932e+36	5.07285e+23	3.25617e+47	7.30703e+47	2.44209e+47	9.75399e+47	3.90526e+48	2.92643e+48	1.22977e+21
3.16228e+06	2.22626e+36	2.97784e+23	1.66747e+36	2.54243e+23	2.58608e+47	5.80173e+47	1.93717e+47	7.74368e+47	3.09925e+48	2.32270e+48	7.75931e+20
3.98107e+06	1.76761e+36	1.49240e+23	1.32435e+36	1.27421e+23	2.05375e+47	4.60847e+47	1.53909e+47	6.14902e+47	2.46113e+48	1.84604e+48	4.89580e+20
5.01187e+06	1.40285e+36	7.47899e+22	1.05166e+36	6.38584e+22	1.63039e+47	3.66024e+47	1.22167e+47	4.87981e+47	1.95405e+48	1.46412e+48	3.08904e+20
6.30957e+06	1.11251e+36	3.74749e+22	8.34802e+35	3.20003e+22	1.28803e+47	2.90559e+47	9.71130e+46	3.86924e+47	1.54889e+48	1.16364e+48	1.94905e+20
7.94328e+06	8.81118e+35	1.87718e+22	6.62191e+35	1.60323e+22	1.01874e+47	2.30373e+47	7.68413e+46	3.06318e+47	1.22554e+48	9.22307e+47	1.22977e+20
1.00000e+07	6.96390e+35	9.39721e+21	5.24584e+35	8.02825e+21	8.04245e+46	1.81865e+47	6.02896e+46	2.42189e+47	9.64237e+47	7.25513e+47	7.75931e+19
1.25893e+07	5.48549e+35	4.69801e+21	4.14611e+35	4.01567e+21	6.26000e+46	1.43960e+47	4.77935e+46	1.90615e+47	7.61465e+47	5.78623e+47	4.89580e+19
1.58489e+07	4.29817e+35	2.34228e+21	3.26380e+35	2.00364e+21	4.87477e+46	1.13083e+47	3.72523e+46	1.49146e+47	5.94578e+47	4.54143e+47	3.08904e+19
1.99526e+07	3.34088e+35	1.16166e+21	2.55228e+35	9.94791e+20	3.74377e+46	8.80057e+46	2.86997e+46	1.15686e+47	4.55387e+47	3.49555e+47	1.94905e+19
2.51189e+07	2.56724e+35	5.71016e+20	1.97581e+35	4.89664e+20	2.82211e+46	6.75295e+46	2.18138e+46	8.78044e+46	3.47505e+47	2.72076e+47	1.22977e+19
3.16228e+07	1.94358e+35	2.77024e+20	1.50845e+35	2.37932e+20	2.08576e+46	5.10158e+46	1.61236e+46	6.61056e+46	2.59665e+47	1.99015e+47	7.75931e+18
3.98107e+07	1.44566e+35	1.32138e+20	1.13204e+35	1.13681e+20	1.54213e+46	3.81670e+46	1.18807e+46	4.90613e+46	1.91926e+47	1.53698e+47	4.89580e+18
5.01187e+07	1.05478e+35	6.18081e+19	8.33334e+34	5.32623e+19	1.22150e+46	2.64530e+46	7.03698e+45	3.66150e+46	1.36375e+47	8.76723e+46	3.08904e+18
6.30957e+07	7.54683e+34	2.83208e+19	6.01278e+34	2.44425e+19	8.71572e+45	1.91413e+46	5.36791e+45	2.65424e+46	9.96305e+46	7.79914e+46	1.94905e+18
7.94328e+07	5.29925e+34	1.27160e+19	4.25449e+34	1.09897e+19	5.42710e+45	1.53510e+46	5.48389e+45	1.80302e+46	8.49332e+46	7.02595e+46	1.22977e+18
1.00000e+08	3.65744e+34	5.60215e+18	2.95623e+34	4.84738e+18	4.08733e+45	1.10237e+46	3.57704e+45	1.38991e+46	4.32501e+46	4.65518e+46	7.75931e+17
1.25893e+08	2.48594e+34	2.42640e+18	2.02101e+34	2.10161e+18	2.89520e+45	7.74230e+45	2.58144e+45	9.64821e+45	3.03423e+46	3.24185e+46	4.89580e+17
1.58489e+08	1.66743e+34	1.03542e+18	1.36223e+34	8.97576e+17	2.07310e+45	5.26429e+45	1.83118e+45	4.91855e+45	2.08259e+46	2.19475e+46	3.08904e+17
1.99526e+08	1.10590e+34	4.36274e+17	9.07176e+33	3.78457e+17	8.34163e+44	3.01780e+45	6.93284e+44	2.44466e+45	9.89058e+45	1.06996e+46	1.94905e+17
2.51189e+08	7.26605e+33	1.81878e+17	5.98044e+33	1.57864e+17	7.14394e+44	2.28825e+45	6.20772e+44	1.84294e+45	7.84737e+45	8.28527e+45	1.22977e+17
3.16228e+08	4.73697e+33	7.51562e+16	3.90956e+33	6.52632e+16	1.35343e+44	9.27380e+44	1.24229e+44	5.55585e+44	3.74791e+45	4.47897e+45	7.75931e+16
3.98107e+08	3.06855e+33	3.08320e+16	2.53822e+33	2.67835e+16	-1.31312e+43	2.51933e+44	-4.99313e+43	-4.97421e+43	1.58589e+45	1.77628e+45	4.89580e+16
5.01187e+08	1.97747e+33	1.25740e+16	1.63866e+33	1.09262e+16	1.37233e+45	1.83325e+45	1.32431e+45	1.62956e+45	1.31654e+46	1.34337e+46	3.08904e+16
6.30957e+08	1.26899e+33	5.10342e+15	1.05310e+33	4.43569e+15	-9.52768e+44	-9.74165e+44	-8.89933e+44	-1.09250e+45	-7.69115e+45	-7.16116e+45	1.94905e+16
7.94328e+08	8.11590e+32	2.06334e+15	6.74300e+32	1.79372e+15	6.19417e+43	1.06877e+44	2.20370e+43	2.70923e+43	9.95681e+44	7.85672e+44	1.22977e+16
1.00000e+09	5.17642e+32	8.31631e+14	4.30479e+32	7.23070e+14	5.03446e+44	6.28925e+44	4.66184e+44	5.74609e+44	4.72621e+45	4.61548e+45	7.75931e+15
