mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	3.58465e+39	2.26696e+32	3.31394e+39	2.18042e+32	3.91777e+50	1.12843e+51	3.60409e+50	1.22254e+51	4.79573e+51	4.41931e+51	5.21381e+22
1.25893e+04	2.84789e+39	1.13657e+32	2.63285e+39	1.09319e+32	3.11219e+50	8.96477e+50	2.86301e+50	9.71232e+50	3.80978e+51	3.51076e+51	3.28969e+22
1.58489e+04	2.26248e+39	5.69790e+31	2.09166e+39	5.48046e+31	2.47223e+50	7.12181e+50	2.27428e+50	7.71564e+50	3.02646e+51	2.78893e+51	2.07565e+22
1.99526e+04	1.79736e+39	2.85634e+31	1.66167e+39	2.74735e+31	1.96384e+50	5.65759e+50	1.80660e+50	6.12929e+50	2.40416e+51	2.21548e+51	1.30965e+22
2.51189e+04	1.42782e+39	1.43181e+31	1.32003e+39	1.37718e+31	1.55998e+50	4.49432e+50	1.43508e+50	4.86902e+50	1.90979e+51	1.75991e+51	8.26333e+21
3.16228e+04	1.13424e+39	7.17706e+30	1.04862e+39	6.90324e+30	1.23917e+50	3.57018e+50	1.13995e+50	3.86782e+50	1.51706e+51	1.39801e+51	5.21381e+21
3.98107e+04	9.01008e+38	3.59744e+30	8.32997e+38	3.46020e+30	9.84325e+49	2.83603e+50	9.05516e+49	3.07245e+50	1.20509e+51	1.11051e+51	3.28969e+21
5.01187e+04	7.15728e+38	1.80315e+30	6.61705e+38	1.73436e+30	7.81889e+49	2.25282e+50	7.19288e+49	2.44062e+50	9.57258e+50	8.82137e+50	2.07565e+21
6.30957e+04	5.68543e+38	9.03779e+29	5.25631e+38	8.69303e+29	6.21085e+49	1.78953e+50	5.71358e+49	1.93871e+50	7.60393e+50	7.00721e+50	1.30965e+21
7.94328e+04	4.51623e+38	4.52988e+29	4.17536e+38	4.35708e+29	4.93350e+49	1.42151e+50	4.53851e+49	1.54001e+50	6.04011e+50	5.56612e+50	8.26333e+20
1.00000e+05	3.58745e+38	2.27042e+29	3.31668e+38	2.18381e+29	3.91885e+49	1.12917e+50	3.60509e+49	1.22329e+50	4.79789e+50	4.42139e+50	5.21380e+20
1.25893e+05	2.84966e+38	1.13794e+29	2.63458e+38	1.09454e+29	3.11287e+49	8.96942e+49	2.86364e+49	9.71710e+49	3.81114e+50	3.51207e+50	3.28969e+20
1.58489e+05	2.26360e+38	5.70338e+28	2.09276e+38	5.48583e+28	2.47265e+49	7.12474e+49	2.27469e+49	7.71865e+49	3.02732e+50	2.78976e+50	2.07565e+20
1.99526e+05	1.79806e+38	2.85853e+28	1.66236e+38	2.74949e+28	1.96411e+49	5.65944e+49	1.80685e+49	6.13120e+49	2.40470e+50	2.21600e+50	1.30965e+20
2.51189e+05	1.42826e+38	1.43268e+28	1.32047e+38	1.37803e+28	1.56015e+49	4.49548e+49	1.43524e+49	4.87022e+49	1.91013e+50	1.76024e+50	8.26332e+19
3.16228e+05	1.13452e+38	7.18052e+27	1.04889e+38	6.90663e+27	1.23927e+49	3.57091e+49	1.14005e+49	3.86857e+49	1.51728e+50	1.39821e+50	5.21380e+19
3.98107e+05	9.01185e+37	3.59882e+27	8.33170e+37	3.46155e+27	9.84391e+48	2.83649e+49	9.05582e+48	3.07293e+49	1.20522e+50	1.11065e+50	3.28968e+19
5.01187e+05	7.15840e+37	1.80370e+27	6.61814e+37	1.73490e+27	7.81932e+48	2.25312e+49	7.19331e+48	2.44093e+49	9.57345e+49	8.82222e+49	2.07565e+19
6.30957e+05	5.68614e+37	9.03998e+26	5.25699e+37	8.69517e+26	6.21113e+48	1.78972e+49	5.71386e+48	1.93890e+49	7.60446e+49	7.00776e+49	1.30964e+19
