mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.04132e+39	1.96791e+31	8.34729e+38	1.74995e+31	1.21306e+50	2.90819e+50	9.73670e+49	3.62637e+50	1.45311e+51	1.16584e+51	2.80198e+25
1.25893e+04	8.27232e+38	9.86488e+30	6.63125e+38	8.77234e+30	9.63608e+49	2.31027e+50	7.73445e+49	2.88076e+50	1.15432e+51	9.26120e+50	1.76793e+25
1.58489e+04	6.57145e+38	4.94493e+30	5.26786e+38	4.39731e+30	7.65445e+49	1.83524e+50	6.14389e+49	2.28841e+50	9.16949e+50	7.35681e+50	1.11549e+25
1.99526e+04	5.22021e+38	2.47865e+30	4.18471e+38	2.20417e+30	6.08030e+49	1.45787e+50	4.88039e+49	1.81784e+50	7.28385e+50	5.84396e+50	7.03827e+24
2.51189e+04	4.14677e+38	1.24239e+30	3.32423e+38	1.10482e+30	4.82985e+49	1.15808e+50	3.87671e+49	1.44402e+50	5.78594e+50	4.64218e+50	4.44085e+24
3.16228e+04	3.29402e+38	6.22719e+29	2.64065e+38	5.53767e+29	3.83654e+49	9.19925e+49	3.07943e+49	1.14706e+50	4.59604e+50	3.68751e+50	2.80198e+24
3.98107e+04	2.61662e+38	3.12119e+29	2.09762e+38	2.77559e+29	3.04751e+49	7.30743e+49	2.44611e+49	9.11164e+49	3.65084e+50	2.92915e+50	1.76793e+24
5.01187e+04	2.07850e+38	1.56438e+29	1.66624e+38	1.39116e+29	2.42075e+49	5.80463e+49	1.94303e+49	7.23778e+49	2.90000e+50	2.32674e+50	1.11549e+24
6.30957e+04	1.65105e+38	7.84077e+28	1.32357e+38	6.97263e+28	1.92288e+49	4.61086e+49	1.54342e+49	5.74926e+49	2.30358e+50	1.84822e+50	7.03827e+23
7.94328e+04	1.31149e+38	3.92982e+28	1.05137e+38	3.49471e+28	1.52741e+49	3.66259e+49	1.22599e+49	4.56686e+49	1.82982e+50	1.46811e+50	4.44085e+23
1.00000e+05	1.04177e+38	1.96962e+28	8.35146e+37	1.75155e+28	1.21327e+49	2.90933e+49	9.73842e+48	3.62762e+49	1.45349e+50	1.16617e+50	2.80198e+23
1.25893e+05	8.27515e+37	9.87170e+27	6.63388e+37	8.77873e+27	9.63739e+48	2.31098e+49	7.73553e+48	2.88154e+49	1.15455e+50	9.26328e+49	1.76793e+23
1.58489e+05	6.57323e+37	4.94765e+27	5.26952e+37	4.39986e+27	7.65527e+48	1.83569e+49	6.14457e+48	2.28891e+49	9.17098e+49	7.35813e+49	1.11549e+23
1.99526e+05	5.22134e+37	2.47973e+27	4.18576e+37	2.20518e+27	6.08082e+48	1.45815e+49	4.88081e+48	1.81815e+49	7.28479e+49	5.84479e+49	7.03827e+22
2.51189e+05	4.14748e+37	1.24282e+27	3.32489e+37	1.10522e+27	4.83018e+48	1.15826e+49	3.87697e+48	1.44421e+49	5.78653e+49	4.64270e+49	4.44085e+22
