mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.25893e+07	6.92879e+35	7.21271e+21	5.43954e+35	6.31712e+21	7.95483e+46	1.89233e+47	6.30746e+46	2.41029e+47	9.64527e+47	7.61089e+47	2.76488e+19
1.58489e+07	5.45465e+35	3.60440e+21	4.29638e+35	3.15832e+21	6.23291e+46	1.49209e+47	4.94715e+46	1.89574e+47	7.57355e+47	6.00170e+47	1.74452e+19
1.99526e+07	4.26844e+35	1.79503e+21	3.37741e+35	1.57400e+21	4.83034e+46	1.16899e+47	3.84391e+46	1.48139e+47	5.85165e+47	4.65561e+47	1.10072e+19
2.51189e+07	3.30963e+35	8.88178e+20	2.63430e+35	7.79563e+20	3.68242e+46	9.05580e+46	2.94769e+46	1.13641e+47	4.51362e+47	3.65097e+47	6.94506e+18
3.16228e+07	2.53343e+35	4.34872e+20	2.03097e+35	3.82149e+20	2.75468e+46	6.91300e+46	2.21239e+46	8.65541e+46	3.41369e+47	2.71265e+47	4.38204e+18
3.98107e+07	1.90806e+35	2.09807e+20	1.54193e+35	1.84619e+20	2.06159e+46	5.22861e+46	1.64689e+46	6.50477e+46	2.55519e+47	2.10724e+47	2.76488e+18
5.01187e+07	1.41054e+35	9.93977e+19	1.14943e+35	8.75871e+19	1.62960e+46	3.70355e+46	1.02050e+46	4.90079e+46	1.84557e+47	1.26907e+47	1.74452e+18
6.30957e+07	1.02237e+35	4.61476e+19	8.39973e+34	4.07194e+19	1.17765e+46	2.70008e+46	7.69433e+45	3.58192e+46	1.35596e+47	1.10060e+47	1.10072e+18
7.94328e+07	7.26683e+34	2.09857e+19	6.01628e+34	1.85404e+19	7.51899e+45	2.15493e+46	7.56920e+45	2.47393e+46	1.14691e+47	9.69439e+46	6.94506e+17
1.00000e+08	5.07092e+34	9.35483e+18	4.22732e+34	8.27390e+18	5.57257e+45	1.55285e+46	4.98370e+45	1.90853e+46	5.94020e+46	6.30381e+46	4.38204e+17
1.25893e+08	3.48013e+34	4.09439e+18	2.91872e+34	3.62475e+18	3.96233e+45	1.08437e+46	3.52502e+45	1.31996e+46	4.23414e+46	4.45602e+46	2.76488e+17
1.58489e+08	2.35371e+34	1.76312e+18	1.98421e+34	1.56214e+18	2.82363e+45	7.57208e+45	2.53893e+45	7.14363e+45	2.91899e+46	3.11912e+46	1.74452e+17
1.99526e+08	1.57203e+34	7.48642e+17	1.33100e+34	6.63749e+17	1.22302e+45	4.46252e+45	1.07473e+45	3.77766e+45	1.44593e+46	1.59898e+46	1.10072e+17
2.51189e+08	1.03889e+34	3.14119e+17	8.82774e+33	2.78652e+17	9.56925e+44	3.16323e+45	8.34176e+44	2.60089e+45	1.09262e+46	1.18615e+46	6.94506e+16
3.16228e+08	6.80540e+33	1.30495e+17	5.79988e+33	1.15813e+17	3.56726e+44	1.53692e+45	3.35024e+44	1.09071e+45	6.71034e+45	7.56197e+45	4.38204e+16
3.98107e+08	4.42576e+33	5.37687e+16	3.78094e+33	4.77366e+16	1.07556e+44	5.89030e+44	4.80384e+43	1.46628e+44	3.55326e+45	3.69585e+45	2.76488e+16
5.01187e+08	2.86119e+33	2.20062e+16	2.44911e+33	1.95431e+16	1.81060e+45	2.47765e+45	1.74818e+45	2.18153e+45	1.76477e+46	1.79292e+46	1.74452e+16
6.30957e+08	1.84083e+33	8.95745e+15	1.57820e+33	7.95677e+15	-1.25775e+45	-1.39305e+45	-1.27871e+45	-1.56869e+45	-1.00315e+46	-1.02469e+46	1.10072e+16
7.94328e+08	1.17975e+33	3.62997e+15	1.01273e+33	3.22506e+15	1.10958e+44	2.35199e+44	9.55235e+43	1.17368e+44	1.67514e+45	1.73008e+45	6.94506e+15
1.00000e+09	7.53714e+32	1.46579e+15	6.47665e+32	1.30249e+15	6.12149e+44	8.21157e+44	6.02263e+44	7.42249e+44	5.85801e+45	6.02872e+45	4.38205e+15
