mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	2.47983e+37	1.86848e+28	4.98287e+36	5.67348e+27	2.86697e+48	1.72561e+48	5.70803e+47	8.61409e+48	3.44300e+49	6.87603e+48	1.89654e+27
1.25893e+04	1.96985e+37	9.36512e+27	3.95823e+36	2.84370e+27	2.27736e+48	1.37075e+48	4.53415e+47	6.84259e+48	2.73493e+49	5.46200e+48	1.19664e+27
1.58489e+04	1.56474e+37	4.69389e+27	3.14425e+36	1.42531e+27	1.80900e+48	1.08886e+48	3.60167e+47	5.43537e+48	2.17248e+49	4.33872e+48	7.55032e+26
1.99526e+04	1.24294e+37	2.35261e+27	2.49765e+36	7.14383e+26	1.43696e+48	8.64936e+47	2.86095e+47	4.31754e+48	1.72568e+49	3.44644e+48	4.76394e+26
2.51189e+04	9.87317e+36	1.17913e+27	1.98400e+36	3.58054e+26	1.14143e+48	6.87056e+47	2.27255e+47	3.42958e+48	1.37078e+49	2.73764e+48	3.00584e+26
3.16228e+04	7.84262e+36	5.90978e+26	1.57598e+36	1.79457e+26	9.06679e+47	5.45757e+47	1.80517e+47	2.72424e+48	1.08886e+49	2.17462e+48	1.89656e+26
3.98107e+04	6.22967e+36	2.96196e+26	1.25186e+36	8.99440e+25	7.20206e+47	4.33516e+47	1.43391e+47	2.16396e+48	8.64916e+48	1.72737e+48	1.19665e+26
5.01187e+04	4.94844e+36	1.48452e+26	9.94402e+35	4.50797e+25	5.72082e+47	3.44357e+47	1.13900e+47	1.71891e+48	6.87031e+48	1.37211e+48	7.55036e+25
6.30957e+04	3.93070e+36	7.44030e+25	7.89889e+35	2.25937e+25	4.54423e+47	2.73535e+47	9.04743e+46	1.36538e+48	5.45731e+48	1.08992e+48	4.76396e+25
7.94328e+04	3.12228e+36	3.72902e+25	6.27436e+35	1.13238e+25	3.60962e+47	2.17278e+47	7.18666e+46	1.08457e+48	4.33491e+48	8.65755e+47	3.00586e+25
1.00000e+05	2.48013e+36	1.86895e+25	4.98393e+35	5.67541e+24	2.86724e+47	1.72590e+47	5.70854e+46	8.61504e+47	3.44335e+48	6.87693e+47	1.89657e+25
1.25893e+05	1.97004e+36	9.36700e+24	3.95890e+35	2.84446e+24	2.27753e+47	1.37094e+47	4.53443e+46	6.84318e+47	2.73515e+48	5.46252e+47	1.19665e+25
1.58489e+05	1.56486e+36	4.69464e+24	3.14468e+35	1.42562e+24	1.80910e+47	1.08898e+47	3.60187e+46	5.43575e+47	2.17262e+48	4.33910e+47	7.55038e+24
1.99526e+05	1.24301e+36	2.35290e+24	2.49791e+35	7.14505e+23	1.43703e+47	8.65005e+46	2.86101e+46	4.31776e+47	1.72576e+48	3.44657e+47	4.76397e+24
2.51189e+05	9.87353e+35	1.17925e+24	1.98417e+35	3.58102e+23	1.14146e+47	6.87095e+46	2.27255e+46	3.42969e+47	1.37081e+48	2.73772e+47	3.00586e+24
3.16228e+05	7.84256e+35	5.91024e+23	1.57608e+35	1.79477e+23	9.06650e+46	5.45765e+46	1.80507e+46	2.72420e+47	1.08884e+48	2.17465e+47	1.89657e+24
3.98107e+05	6.22885e+35	2.96211e+23	1.25191e+35	8.99515e+22	7.20082e+46	4.33537e+46	1.43396e+46	2.16366e+47	8.64795e+47	1.72748e+47	1.19665e+24
5.01187e+05	4.94605e+35	1.48450e+23	9.94385e+34	4.50821e+22	5.71767e+46	3.44349e+46	1.13878e+46	1.71803e+47	6.86675e+47	1.37206e+47	7.55038e+23
6.30957e+05	3.92516e+35	7.43888e+22	7.89733e+34	2.25933e+22	4.53691e+46	2.73451e+46	9.03797e+45	1.36331e+47	5.44847e+47	1.08941e+47	4.76397e+23
7.94328e+05	3.11077e+35	3.72613e+22	6.26947e+34	1.13206e+22	3.59396e+46	2.16990e+46	7.15973e+45	1.08018e+47	4.31565e+47	8.64027e+46	3.00586e+23
1.00000e+06	2.45833e+35	1.86429e+22	4.97154e+34	5.66855e+21	2.83718e+46	1.71885e+46	5.65103e+45	8.53009e+46	3.40524e+47	6.83386e+46	1.89657e+23
1.25893e+06	1.93238e+35	9.30199e+21	3.93166e+34	2.83305e+21	2.22585e+46	1.35582e+46	4.42557e+45	6.69517e+46	2.66746e+47	5.37796e+46	1.19665e+23
1.58489e+06	1.50563e+35	4.61545e+21	3.09228e+34	1.40978e+21	1.72841e+46	1.06228e+46	3.43134e+45	5.20381e+46	2.06604e+47	4.19843e+46	7.55038e+22
1.99526e+06	1.15825e+35	2.26834e+21	2.40941e+34	6.95847e+20	1.32286e+46	8.22504e+45	2.61537e+45	3.98879e+46	1.57422e+47	3.23255e+46	4.76397e+22
2.51189e+06	8.76511e+34	1.09942e+21	1.85179e+34	3.39136e+20	9.93707e+45	6.27490e+45	1.96668e+45	3.00567e+46	1.17703e+47	2.45103e+46	3.00586e+22
3.16228e+06	6.50810e+34	5.23538e+20	1.39858e+34	1.62520e+20	7.32917e+45	4.67578e+45	1.42296e+45	2.21900e+46	8.60278e+46	1.80529e+46	1.89657e+22
3.98107e+06	4.73555e+34	2.44354e+20	1.03545e+34	7.63560e+19	5.30093e+45	3.43413e+45	1.02979e+45	1.60766e+46	6.17541e+46	1.32521e+46	1.19666e+22
5.01187e+06	3.37726e+34	1.11692e+20	7.50804e+33	3.51259e+19	3.76155e+45	2.47398e+45	7.26829e+44	1.14135e+46	4.35093e+46	9.32918e+45	7.55038e+21
6.30957e+06	2.36342e+34	5.00252e+19	5.33448e+33	1.58257e+19	2.59000e+45	1.74765e+45	5.16683e+44	7.95412e+45	3.00443e+46	6.65390e+45	4.76397e+21
7.94328e+06	1.62584e+34	2.19873e+19	3.71921e+33	6.99238e+18	1.77185e+45	1.20900e+45	3.50288e+44	5.45012e+45	2.04130e+46	4.57671e+45	3.00586e+21
1.00000e+07	1.10174e+34	9.50278e+18	2.54959e+33	3.03579e+18	1.20069e+45	8.00082e+44	2.19812e+44	3.69229e+45	1.35564e+46	2.92207e+45	1.89657e+21
1.25893e+07	7.37015e+33	4.04751e+18	1.72229e+33	1.29799e+18	7.81803e+44	5.57095e+44	1.62854e+44	2.46262e+45	9.13010e+45	2.24009e+45	1.19666e+21
1.58489e+07	4.87692e+33	1.70268e+18	1.14897e+33	5.47776e+17	5.17875e+44	3.72170e+44	1.08386e+44	1.62840e+45	6.00662e+45	1.51704e+45	7.55038e+20
1.99526e+07	3.19802e+33	7.08862e+17	7.58497e+32	2.28652e+17	3.38436e+44	2.45456e+44	7.19092e+43	1.06643e+45	3.80320e+45	9.22733e+44	4.76397e+20
2.51189e+07	2.08151e+33	2.92588e+17	4.96398e+32	9.45810e+16	2.16895e+44	1.56412e+44	4.82002e+43	6.72866e+44	2.46127e+45	7.19833e+44	3.00586e+20
3.16228e+07	1.34657e+33	1.19920e+17	3.22561e+32	3.88325e+16	1.36291e+44	9.83556e+43	2.87081e+43	4.31937e+44	1.57096e+45	3.41339e+44	1.89657e+20
3.98107e+07	8.66821e+32	4.88688e+16	2.08389e+32	1.58470e+16	9.19718e+43	6.78381e+43	1.94710e+43	2.78937e+44	1.01266e+45	3.38197e+44	1.19666e+20
5.01187e+07	5.55767e+32	1.98223e+16	1.33997e+32	6.43520e+15	8.06646e+43	2.10143e+43	-1.05857e+43	1.95163e+44	6.18822e+44	-1.85807e+44	7.55038e+19
6.30957e+07	3.55187e+32	8.01027e+15	8.58358e+31	2.60286e+15	5.41268e+43	1.78563e+43	-9.58293e+41	1.31231e+44	4.40366e+44	1.39755e+44	4.76397e+19
7.94328e+07	2.26411e+32	3.22725e+15	5.48173e+31	1.04943e+15	2.54949e+43	3.82920e+43	2.57279e+43	7.41335e+43	5.21289e+44	3.47850e+44	3.00586e+19
1.00000e+08	1.44025e+32	1.29708e+15	3.49225e+31	4.22028e+14	2.19628e+43	2.86929e+43	1.43841e+43	6.51514e+43	1.42549e+44	2.05779e+44	1.89657e+19
1.25893e+08	9.14657e+31	5.20311e+14	2.22046e+31	1.69371e+14	1.65320e+43	2.09246e+43	1.12680e+43	4.34673e+43	1.09657e+44	1.50161e+44	1.19666e+19
1.58489e+08	5.80102e+31	2.08395e+14	1.40961e+31	6.78617e+13	1.25361e+43	1.49584e+43	8.72303e+42	1.02622e+43	8.46797e+43	1.09640e+44	7.55038e+18
1.99526e+08	3.67529e+31	8.33637e+13	8.93748e+30	2.71545e+13	5.52995e+41	1.09163e+42	-1.21232e+42	-1.42179e+42	-1.40107e+42	8.00067e+42	4.76397e+18
2.51189e+08	2.32655e+31	3.33149e+13	5.66107e+30	1.08544e+13	2.46038e+42	3.28224e+42	1.31216e+42	1.52563e+42	1.49905e+43	2.40413e+43	3.00586e+18
3.16228e+08	1.47178e+31	1.33033e+13	3.58292e+30	4.33521e+12	-1.93743e+42	-1.64068e+42	-2.15162e+42	-2.52104e+42	-1.66079e+43	-1.20137e+43	1.89657e+18
3.98107e+08	9.30556e+30	5.30899e+12	2.26622e+30	1.73032e+12	-2.57944e+42	-1.96792e+42	-2.10640e+42	-2.48933e+42	-2.03472e+43	-1.44096e+43	1.19666e+18
5.01187e+08	5.88108e+30	2.11762e+12	1.43268e+30	6.90261e+11	1.54440e+43	1.71721e+43	1.34314e+43	1.58228e+43	1.14163e+44	1.25717e+44	7.55038e+17
6.30957e+08	3.71557e+30	8.44329e+11	9.05359e+29	2.75244e+11	-1.28919e+43	-1.39512e+43	-1.13915e+43	-1.34239e+43	-9.65293e+43	-1.02126e+44	4.76397e+17
7.94328e+08	2.34680e+30	3.36542e+11	5.71946e+29	1.09718e+11	3.41790e+41	3.25385e+41	1.27637e+41	1.51890e+41	2.13270e+42	2.38187e+42	3.00586e+17
1.00000e+09	1.48195e+30	1.34109e+11	3.61227e+29	4.37244e+10	5.36430e+42	5.67067e+42	4.45875e+42	5.23861e+42	3.99096e+43	4.15038e+43	1.89657e+17
