mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.72497e+39	1.00287e+32	1.59654e+39	9.61185e+31	2.07412e+50	5.62536e+50	1.92530e+50	6.07182e+50	2.45884e+51	2.28025e+51	3.66860e+19
1.25893e+04	1.37044e+39	5.02799e+31	1.26842e+39	4.81901e+31	1.64764e+50	4.46903e+50	1.52942e+50	4.82369e+50	1.95332e+51	1.81146e+51	2.31467e+19
1.58489e+04	1.08873e+39	2.52065e+31	1.00769e+39	2.41589e+31	1.30883e+50	3.55029e+50	1.21492e+50	3.83202e+50	1.55170e+51	1.43901e+51	1.46043e+19
1.99526e+04	8.64909e+38	1.26359e+31	8.00533e+38	1.21108e+31	1.03968e+50	2.82036e+50	9.65086e+49	3.04415e+50	1.23264e+51	1.14312e+51	9.21459e+18
2.51189e+04	6.87083e+38	6.33402e+30	6.35946e+38	6.07084e+30	8.25876e+49	2.24045e+50	7.66620e+49	2.41822e+50	9.79170e+50	9.08063e+50	5.81349e+18
3.16228e+04	5.45808e+38	3.17496e+30	5.05188e+38	3.04305e+30	6.56034e+49	1.77976e+50	6.08964e+49	1.92097e+50	7.77814e+50	7.21330e+50	3.66799e+18
3.98107e+04	4.33575e+38	1.59142e+30	4.01309e+38	1.52530e+30	5.21117e+49	1.41378e+50	4.83727e+49	1.52595e+50	6.17859e+50	5.72992e+50	2.31462e+18
5.01187e+04	3.44417e+38	7.97669e+29	3.18786e+38	7.64530e+29	4.13944e+49	1.12305e+50	3.84244e+49	1.21215e+50	4.90796e+50	4.55156e+50	1.46096e+18
6.30957e+04	2.73590e+38	3.99809e+29	2.53230e+38	3.83199e+29	3.28812e+49	8.92093e+49	3.05220e+49	9.62868e+49	3.89861e+50	3.61551e+50	9.21947e+17
7.94328e+04	2.17326e+38	2.00390e+29	2.01154e+38	1.92065e+29	2.61187e+49	7.08631e+49	2.42447e+49	7.64850e+49	3.09682e+50	2.87195e+50	5.81493e+17
1.00000e+05	1.72632e+38	1.00437e+29	1.59786e+38	9.62648e+28	2.07470e+49	5.62896e+49	1.92584e+49	6.07553e+49	2.45993e+50	2.28130e+50	3.66940e+17
1.25893e+05	1.37129e+38	5.03395e+28	1.26925e+38	4.82484e+28	1.64800e+49	4.47131e+49	1.52976e+49	4.82603e+49	1.95401e+50	1.81212e+50	2.31331e+17
1.58489e+05	1.08927e+38	2.52302e+28	1.00822e+38	2.41821e+28	1.30906e+49	3.55173e+49	1.21514e+49	3.83350e+49	1.55214e+50	1.43943e+50	1.45950e+17
1.99526e+05	8.65248e+37	1.26453e+28	8.00864e+37	1.21200e+28	1.03983e+49	2.82126e+49	9.65223e+48	3.04508e+49	1.23291e+50	1.14339e+50	9.21899e+16
2.51189e+05	6.87297e+37	6.33779e+27	6.36155e+37	6.07452e+27	8.25969e+48	2.24103e+49	7.66707e+48	2.41881e+49	9.79343e+49	9.08229e+49	5.81490e+16
3.16228e+05	5.45943e+37	3.17646e+27	5.05320e+37	3.04451e+27	6.56092e+48	1.78012e+49	6.09018e+48	1.92134e+49	7.77923e+49	7.21435e+49	3.66253e+16
3.98107e+05	4.33660e+37	1.59202e+27	4.01392e+37	1.52589e+27	5.21153e+48	1.41401e+49	4.83763e+48	1.52618e+49	6.17929e+49	5.73059e+49	2.30971e+16
5.01187e+05	3.44470e+37	7.97907e+26	3.18839e+37	7.64762e+26	4.13968e+48	1.12319e+49	3.84267e+48	1.21229e+49	4.90840e+49	4.55199e+49	1.45699e+16
6.30957e+05	2.73623e+37	3.99903e+26	2.53263e+37	3.83292e+26	3.28827e+48	8.92185e+48	3.05235e+48	9.62962e+48	3.89888e+49	3.61578e+49	9.20858e+15
7.94328e+05	2.17347e+37	2.00428e+26	2.01175e+37	1.92102e+26	2.61196e+48	7.08689e+48	2.42457e+48	7.64911e+48	3.09699e+49	2.87212e+49	5.82136e+15
1.00000e+06	1.72646e+37	1.00452e+26	1.59799e+37	9.62795e+25	2.07475e+48	5.62932e+48	1.92590e+48	6.07592e+48	2.46003e+49	2.28139e+49	3.66780e+15
1.25893e+06	1.37138e+37	5.03455e+25	1.26933e+37	4.82542e+25	1.64806e+48	4.47150e+48	1.52978e+48	4.82628e+48	1.95407e+49	1.81216e+49	2.31805e+15
