mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.89998e+39	1.16100e+32	1.75917e+39	1.11506e+32	2.29887e+50	6.21266e+50	2.13570e+50	6.70217e+50	2.71976e+51	2.52395e+51	8.52699e+19
1.25893e+04	1.50948e+39	5.82081e+31	1.39763e+39	5.59055e+31	1.82618e+50	4.93562e+50	1.69656e+50	5.32447e+50	2.16060e+51	2.00506e+51	5.38016e+19
1.58489e+04	1.19920e+39	2.91813e+31	1.11034e+39	2.80271e+31	1.45066e+50	3.92096e+50	1.34770e+50	4.22985e+50	1.71636e+51	1.59281e+51	3.39477e+19
1.99526e+04	9.52664e+38	1.46285e+31	8.82082e+38	1.40500e+31	1.15235e+50	3.11482e+50	1.07056e+50	3.36019e+50	1.36344e+51	1.26530e+51	2.14196e+19
2.51189e+04	7.56796e+38	7.33293e+30	7.00730e+38	7.04293e+30	9.15370e+49	2.47438e+50	8.50401e+49	2.66928e+50	1.08308e+51	1.00512e+51	1.35141e+19
3.16228e+04	6.01188e+38	3.67568e+30	5.56652e+38	3.53033e+30	7.27123e+49	1.96558e+50	6.75515e+49	2.12040e+50	8.60354e+50	7.98426e+50	8.52635e+18
3.98107e+04	4.77568e+38	1.84241e+30	4.42191e+38	1.76956e+30	5.77586e+49	1.56139e+50	5.36592e+49	1.68437e+50	6.83426e+50	6.34233e+50	5.38002e+18
5.01187e+04	3.79363e+38	9.23474e+29	3.51262e+38	8.86959e+29	4.58800e+49	1.24030e+50	4.26237e+49	1.33799e+50	5.42878e+50	5.03803e+50	3.39489e+18
6.30957e+04	3.01350e+38	4.62866e+29	2.79028e+38	4.44564e+29	3.64443e+49	9.85236e+49	3.38577e+49	1.06283e+50	4.31232e+50	4.00193e+50	2.14187e+18
7.94328e+04	2.39377e+38	2.31995e+29	2.21646e+38	2.22823e+29	2.89490e+49	7.82619e+49	2.68944e+49	8.44258e+49	3.42546e+50	3.17890e+50	1.35139e+18
1.00000e+05	1.90148e+38	1.16278e+29	1.76064e+38	1.11681e+29	2.29952e+49	6.21668e+49	2.13631e+49	6.70630e+49	2.72097e+50	2.52512e+50	8.52676e+17
1.25893e+05	1.51043e+38	5.82792e+28	1.39855e+38	5.59750e+28	1.82659e+49	4.93816e+49	1.69694e+49	5.32708e+49	2.16137e+50	2.00580e+50	5.37877e+17
1.58489e+05	1.19979e+38	2.92096e+28	1.11093e+38	2.80548e+28	1.45092e+49	3.92256e+49	1.34794e+49	4.23150e+49	1.71685e+50	1.59328e+50	3.39412e+17
1.99526e+05	9.53042e+37	1.46398e+28	8.82452e+37	1.40610e+28	1.15251e+49	3.11583e+49	1.07071e+49	3.36123e+49	1.36375e+50	1.26559e+50	2.14145e+17
2.51189e+05	7.57035e+37	7.33742e+27	7.00963e+37	7.04733e+27	9.15473e+48	2.47501e+49	8.50498e+48	2.66994e+49	1.08327e+50	1.00530e+50	1.35140e+17
3.16228e+05	6.01338e+37	3.67747e+27	5.56799e+37	3.53208e+27	7.27187e+48	1.96598e+49	6.75576e+48	2.12082e+49	8.60476e+49	7.98542e+49	8.52186e+16
3.98107e+05	4.77663e+37	1.84312e+27	4.42284e+37	1.77025e+27	5.77626e+48	1.56164e+49	5.36632e+48	1.68463e+49	6.83503e+49	6.34308e+49	5.37261e+16
5.01187e+05	3.79423e+37	9.23758e+26	3.51320e+37	8.87236e+26	4.58826e+48	1.24046e+49	4.26263e+48	1.33816e+49	5.42928e+49	5.03851e+49	3.39153e+16
6.30957e+05	3.01387e+37	4.62979e+26	2.79065e+37	4.44675e+26	3.64460e+48	9.85339e+48	3.38593e+48	1.06294e+49	4.31263e+49	4.00224e+49	2.13884e+16
